age,sex,mort,ylds (years lived with disability)_rate_utrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,53915,utrc,0,10,0,0,0,5,male_utrc,South East England
1,male,0,0,0,1e-8,53915,utrc,0,10,0,0,0,5,male_utrc,South East England
2,male,0,0,0,1e-8,53915,utrc,0,10,0,0,0,5,male_utrc,South East England
3,male,0,0,0,1e-8,53915,utrc,0,10,0,0,0,5,male_utrc,South East England
4,male,0,0,0,1e-8,53915,utrc,0,10,0,0,0,5,male_utrc,South East England
5,male,0,0,0,1e-8,58045,utrc,0,10,5,0,0,5,male_utrc,South East England
6,male,0,0,0,1e-8,58045,utrc,0,10,5,0,0,5,male_utrc,South East England
7,male,0,0,0,1e-8,58045,utrc,0,10,5,0,0,5,male_utrc,South East England
8,male,0,0,0,1e-8,58045,utrc,0,10,5,0,0,5,male_utrc,South East England
9,male,0,0,0,1e-8,58045,utrc,0,10,5,0,0,5,male_utrc,South East England
10,male,0,0,0,1e-8,54635,utrc,0,50,10,0,0,5,male_utrc,South East England
11,male,0,0,0,1e-8,54635,utrc,0,50,10,0,0,5,male_utrc,South East England
12,male,0,0,0,1e-8,54635,utrc,0,50,10,0,0,5,male_utrc,South East England
13,male,0,0,0,1e-8,54635,utrc,0,50,10,0,0,5,male_utrc,South East England
14,male,0,0,0,1e-8,54635,utrc,0,50,10,0,0,5,male_utrc,South East England
15,male,0,0,0,1e-8,53831,utrc,0,50,15,0,0,5,male_utrc,South East England
16,male,0,0,0,1e-8,53831,utrc,0,50,15,0,0,5,male_utrc,South East England
17,male,0,0,0,1e-8,53831,utrc,0,50,15,0,0,5,male_utrc,South East England
18,male,0,0,0,1e-8,53831,utrc,0,50,15,0,0,5,male_utrc,South East England
19,male,0,0,0,1e-8,53831,utrc,0,50,15,0,0,5,male_utrc,South East England
20,male,0,0,0,1e-8,55703,utrc,0,50,20,0,0,5,male_utrc,South East England
21,male,0,0,0,1e-8,55703,utrc,0,50,20,0,0,5,male_utrc,South East England
22,male,0,0,0,1e-8,55703,utrc,0,50,20,0,0,5,male_utrc,South East England
23,male,0,0,0,1e-8,55703,utrc,0,50,20,0,0,5,male_utrc,South East England
24,male,0,0,0,1e-8,55703,utrc,0,50,20,0,0,5,male_utrc,South East England
25,male,0,0,0,1e-8,58059,utrc,0,50,25,0,0,5,male_utrc,South East England
26,male,0,0,0,1e-8,58059,utrc,0,50,25,0,0,5,male_utrc,South East England
27,male,0,0,0,1e-8,58059,utrc,0,50,25,0,0,5,male_utrc,South East England
28,male,0,0,0,1e-8,58059,utrc,0,50,25,0,0,5,male_utrc,South East England
29,male,0,0,0,1e-8,58059,utrc,0,50,25,0,0,5,male_utrc,South East England
30,male,0,0,0,1e-8,57970,utrc,0,50,30,0,0,5,male_utrc,South East England
31,male,0,0,0,1e-8,57970,utrc,0,50,30,0,0,5,male_utrc,South East England
32,male,0,0,0,1e-8,57970,utrc,0,50,30,0,0,5,male_utrc,South East England
