age,sex,mort,ylds (years lived with disability)_rate_carc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,8045,carc,0,10,0,0,0,5,female_carc,sheffield
1,female,0,0,0,1e-8,8045,carc,0,10,0,0,0,5,female_carc,sheffield
2,female,0,0,0,1e-8,8045,carc,0,10,0,0,0,5,female_carc,sheffield
3,female,0,0,0,1e-8,8045,carc,0,10,0,0,0,5,female_carc,sheffield
4,female,0,0,0,1e-8,8045,carc,0,10,0,0,0,5,female_carc,sheffield
5,female,0,0,0,1e-8,8585,carc,0,10,5,0,0,5,female_carc,sheffield
6,female,0,0,0,1e-8,8585,carc,0,10,5,0,0,5,female_carc,sheffield
7,female,0,0,0,1e-8,8585,carc,0,10,5,0,0,5,female_carc,sheffield
8,female,0,0,0,1e-8,8585,carc,0,10,5,0,0,5,female_carc,sheffield
9,female,0,0,0,1e-8,8585,carc,0,10,5,0,0,5,female_carc,sheffield
10,female,0,0,0,1e-8,7873,carc,0,50,10,0,0,5,female_carc,sheffield
11,female,0,0,0,1e-8,7873,carc,0,50,10,0,0,5,female_carc,sheffield
12,female,0,0,0,1e-8,7873,carc,0,50,10,0,0,5,female_carc,sheffield
13,female,0,0,0,1e-8,7873,carc,0,50,10,0,0,5,female_carc,sheffield
14,female,0,0,0,1e-8,7873,carc,0,50,10,0,0,5,female_carc,sheffield
15,female,2.1542987049793003e-7,7.612139135516222e-7,6.857708397679941e-6,9.87431163325022e-7,8150,carc,0,50,15,0,0,5,female_carc,sheffield
16,female,2.1542987049793003e-7,7.612139135516222e-7,6.857708397679941e-6,9.87431163325022e-7,8150,carc,0,50,15,0,0,5,female_carc,sheffield
17,female,2.1542987049793003e-7,7.612139135516222e-7,6.857708397679941e-6,9.87431163325022e-7,8150,carc,0,50,15,0,0,5,female_carc,sheffield
18,female,2.1542987049793003e-7,7.612139135516222e-7,6.857708397679941e-6,9.87431163325022e-7,8150,carc,0,50,15,0,0,5,female_carc,sheffield
19,female,2.1542987049793003e-7,7.612139135516222e-7,6.857708397679941e-6,9.87431163325022e-7,8150,carc,0,50,15,0,0,5,female_carc,sheffield
20,female,1.48938044824808e-6,5.989889042537103e-6,5.615041752007794e-5,7.992007063059045e-6,9912,carc,0,50,20,0,0,5,female_carc,sheffield
21,female,1.48938044824808e-6,5.989889042537103e-6,5.615041752007794e-5,7.992007063059045e-6,9912,carc,0,50,20,0,0,5,female_carc,sheffield
22,female,1.48938044824808e-6,5.989889042537103e-6,5.615041752007794e-5,7.992007063059045e-6,9912,carc,0,50,20,0,0,5,female_carc,sheffield
23,female,1.48938044824808e-6,5.989889042537103e-6,5.615041752007794e-5,7.992007063059045e-6,9912,carc,0,50,20,0,0,5,female_carc,sheffield
24,female,1.48938044824808e-6,5.989889042537103e-6,5.615041752007794e-5,7.992007063059045e-6,9912,carc,0,50,20,0,0,5,female_carc,sheffield
25,female,3.849002848051544e-6,1.5679595379176085e-5,1.547690644333264e-4,2.1942828294810762e-5,10687,carc,0,50,25,0,0,5,female_carc,sheffield
26,female,3.849002848051544e-6,1.5679595379176085e-5,1.547690644333264e-4,2.1942828294810762e-5,10687,carc,0,50,25,0,0,5,female_carc,sheffield
27,female,3.849002848051544e-6,1.5679595379176085e-5,1.547690644333264e-4,2.1942828294810762e-5,10687,carc,0,50,25,0,0,5,female_carc,sheffield
28,female,3.849002848051544e-6,1.5679595379176085e-5,1.547690644333264e-4,2.1942828294810762e-5,10687,carc,0,50,25,0,0,5,female_carc,sheffield
29,female,3.849002848051544e-6,1.5679595379176085e-5,1.547690644333264e-4,2.1942828294810762e-5,10687,carc,0,50,25,0,0,5,female_carc,sheffield
30,female,9.792237238232027e-6,3.531412124663607e-5,3.7661359253487e-4,5.3986834906954825e-5,9523,carc,0,50,30,0,0,5,female_carc,sheffield
31,female,9.792237238232027e-6,3.531412124663607e-5,3.7661359253487e-4,5.3986834906954825e-5,9523,carc,0,50,30,0,0,5,female_carc,sheffield
32,female,9.792237238232027e-6,3.531412124663607e-5,3.7661359253487e-4,5.3986834906954825e-5,9523,carc,0,50,30,0,0,5,female_carc,sheffield
33,female,9.792237238232027e-6,3.531412124663607e-5,3.7661359253487e-4,5.3986834906954825e-5,9523,carc,0,50,30,0,0,5,female_carc,sheffield
34,female,9.792237238232027e-6,3.531412124663607e-5,3.7661359253487e-4,5.3986834906954825e-5,9523,carc,0,50,30,0,0,5,female_carc,sheffield
35,female,2.1950539453058844e-5,6.823408958046959e-5,7.717940175414842e-4,1.1020354229990775e-4,8742,carc,0,50,35,0,0,5,female_carc,sheffield
