age,sex,mort,ylds (years lived with disability)_rate_lvrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,30524,lvrc,0,10,0,0,0,5,male_lvrc,South West England
1,male,0,0,0,1e-8,30524,lvrc,0,10,0,0,0,5,male_lvrc,South West England
2,male,0,0,0,1e-8,30524,lvrc,0,10,0,0,0,5,male_lvrc,South West England
3,male,0,0,0,1e-8,30524,lvrc,0,10,0,0,0,5,male_lvrc,South West England
4,male,0,0,0,1e-8,30524,lvrc,0,10,0,0,0,5,male_lvrc,South West England
5,male,2.901121646854164e-7,2.9692410082986834e-7,0,1.4362946746788574e-6,32196,lvrc,0,10,5,0,0,5,male_lvrc,South West England
6,male,2.901121646854164e-7,2.9692410082986834e-7,0,1.4362946746788574e-6,32196,lvrc,0,10,5,0,0,5,male_lvrc,South West England
7,male,2.901121646854164e-7,2.9692410082986834e-7,0,1.4362946746788574e-6,32196,lvrc,0,10,5,0,0,5,male_lvrc,South West England
8,male,2.901121646854164e-7,2.9692410082986834e-7,0,1.4362946746788574e-6,32196,lvrc,0,10,5,0,0,5,male_lvrc,South West England
9,male,2.901121646854164e-7,2.9692410082986834e-7,0,1.4362946746788574e-6,32196,lvrc,0,10,5,0,0,5,male_lvrc,South West England
10,male,3.9998045694388457e-7,4.1603975162844933e-7,0,1.97354210257453e-6,30660,lvrc,0,50,10,0,0,5,male_lvrc,South West England
11,male,3.9998045694388457e-7,4.1603975162844933e-7,0,1.97354210257453e-6,30660,lvrc,0,50,10,0,0,5,male_lvrc,South West England
12,male,3.9998045694388457e-7,4.1603975162844933e-7,0,1.97354210257453e-6,30660,lvrc,0,50,10,0,0,5,male_lvrc,South West England
13,male,3.9998045694388457e-7,4.1603975162844933e-7,0,1.97354210257453e-6,30660,lvrc,0,50,10,0,0,5,male_lvrc,South West England
14,male,3.9998045694388457e-7,4.1603975162844933e-7,0,1.97354210257453e-6,30660,lvrc,0,50,10,0,0,5,male_lvrc,South West England
15,male,5.637318215065693e-7,7.139587283231023e-7,0,3.380106191254128e-6,31440,lvrc,0,50,15,0,0,5,male_lvrc,South West England
16,male,5.637318215065693e-7,7.139587283231023e-7,0,3.380106191254128e-6,31440,lvrc,0,50,15,0,0,5,male_lvrc,South West England
17,male,5.637318215065693e-7,7.139587283231023e-7,0,3.380106191254128e-6,31440,lvrc,0,50,15,0,0,5,male_lvrc,South West England
18,male,5.637318215065693e-7,7.139587283231023e-7,0,3.380106191254128e-6,31440,lvrc,0,50,15,0,0,5,male_lvrc,South West England
19,male,5.637318215065693e-7,7.139587283231023e-7,0,3.380106191254128e-6,31440,lvrc,0,50,15,0,0,5,male_lvrc,South West England
20,male,1.0754865723892336e-6,1.4423720927163609e-6,0,6.856284571158319e-6,33791,lvrc,0,50,20,0,0,5,male_lvrc,South West England
21,male,1.0754865723892336e-6,1.4423720927163609e-6,0,6.856284571158319e-6,33791,lvrc,0,50,20,0,0,5,male_lvrc,South West England
22,male,1.0754865723892336e-6,1.4423720927163609e-6,0,6.856284571158319e-6,33791,lvrc,0,50,20,0,0,5,male_lvrc,South West England
23,male,1.0754865723892336e-6,1.4423720927163609e-6,0,6.856284571158319e-6,33791,lvrc,0,50,20,0,0,5,male_lvrc,South West England
