age,sex,mort,ylds (years lived with disability)_rate_utrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,8045,utrc,0,10,0,0,0,5,female_utrc,sheffield
1,female,0,0,0,1e-8,8045,utrc,0,10,0,0,0,5,female_utrc,sheffield
2,female,0,0,0,1e-8,8045,utrc,0,10,0,0,0,5,female_utrc,sheffield
3,female,0,0,0,1e-8,8045,utrc,0,10,0,0,0,5,female_utrc,sheffield
4,female,0,0,0,1e-8,8045,utrc,0,10,0,0,0,5,female_utrc,sheffield
5,female,0,0,0,1e-8,8585,utrc,0,10,5,0,0,5,female_utrc,sheffield
6,female,0,0,0,1e-8,8585,utrc,0,10,5,0,0,5,female_utrc,sheffield
7,female,0,0,0,1e-8,8585,utrc,0,10,5,0,0,5,female_utrc,sheffield
8,female,0,0,0,1e-8,8585,utrc,0,10,5,0,0,5,female_utrc,sheffield
9,female,0,0,0,1e-8,8585,utrc,0,10,5,0,0,5,female_utrc,sheffield
10,female,0,0,0,1e-8,7873,utrc,0,50,10,0,0,5,female_utrc,sheffield
11,female,0,0,0,1e-8,7873,utrc,0,50,10,0,0,5,female_utrc,sheffield
12,female,0,0,0,1e-8,7873,utrc,0,50,10,0,0,5,female_utrc,sheffield
13,female,0,0,0,1e-8,7873,utrc,0,50,10,0,0,5,female_utrc,sheffield
14,female,0,0,0,1e-8,7873,utrc,0,50,10,0,0,5,female_utrc,sheffield
15,female,7.941944228207912e-8,7.415589847888037e-7,1.106162469498875e-5,1.292995535371428e-6,8150,utrc,0,50,15,0,0,5,female_utrc,sheffield
16,female,7.941944228207912e-8,7.415589847888037e-7,1.106162469498875e-5,1.292995535371428e-6,8150,utrc,0,50,15,0,0,5,female_utrc,sheffield
17,female,7.941944228207912e-8,7.415589847888037e-7,1.106162469498875e-5,1.292995535371428e-6,8150,utrc,0,50,15,0,0,5,female_utrc,sheffield
18,female,7.941944228207912e-8,7.415589847888037e-7,1.106162469498875e-5,1.292995535371428e-6,8150,utrc,0,50,15,0,0,5,female_utrc,sheffield
19,female,7.941944228207912e-8,7.415589847888037e-7,1.106162469498875e-5,1.292995535371428e-6,8150,utrc,0,50,15,0,0,5,female_utrc,sheffield
20,female,1.8943924803289265e-7,2.0434045473799585e-6,3.0491842233742343e-5,3.5565763082476047e-6,9912,utrc,0,50,20,0,0,5,female_utrc,sheffield
21,female,1.8943924803289265e-7,2.0434045473799585e-6,3.0491842233742343e-5,3.5565763082476047e-6,9912,utrc,0,50,20,0,0,5,female_utrc,sheffield
22,female,1.8943924803289265e-7,2.0434045473799585e-6,3.0491842233742343e-5,3.5565763082476047e-6,9912,utrc,0,50,20,0,0,5,female_utrc,sheffield
