age,sex,mort,ylds (years lived with disability)_rate_brsc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,11031,brsc,0,10,0,0,0,5,male_brsc,northeast
1,male,0,0,0,1e-8,11031,brsc,0,10,0,0,0,5,male_brsc,northeast
2,male,0,0,0,1e-8,11031,brsc,0,10,0,0,0,5,male_brsc,northeast
3,male,0,0,0,1e-8,11031,brsc,0,10,0,0,0,5,male_brsc,northeast
4,male,0,0,0,1e-8,11031,brsc,0,10,0,0,0,5,male_brsc,northeast
5,male,0,0,0,1e-8,11606,brsc,0,10,5,0,0,5,male_brsc,northeast
6,male,0,0,0,1e-8,11606,brsc,0,10,5,0,0,5,male_brsc,northeast
7,male,0,0,0,1e-8,11606,brsc,0,10,5,0,0,5,male_brsc,northeast
8,male,0,0,0,1e-8,11606,brsc,0,10,5,0,0,5,male_brsc,northeast
9,male,0,0,0,1e-8,11606,brsc,0,10,5,0,0,5,male_brsc,northeast
10,male,0,0,0,1e-8,10759,brsc,0,50,10,0,0,5,male_brsc,northeast
11,male,0,0,0,1e-8,10759,brsc,0,50,10,0,0,5,male_brsc,northeast
12,male,0,0,0,1e-8,10759,brsc,0,50,10,0,0,5,male_brsc,northeast
13,male,0,0,0,1e-8,10759,brsc,0,50,10,0,0,5,male_brsc,northeast
14,male,0,0,0,1e-8,10759,brsc,0,50,10,0,0,5,male_brsc,northeast
15,male,9.464143473805466e-8,5.341764153642918e-7,5.7317396683539005e-6,6.406653783339944e-7,11180,brsc,0,50,15,0,0,5,male_brsc,northeast
16,male,9.464143473805466e-8,5.341764153642918e-7,5.7317396683539005e-6,6.406653783339944e-7,11180,brsc,0,50,15,0,0,5,male_brsc,northeast
17,male,9.464143473805466e-8,5.341764153642918e-7,5.7317396683539005e-6,6.406653783339944e-7,11180,brsc,0,50,15,0,0,5,male_brsc,northeast
18,male,9.464143473805466e-8,5.341764153642918e-7,5.7317396683539005e-6,6.406653783339944e-7,11180,brsc,0,50,15,0,0,5,male_brsc,northeast
19,male,9.464143473805466e-8,5.341764153642918e-7,5.7317396683539005e-6,6.406653783339944e-7,11180,brsc,0,50,15,0,0,5,male_brsc,northeast
20,male,9.773235089234616e-8,6.921991409149165e-7,8.026408843441873e-6,7.735858286788417e-7,13061,brsc,0,50,20,0,0,5,male_brsc,northeast
21,male,9.773235089234616e-8,6.921991409149165e-7,8.026408843441873e-6,7.735858286788417e-7,13061,brsc,0,50,20,0,0,5,male_brsc,northeast
22,male,9.773235089234616e-8,6.921991409149165e-7,8.026408843441873e-6,7.735858286788417e-7,13061,brsc,0,50,20,0,0,5,male_brsc,northeast
23,male,9.773235089234616e-8,6.921991409149165e-7,8.026408843441873e-6,7.735858286788417e-7,13061,brsc,0,50,20,0,0,5,male_brsc,northeast
24,male,9.773235089234616e-8,6.921991409149165e-7,8.026408843441873e-6,7.735858286788417e-7,13061,brsc,0,50,20,0,0,5,male_brsc,northeast
25,male,1.3917878006900801e-7,1.1123812941607205e-6,1.2777774931639593e-5,1.2566928819695038e-6,14017,brsc,0,50,25,0,0,5,male_brsc,northeast
26,male,1.3917878006900801e-7,1.1123812941607205e-6,1.2777774931639593e-5,1.2566928819695038e-6,14017,brsc,0,50,25,0,0,5,male_brsc,northeast
27,male,1.3917878006900801e-7,1.1123812941607205e-6,1.2777774931639593e-5,1.2566928819695038e-6,14017,brsc,0,50,25,0,0,5,male_brsc,northeast
