age,sex,mort,ylds (years lived with disability)_rate_stmc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,185455,stmc,0,10,0,0,0,5,female_stmc,Greater London
1,female,0,0,0,1e-8,185455,stmc,0,10,0,0,0,5,female_stmc,Greater London
2,female,0,0,0,1e-8,185455,stmc,0,10,0,0,0,5,female_stmc,Greater London
3,female,0,0,0,1e-8,185455,stmc,0,10,0,0,0,5,female_stmc,Greater London
4,female,0,0,0,1e-8,185455,stmc,0,10,0,0,0,5,female_stmc,Greater London
5,female,0,0,0,1e-8,175468,stmc,0,10,5,0,0,5,female_stmc,Greater London
6,female,0,0,0,1e-8,175468,stmc,0,10,5,0,0,5,female_stmc,Greater London
7,female,0,0,0,1e-8,175468,stmc,0,10,5,0,0,5,female_stmc,Greater London
8,female,0,0,0,1e-8,175468,stmc,0,10,5,0,0,5,female_stmc,Greater London
9,female,0,0,0,1e-8,175468,stmc,0,10,5,0,0,5,female_stmc,Greater London
10,female,0,0,0,1e-8,150695,stmc,0,50,10,0,0,5,female_stmc,Greater London
11,female,0,0,0,1e-8,150695,stmc,0,50,10,0,0,5,female_stmc,Greater London
12,female,0,0,0,1e-8,150695,stmc,0,50,10,0,0,5,female_stmc,Greater London
13,female,0,0,0,1e-8,150695,stmc,0,50,10,0,0,5,female_stmc,Greater London
14,female,0,0,0,1e-8,150695,stmc,0,50,10,0,0,5,female_stmc,Greater London
15,female,1.0713669619630463e-7,1.207408308941076e-7,1.1602464769469542e-6,3.343114175837054e-7,141648,stmc,0,50,15,0,0,5,female_stmc,Greater London
16,female,1.0713669619630463e-7,1.207408308941076e-7,1.1602464769469542e-6,3.343114175837054e-7,141648,stmc,0,50,15,0,0,5,female_stmc,Greater London
17,female,1.0713669619630463e-7,1.207408308941076e-7,1.1602464769469542e-6,3.343114175837054e-7,141648,stmc,0,50,15,0,0,5,female_stmc,Greater London
18,female,1.0713669619630463e-7,1.207408308941076e-7,1.1602464769469542e-6,3.343114175837054e-7,141648,stmc,0,50,15,0,0,5,female_stmc,Greater London
19,female,1.0713669619630463e-7,1.207408308941076e-7,1.1602464769469542e-6,3.343114175837054e-7,141648,stmc,0,50,15,0,0,5,female_stmc,Greater London
20,female,3.4472825504491166e-7,4.2719882055000265e-7,4.201037704224313e-6,1.1581258363536279e-6,182368,stmc,0,50,20,0,0,5,female_stmc,Greater London
21,female,3.4472825504491166e-7,4.2719882055000265e-7,4.201037704224313e-6,1.1581258363536279e-6,182368,stmc,0,50,20,0,0,5,female_stmc,Greater London
22,female,3.4472825504491166e-7,4.2719882055000265e-7,4.201037704224313e-6,1.1581258363536279e-6,182368,stmc,0,50,20,0,0,5,female_stmc,Greater London
23,female,3.4472825504491166e-7,4.2719882055000265e-7,4.201037704224313e-6,1.1581258363536279e-6,182368,stmc,0,50,20,0,0,5,female_stmc,Greater London
24,female,3.4472825504491166e-7,4.2719882055000265e-7,4.201037704224313e-6,1.1581258363536279e-6,182368,stmc,0,50,20,0,0,5,female_stmc,Greater London
