age,sex,mort,ylds (years lived with disability)_rate_iscs,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,7.833323151556079e-7,2.9560534220912426e-5,2.0620713550818586e-4,8.375145034522786e-5,14830,iscs,0,10,0,0,0,5,female_iscs,leeds
1,female,7.833323151556079e-7,2.9560534220912426e-5,2.0620713550818586e-4,8.375145034522786e-5,14830,iscs,0,10,0,0,0,5,female_iscs,leeds
2,female,7.833323151556079e-7,2.9560534220912426e-5,2.0620713550818586e-4,8.375145034522786e-5,14830,iscs,0,10,0,0,0,5,female_iscs,leeds
3,female,7.833323151556079e-7,2.9560534220912426e-5,2.0620713550818586e-4,8.375145034522786e-5,14830,iscs,0,10,0,0,0,5,female_iscs,leeds
4,female,7.833323151556079e-7,2.9560534220912426e-5,2.0620713550818586e-4,8.375145034522786e-5,14830,iscs,0,10,0,0,0,5,female_iscs,leeds
5,female,1.0017227088332827e-7,7.374305685923627e-5,5.242617243947992e-4,3.682148563913485e-5,15480,iscs,0,10,5,0,0,5,female_iscs,leeds
6,female,1.0017227088332827e-7,7.374305685923627e-5,5.242617243947992e-4,3.682148563913485e-5,15480,iscs,0,10,5,0,0,5,female_iscs,leeds
7,female,1.0017227088332827e-7,7.374305685923627e-5,5.242617243947992e-4,3.682148563913485e-5,15480,iscs,0,10,5,0,0,5,female_iscs,leeds
8,female,1.0017227088332827e-7,7.374305685923627e-5,5.242617243947992e-4,3.682148563913485e-5,15480,iscs,0,10,5,0,0,5,female_iscs,leeds
9,female,1.0017227088332827e-7,7.374305685923627e-5,5.242617243947992e-4,3.682148563913485e-5,15480,iscs,0,10,5,0,0,5,female_iscs,leeds
10,female,1.0597776335654328e-7,1.0974126530529601e-4,7.882344197335284e-4,3.322781569786065e-5,14032,iscs,0,50,10,0,0,5,female_iscs,leeds
11,female,1.0597776335654328e-7,1.0974126530529601e-4,7.882344197335284e-4,3.322781569786065e-5,14032,iscs,0,50,10,0,0,5,female_iscs,leeds
12,female,1.0597776335654328e-7,1.0974126530529601e-4,7.882344197335284e-4,3.322781569786065e-5,14032,iscs,0,50,10,0,0,5,female_iscs,leeds
13,female,1.0597776335654328e-7,1.0974126530529601e-4,7.882344197335284e-4,3.322781569786065e-5,14032,iscs,0,50,10,0,0,5,female_iscs,leeds
14,female,1.0597776335654328e-7,1.0974126530529601e-4,7.882344197335284e-4,3.322781569786065e-5,14032,iscs,0,50,10,0,0,5,female_iscs,leeds
15,female,2.5783933203849055e-7,1.4320861335453912e-4,0.001034971647808389,2.9463492119998326e-5,13771,iscs,0,50,15,0,0,5,female_iscs,leeds
16,female,2.5783933203849055e-7,1.4320861335453912e-4,0.001034971647808389,2.9463492119998326e-5,13771,iscs,0,50,15,0,0,5,female_iscs,leeds
17,female,2.5783933203849055e-7,1.4320861335453912e-4,0.001034971647808389,2.9463492119998326e-5,13771,iscs,0,50,15,0,0,5,female_iscs,leeds
18,female,2.5783933203849055e-7,1.4320861335453912e-4,0.001034971647808389,2.9463492119998326e-5,13771,iscs,0,50,15,0,0,5,female_iscs,leeds
19,female,2.5783933203849055e-7,1.4320861335453912e-4,0.001034971647808389,2.9463492119998326e-5,13771,iscs,0,50,15,0,0,5,female_iscs,leeds
20,female,5.499707377617109e-7,1.7858763785092075e-4,0.0012824699350773518,3.476281145383306e-5,15636,iscs,0,50,20,0,0,5,female_iscs,leeds
21,female,5.499707377617109e-7,1.7858763785092075e-4,0.0012824699350773518,3.476281145383306e-5,15636,iscs,0,50,20,0,0,5,female_iscs,leeds
22,female,5.499707377617109e-7,1.7858763785092075e-4,0.0012824699350773518,3.476281145383306e-5,15636,iscs,0,50,20,0,0,5,female_iscs,leeds
23,female,5.499707377617109e-7,1.7858763785092075e-4,0.0012824699350773518,3.476281145383306e-5,15636,iscs,0,50,20,0,0,5,female_iscs,leeds
24,female,5.499707377617109e-7,1.7858763785092075e-4,0.0012824699350773518,3.476281145383306e-5,15636,iscs,0,50,20,0,0,5,female_iscs,leeds
25,female,1.0322937859785774e-6,2.0976854007408586e-4,0.0015867697040995252,4.912607860391441e-5,17527,iscs,0,50,25,0,0,5,female_iscs,leeds
26,female,1.0322937859785774e-6,2.0976854007408586e-4,0.0015867697040995252,4.912607860391441e-5,17527,iscs,0,50,25,0,0,5,female_iscs,leeds
27,female,1.0322937859785774e-6,2.0976854007408586e-4,0.0015867697040995252,4.912607860391441e-5,17527,iscs,0,50,25,0,0,5,female_iscs,leeds
28,female,1.0322937859785774e-6,2.0976854007408586e-4,0.0015867697040995252,4.912607860391441e-5,17527,iscs,0,50,25,0,0,5,female_iscs,leeds
29,female,1.0322937859785774e-6,2.0976854007408586e-4,0.0015867697040995252,4.912607860391441e-5,17527,iscs,0,50,25,0,0,5,female_iscs,leeds
30,female,1.3143524862774652e-6,2.65843072977719e-4,0.00201651369382409,8.659863942938184e-5,16803,iscs,0,50,30,0,0,5,female_iscs,leeds
