age,sex,mort,ylds (years lived with disability)_rate_dmt2,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,30524,dmt2,0,10,0,0,0,5,male_dmt2,South West England
1,male,0,0,0,1e-8,30524,dmt2,0,10,0,0,0,5,male_dmt2,South West England
2,male,0,0,0,1e-8,30524,dmt2,0,10,0,0,0,5,male_dmt2,South West England
3,male,0,0,0,1e-8,30524,dmt2,0,10,0,0,0,5,male_dmt2,South West England
4,male,0,0,0,1e-8,30524,dmt2,0,10,0,0,0,5,male_dmt2,South West England
5,male,0,0,0,1e-8,32196,dmt2,0,10,5,0,0,5,male_dmt2,South West England
6,male,0,0,0,1e-8,32196,dmt2,0,10,5,0,0,5,male_dmt2,South West England
7,male,0,0,0,1e-8,32196,dmt2,0,10,5,0,0,5,male_dmt2,South West England
8,male,0,0,0,1e-8,32196,dmt2,0,10,5,0,0,5,male_dmt2,South West England
9,male,0,0,0,1e-8,32196,dmt2,0,10,5,0,0,5,male_dmt2,South West England
10,male,0,3.980407439916676e-5,8.00987729456782e-4,7.131077996091792e-4,30660,dmt2,0,50,10,0,0,5,male_dmt2,South West England
11,male,0,3.980407439916676e-5,8.00987729456782e-4,7.131077996091792e-4,30660,dmt2,0,50,10,0,0,5,male_dmt2,South West England
12,male,0,3.980407439916676e-5,8.00987729456782e-4,7.131077996091792e-4,30660,dmt2,0,50,10,0,0,5,male_dmt2,South West England
13,male,0,3.980407439916676e-5,8.00987729456782e-4,7.131077996091792e-4,30660,dmt2,0,50,10,0,0,5,male_dmt2,South West England
14,male,0,3.980407439916676e-5,8.00987729456782e-4,7.131077996091792e-4,30660,dmt2,0,50,10,0,0,5,male_dmt2,South West England
15,male,8.374680580476424e-8,5.061813832445603e-4,0.009648117367459198,0.0030297374572699548,31440,dmt2,0,50,15,0,0,5,male_dmt2,South West England
16,male,8.374680580476424e-8,5.061813832445603e-4,0.009648117367459198,0.0030297374572699548,31440,dmt2,0,50,15,0,0,5,male_dmt2,South West England
17,male,8.374680580476424e-8,5.061813832445603e-4,0.009648117367459198,0.0030297374572699548,31440,dmt2,0,50,15,0,0,5,male_dmt2,South West England
18,male,8.374680580476424e-8,5.061813832445603e-4,0.009648117367459198,0.0030297374572699548,31440,dmt2,0,50,15,0,0,5,male_dmt2,South West England
19,male,8.374680580476424e-8,5.061813832445603e-4,0.009648117367459198,0.0030297374572699548,31440,dmt2,0,50,15,0,0,5,male_dmt2,South West England
20,male,2.0415116374536474e-7,0.001519091908088291,0.02724151359589109,0.0032284802618925924,33791,dmt2,0,50,20,1,0,5,male_dmt2,South West England
21,male,2.0415116374536474e-7,0.001519091908088291,0.02724151359589109,0.0032284802618925924,33791,dmt2,0,50,20,1,0,5,male_dmt2,South West England
22,male,2.0415116374536474e-7,0.001519091908088291,0.02724151359589109,0.0032284802618925924,33791,dmt2,0,50,20,1,0,5,male_dmt2,South West England
23,male,2.0415116374536474e-7,0.001519091908088291,0.02724151359589109,0.0032284802618925924,33791,dmt2,0,50,20,1,0,5,male_dmt2,South West England
24,male,2.0415116374536474e-7,0.001519091908088291,0.02724151359589109,0.0032284802618925924,33791,dmt2,0,50,20,1,0,5,male_dmt2,South West England
