age,sex,mort,ylds (years lived with disability)_rate_iscs,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,6.195600579098885e-7,2.628938893043568e-5,1.8429129661551568e-4,6.634896795875146e-5,14431,iscs,0,10,0,0,0,5,female_iscs,North East England
1,female,6.195600579098885e-7,2.628938893043568e-5,1.8429129661551568e-4,6.634896795875146e-5,14431,iscs,0,10,0,0,0,5,female_iscs,North East England
2,female,6.195600579098885e-7,2.628938893043568e-5,1.8429129661551568e-4,6.634896795875146e-5,14431,iscs,0,10,0,0,0,5,female_iscs,North East England
3,female,6.195600579098885e-7,2.628938893043568e-5,1.8429129661551568e-4,6.634896795875146e-5,14431,iscs,0,10,0,0,0,5,female_iscs,North East England
4,female,6.195600579098885e-7,2.628938893043568e-5,1.8429129661551568e-4,6.634896795875146e-5,14431,iscs,0,10,0,0,0,5,female_iscs,North East England
5,female,7.38232392766787e-8,6.846322113523451e-5,4.86599942895188e-4,3.6926640769189084e-5,15200,iscs,0,10,5,0,0,5,female_iscs,North East England
6,female,7.38232392766787e-8,6.846322113523451e-5,4.86599942895188e-4,3.6926640769189084e-5,15200,iscs,0,10,5,0,0,5,female_iscs,North East England
7,female,7.38232392766787e-8,6.846322113523451e-5,4.86599942895188e-4,3.6926640769189084e-5,15200,iscs,0,10,5,0,0,5,female_iscs,North East England
8,female,7.38232392766787e-8,6.846322113523451e-5,4.86599942895188e-4,3.6926640769189084e-5,15200,iscs,0,10,5,0,0,5,female_iscs,North East England
9,female,7.38232392766787e-8,6.846322113523451e-5,4.86599942895188e-4,3.6926640769189084e-5,15200,iscs,0,10,5,0,0,5,female_iscs,North East England
10,female,9.766573485713393e-8,1.0435334846056582e-4,7.430781279255765e-4,3.364748319249636e-5,14104,iscs,0,50,10,0,0,5,female_iscs,North East England
11,female,9.766573485713393e-8,1.0435334846056582e-4,7.430781279255765e-4,3.364748319249636e-5,14104,iscs,0,50,10,0,0,5,female_iscs,North East England
12,female,9.766573485713393e-8,1.0435334846056582e-4,7.430781279255765e-4,3.364748319249636e-5,14104,iscs,0,50,10,0,0,5,female_iscs,North East England
13,female,9.766573485713393e-8,1.0435334846056582e-4,7.430781279255765e-4,3.364748319249636e-5,14104,iscs,0,50,10,0,0,5,female_iscs,North East England
14,female,9.766573485713393e-8,1.0435334846056582e-4,7.430781279255765e-4,3.364748319249636e-5,14104,iscs,0,50,10,0,0,5,female_iscs,North East England
15,female,2.991053109042948e-7,1.3640668646462974e-4,9.86642759124632e-4,3.0357046527391228e-5,14531,iscs,0,50,15,0,0,5,female_iscs,North East England
16,female,2.991053109042948e-7,1.3640668646462974e-4,9.86642759124632e-4,3.0357046527391228e-5,14531,iscs,0,50,15,0,0,5,female_iscs,North East England
17,female,2.991053109042948e-7,1.3640668646462974e-4,9.86642759124632e-4,3.0357046527391228e-5,14531,iscs,0,50,15,0,0,5,female_iscs,North East England
18,female,2.991053109042948e-7,1.3640668646462974e-4,9.86642759124632e-4,3.0357046527391228e-5,14531,iscs,0,50,15,0,0,5,female_iscs,North East England
19,female,2.991053109042948e-7,1.3640668646462974e-4,9.86642759124632e-4,3.0357046527391228e-5,14531,iscs,0,50,15,0,0,5,female_iscs,North East England
20,female,4.576328384401137e-7,1.7181175256643914e-4,0.0012351308620557784,3.566479100720137e-5,16711,iscs,0,50,20,0,0,5,female_iscs,North East England
21,female,4.576328384401137e-7,1.7181175256643914e-4,0.0012351308620557784,3.566479100720137e-5,16711,iscs,0,50,20,0,0,5,female_iscs,North East England
22,female,4.576328384401137e-7,1.7181175256643914e-4,0.0012351308620557784,3.566479100720137e-5,16711,iscs,0,50,20,0,0,5,female_iscs,North East England
23,female,4.576328384401137e-7,1.7181175256643914e-4,0.0012351308620557784,3.566479100720137e-5,16711,iscs,0,50,20,0,0,5,female_iscs,North East England
24,female,4.576328384401137e-7,1.7181175256643914e-4,0.0012351308620557784,3.566479100720137e-5,16711,iscs,0,50,20,0,0,5,female_iscs,North East England
25,female,1.317308531382064e-6,2.044075119999357e-4,0.0015340284345534212,4.962727683778237e-5,18190,iscs,0,50,25,0,0,5,female_iscs,North East England
26,female,1.317308531382064e-6,2.044075119999357e-4,0.0015340284345534212,4.962727683778237e-5,18190,iscs,0,50,25,0,0,5,female_iscs,North East England
27,female,1.317308531382064e-6,2.044075119999357e-4,0.0015340284345534212,4.962727683778237e-5,18190,iscs,0,50,25,0,0,5,female_iscs,North East England
28,female,1.317308531382064e-6,2.044075119999357e-4,0.0015340284345534212,4.962727683778237e-5,18190,iscs,0,50,25,0,0,5,female_iscs,North East England
29,female,1.317308531382064e-6,2.044075119999357e-4,0.0015340284345534212,4.962727683778237e-5,18190,iscs,0,50,25,0,0,5,female_iscs,North East England
30,female,2.380745035071843e-6,2.555015217649374e-4,0.0019476924635844083,8.748562230520637e-5,17395,iscs,0,50,30,0,0,5,female_iscs,North East England
31,female,2.380745035071843e-6,2.555015217649374e-4,0.0019476924635844083,8.748562230520637e-5,17395,iscs,0,50,30,0,0,5,female_iscs,North East England
32,female,2.380745035071843e-6,2.555015217649374e-4,0.0019476924635844083,8.748562230520637e-5,17395,iscs,0,50,30,0,0,5,female_iscs,North East England
33,female,2.380745035071843e-6,2.555015217649374e-4,0.0019476924635844083,8.748562230520637e-5,17395,iscs,0,50,30,0,0,5,female_iscs,North East England
34,female,2.380745035071843e-6,2.555015217649374e-4,0.0019476924635844083,8.748562230520637e-5,17395,iscs,0,50,30,0,0,5,female_iscs,North East England
35,female,2.8491322435376225e-6,3.485099775672684e-4,0.002679230168123516,1.4903387519915227e-4,16305,iscs,0,50,35,0,0,5,female_iscs,North East England
36,female,2.8491322435376225e-6,3.485099775672684e-4,0.002679230168123516,1.4903387519915227e-4,16305,iscs,0,50,35,0,0,5,female_iscs,North East England
37,female,2.8491322435376225e-6,3.485099775672684e-4,0.002679230168123516,1.4903387519915227e-4,16305,iscs,0,50,35,0,0,5,female_iscs,North East England
38,female,2.8491322435376225e-6,3.485099775672684e-4,0.002679230168123516,1.4903387519915227e-4,16305,iscs,0,50,35,0,0,5,female_iscs,North East England
39,female,2.8491322435376225e-6,3.485099775672684e-4,0.002679230168123516,1.4903387519915227e-4,16305,iscs,0,50,35,0,0,5,female_iscs,North East England
40,female,4.373211938686858e-6,4.900857497164521e-4,0.0038406531231058813,2.3918509236403463e-4,15593,iscs,0,50,40,0,0,5,female_iscs,North East England
41,female,4.373211938686858e-6,4.900857497164521e-4,0.0038406531231058813,2.3918509236403463e-4,15593,iscs,0,50,40,0,0,5,female_iscs,North East England
42,female,4.373211938686858e-6,4.900857497164521e-4,0.0038406531231058813,2.3918509236403463e-4,15593,iscs,0,50,40,0,0,5,female_iscs,North East England
43,female,4.373211938686858e-6,4.900857497164521e-4,0.0038406531231058813,2.3918509236403463e-4,15593,iscs,0,50,40,0,0,5,female_iscs,North East England
44,female,4.373211938686858e-6,4.900857497164521e-4,0.0038406531231058813,2.3918509236403463e-4,15593,iscs,0,50,40,0,0,5,female_iscs,North East England
45,female,1.0456426684142441e-5,7.129391545798177e-4,0.005678570609973869,3.5798557654187154e-4,18557,iscs,0,50,45,0,0,5,female_iscs,North East England
46,female,1.0456426684142441e-5,7.129391545798177e-4,0.005678570609973869,3.5798557654187154e-4,18557,iscs,0,50,45,0,0,5,female_iscs,North East England
47,female,1.0456426684142441e-5,7.129391545798177e-4,0.005678570609973869,3.5798557654187154e-4,18557,iscs,0,50,45,0,0,5,female_iscs,North East England
48,female,1.0456426684142441e-5,7.129391545798177e-4,0.005678570609973869,3.5798557654187154e-4,18557,iscs,0,50,45,0,0,5,female_iscs,North East England
49,female,1.0456426684142441e-5,7.129391545798177e-4,0.005678570609973869,3.5798557654187154e-4,18557,iscs,0,50,45,0,0,5,female_iscs,North East England
50,female,1.3113100559418556e-5,0.001064703970067199,0.00836461806954898,5.529344538129355e-4,19845,iscs,0,50,50,0,0,5,female_iscs,North East England
51,female,1.3113100559418556e-5,0.001064703970067199,0.00836461806954898,5.529344538129355e-4,19845,iscs,0,50,50,0,0,5,female_iscs,North East England
52,female,1.3113100559418556e-5,0.001064703970067199,0.00836461806954898,5.529344538129355e-4,19845,iscs,0,50,50,0,0,5,female_iscs,North East England
53,female,1.3113100559418556e-5,0.001064703970067199,0.00836461806954898,5.529344538129355e-4,19845,iscs,0,50,50,0,0,5,female_iscs,North East England
