age,sex,mort,ylds (years lived with disability)_rate_tbalc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,185455,tbalc,0,10,0,0,0,5,female_tbalc,Greater London
1,female,0,0,0,1e-8,185455,tbalc,0,10,0,0,0,5,female_tbalc,Greater London
2,female,0,0,0,1e-8,185455,tbalc,0,10,0,0,0,5,female_tbalc,Greater London
3,female,0,0,0,1e-8,185455,tbalc,0,10,0,0,0,5,female_tbalc,Greater London
4,female,0,0,0,1e-8,185455,tbalc,0,10,0,0,0,5,female_tbalc,Greater London
5,female,0,0,0,1e-8,175468,tbalc,0,10,5,0,0,5,female_tbalc,Greater London
6,female,0,0,0,1e-8,175468,tbalc,0,10,5,0,0,5,female_tbalc,Greater London
7,female,0,0,0,1e-8,175468,tbalc,0,10,5,0,0,5,female_tbalc,Greater London
8,female,0,0,0,1e-8,175468,tbalc,0,10,5,0,0,5,female_tbalc,Greater London
9,female,0,0,0,1e-8,175468,tbalc,0,10,5,0,0,5,female_tbalc,Greater London
10,female,0,0,0,1e-8,150695,tbalc,0,50,10,0,0,5,female_tbalc,Greater London
11,female,0,0,0,1e-8,150695,tbalc,0,50,10,0,0,5,female_tbalc,Greater London
12,female,0,0,0,1e-8,150695,tbalc,0,50,10,0,0,5,female_tbalc,Greater London
13,female,0,0,0,1e-8,150695,tbalc,0,50,10,0,0,5,female_tbalc,Greater London
14,female,0,0,0,1e-8,150695,tbalc,0,50,10,0,0,5,female_tbalc,Greater London
15,female,2.535848678476345e-7,1.0655368003967858e-7,6.187947637253805e-7,3.774180576304215e-7,141648,tbalc,0,50,15,0,0,5,female_tbalc,Greater London
16,female,2.535848678476345e-7,1.0655368003967858e-7,6.187947637253805e-7,3.774180576304215e-7,141648,tbalc,0,50,15,0,0,5,female_tbalc,Greater London
17,female,2.535848678476345e-7,1.0655368003967858e-7,6.187947637253805e-7,3.774180576304215e-7,141648,tbalc,0,50,15,0,0,5,female_tbalc,Greater London
18,female,2.535848678476345e-7,1.0655368003967858e-7,6.187947637253805e-7,3.774180576304215e-7,141648,tbalc,0,50,15,0,0,5,female_tbalc,Greater London
19,female,2.535848678476345e-7,1.0655368003967858e-7,6.187947637253805e-7,3.774180576304215e-7,141648,tbalc,0,50,15,0,0,5,female_tbalc,Greater London
20,female,5.072695587958062e-7,2.573959579062941e-7,1.6344142554433262e-6,8.773541550065984e-7,182368,tbalc,0,50,20,0,0,5,female_tbalc,Greater London
