age,sex,mort,ylds (years lived with disability)_rate_crdd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,9.570890930110416e-6,7.148555260890603e-5,5.574925350234439e-4,2.7613592478794235e-4,6980,crdd,0,10,0,0,0,5,male_crdd,bristol
1,male,9.570890930110416e-6,7.148555260890603e-5,5.574925350234439e-4,2.7613592478794235e-4,6980,crdd,0,10,0,0,0,5,male_crdd,bristol
2,male,9.570890930110416e-6,7.148555260890603e-5,5.574925350234439e-4,2.7613592478794235e-4,6980,crdd,0,10,0,0,0,5,male_crdd,bristol
3,male,9.570890930110416e-6,7.148555260890603e-5,5.574925350234439e-4,2.7613592478794235e-4,6980,crdd,0,10,0,0,0,5,male_crdd,bristol
4,male,9.570890930110416e-6,7.148555260890603e-5,5.574925350234439e-4,2.7613592478794235e-4,6980,crdd,0,10,0,0,0,5,male_crdd,bristol
5,male,1.6462847987392744e-6,1.7053983225095884e-4,0.001579747347246022,2.2358937972041289e-4,6917,crdd,0,10,5,0,0,5,male_crdd,bristol
6,male,1.6462847987392744e-6,1.7053983225095884e-4,0.001579747347246022,2.2358937972041289e-4,6917,crdd,0,10,5,0,0,5,male_crdd,bristol
7,male,1.6462847987392744e-6,1.7053983225095884e-4,0.001579747347246022,2.2358937972041289e-4,6917,crdd,0,10,5,0,0,5,male_crdd,bristol
8,male,1.6462847987392744e-6,1.7053983225095884e-4,0.001579747347246022,2.2358937972041289e-4,6917,crdd,0,10,5,0,0,5,male_crdd,bristol
9,male,1.6462847987392744e-6,1.7053983225095884e-4,0.001579747347246022,2.2358937972041289e-4,6917,crdd,0,10,5,0,0,5,male_crdd,bristol
10,male,3.6209198413084113e-6,1.6605644750030465e-4,0.0010840098793300345,2.3087362599022906e-4,6234,crdd,0,50,10,0,0,5,male_crdd,bristol
11,male,3.6209198413084113e-6,1.6605644750030465e-4,0.0010840098793300345,2.3087362599022906e-4,6234,crdd,0,50,10,0,0,5,male_crdd,bristol
12,male,3.6209198413084113e-6,1.6605644750030465e-4,0.0010840098793300345,2.3087362599022906e-4,6234,crdd,0,50,10,0,0,5,male_crdd,bristol
13,male,3.6209198413084113e-6,1.6605644750030465e-4,0.0010840098793300345,2.3087362599022906e-4,6234,crdd,0,50,10,0,0,5,male_crdd,bristol
14,male,3.6209198413084113e-6,1.6605644750030465e-4,0.0010840098793300345,2.3087362599022906e-4,6234,crdd,0,50,10,0,0,5,male_crdd,bristol
15,male,8.65840231014249e-6,2.4796370853006207e-4,0.001975375992871611,3.738552315113675e-4,6436,crdd,0,50,15,0,0,5,male_crdd,bristol
16,male,8.65840231014249e-6,2.4796370853006207e-4,0.001975375992871611,3.738552315113675e-4,6436,crdd,0,50,15,0,0,5,male_crdd,bristol
17,male,8.65840231014249e-6,2.4796370853006207e-4,0.001975375992871611,3.738552315113675e-4,6436,crdd,0,50,15,0,0,5,male_crdd,bristol
18,male,8.65840231014249e-6,2.4796370853006207e-4,0.001975375992871611,3.738552315113675e-4,6436,crdd,0,50,15,0,0,5,male_crdd,bristol
19,male,8.65840231014249e-6,2.4796370853006207e-4,0.001975375992871611,3.738552315113675e-4,6436,crdd,0,50,15,0,0,5,male_crdd,bristol
20,male,1.7332872729367248e-5,3.2086984397751547e-4,0.0028772505599932614,6.926969238201873e-4,7845,crdd,0,50,20,0,0,5,male_crdd,bristol
21,male,1.7332872729367248e-5,3.2086984397751547e-4,0.0028772505599932614,6.926969238201873e-4,7845,crdd,0,50,20,0,0,5,male_crdd,bristol
22,male,1.7332872729367248e-5,3.2086984397751547e-4,0.0028772505599932614,6.926969238201873e-4,7845,crdd,0,50,20,0,0,5,male_crdd,bristol
23,male,1.7332872729367248e-5,3.2086984397751547e-4,0.0028772505599932614,6.926969238201873e-4,7845,crdd,0,50,20,0,0,5,male_crdd,bristol
24,male,1.7332872729367248e-5,3.2086984397751547e-4,0.0028772505599932614,6.926969238201873e-4,7845,crdd,0,50,20,0,0,5,male_crdd,bristol
25,male,3.19564835091543e-5,5.304474556004582e-4,0.0067443770733396835,0.0011999996059605994,9023,crdd,0,50,25,0,0,5,male_crdd,bristol
26,male,3.19564835091543e-5,5.304474556004582e-4,0.0067443770733396835,0.0011999996059605994,9023,crdd,0,50,25,0,0,5,male_crdd,bristol
27,male,3.19564835091543e-5,5.304474556004582e-4,0.0067443770733396835,0.0011999996059605994,9023,crdd,0,50,25,0,0,5,male_crdd,bristol
28,male,3.19564835091543e-5,5.304474556004582e-4,0.0067443770733396835,0.0011999996059605994,9023,crdd,0,50,25,0,0,5,male_crdd,bristol
29,male,3.19564835091543e-5,5.304474556004582e-4,0.0067443770733396835,0.0011999996059605994,9023,crdd,0,50,25,0,0,5,male_crdd,bristol
30,male,5.9819234913340046e-5,7.475666264225628e-4,0.010014819396950425,0.0021582890146666285,8448,crdd,0,50,30,1,1,5,male_crdd,bristol
31,male,5.9819234913340046e-5,7.475666264225628e-4,0.010014819396950425,0.0021582890146666285,8448,crdd,0,50,30,1,1,5,male_crdd,bristol
32,male,5.9819234913340046e-5,7.475666264225628e-4,0.010014819396950425,0.0021582890146666285,8448,crdd,0,50,30,1,1,5,male_crdd,bristol
33,male,5.9819234913340046e-5,7.475666264225628e-4,0.010014819396950425,0.0021582890146666285,8448,crdd,0,50,30,1,1,5,male_crdd,bristol
34,male,5.9819234913340046e-5,7.475666264225628e-4,0.010014819396950425,0.0021582890146666285,8448,crdd,0,50,30,1,1,5,male_crdd,bristol
35,male,1.2213112645226005e-4,0.0010691011962901441,0.0168748042408625,0.0034850428515631688,7997,crdd,0,50,35,1,1,5,male_crdd,bristol
36,male,1.2213112645226005e-4,0.0010691011962901441,0.0168748042408625,0.0034850428515631688,7997,crdd,0,50,35,1,1,5,male_crdd,bristol
37,male,1.2213112645226005e-4,0.0010691011962901441,0.0168748042408625,0.0034850428515631688,7997,crdd,0,50,35,1,1,5,male_crdd,bristol
38,male,1.2213112645226005e-4,0.0010691011962901441,0.0168748042408625,0.0034850428515631688,7997,crdd,0,50,35,1,1,5,male_crdd,bristol
39,male,1.2213112645226005e-4,0.0010691011962901441,0.0168748042408625,0.0034850428515631688,7997,crdd,0,50,35,1,1,5,male_crdd,bristol
40,male,2.9178325370281635e-4,0.0017944276779986658,0.038195235190187665,0.006987924606126902,7179,crdd,0,50,40,2,2,5,male_crdd,bristol
41,male,2.9178325370281635e-4,0.0017944276779986658,0.038195235190187665,0.006987924606126902,7179,crdd,0,50,40,2,2,5,male_crdd,bristol
42,male,2.9178325370281635e-4,0.0017944276779986658,0.038195235190187665,0.006987924606126902,7179,crdd,0,50,40,2,2,5,male_crdd,bristol
43,male,2.9178325370281635e-4,0.0017944276779986658,0.038195235190187665,0.006987924606126902,7179,crdd,0,50,40,2,2,5,male_crdd,bristol
