age,sex,mort,ylds (years lived with disability)_rate_lvrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,17920,lvrc,0,10,0,0,0,5,female_lvrc,greatermanchester
1,female,0,0,0,1e-8,17920,lvrc,0,10,0,0,0,5,female_lvrc,greatermanchester
2,female,0,0,0,1e-8,17920,lvrc,0,10,0,0,0,5,female_lvrc,greatermanchester
3,female,0,0,0,1e-8,17920,lvrc,0,10,0,0,0,5,female_lvrc,greatermanchester
4,female,0,0,0,1e-8,17920,lvrc,0,10,0,0,0,5,female_lvrc,greatermanchester
5,female,3.2260959691122155e-7,1.5042206423875833e-7,0,6.806266651351418e-7,18647,lvrc,0,10,5,0,0,5,female_lvrc,greatermanchester
6,female,3.2260959691122155e-7,1.5042206423875833e-7,0,6.806266651351418e-7,18647,lvrc,0,10,5,0,0,5,female_lvrc,greatermanchester
7,female,3.2260959691122155e-7,1.5042206423875833e-7,0,6.806266651351418e-7,18647,lvrc,0,10,5,0,0,5,female_lvrc,greatermanchester
8,female,3.2260959691122155e-7,1.5042206423875833e-7,0,6.806266651351418e-7,18647,lvrc,0,10,5,0,0,5,female_lvrc,greatermanchester
9,female,3.2260959691122155e-7,1.5042206423875833e-7,0,6.806266651351418e-7,18647,lvrc,0,10,5,0,0,5,female_lvrc,greatermanchester
10,female,4.383343089332371e-7,1.8224213632481237e-7,0,8.081715481624448e-7,16775,lvrc,0,50,10,0,0,5,female_lvrc,greatermanchester
11,female,4.383343089332371e-7,1.8224213632481237e-7,0,8.081715481624448e-7,16775,lvrc,0,50,10,0,0,5,female_lvrc,greatermanchester
12,female,4.383343089332371e-7,1.8224213632481237e-7,0,8.081715481624448e-7,16775,lvrc,0,50,10,0,0,5,female_lvrc,greatermanchester
13,female,4.383343089332371e-7,1.8224213632481237e-7,0,8.081715481624448e-7,16775,lvrc,0,50,10,0,0,5,female_lvrc,greatermanchester
14,female,4.383343089332371e-7,1.8224213632481237e-7,0,8.081715481624448e-7,16775,lvrc,0,50,10,0,0,5,female_lvrc,greatermanchester
15,female,1.0096135351460576e-6,5.402023479775778e-7,0,2.3723117577808415e-6,16204,lvrc,0,50,15,0,0,5,female_lvrc,greatermanchester
16,female,1.0096135351460576e-6,5.402023479775778e-7,0,2.3723117577808415e-6,16204,lvrc,0,50,15,0,0,5,female_lvrc,greatermanchester
17,female,1.0096135351460576e-6,5.402023479775778e-7,0,2.3723117577808415e-6,16204,lvrc,0,50,15,0,0,5,female_lvrc,greatermanchester
18,female,1.0096135351460576e-6,5.402023479775778e-7,0,2.3723117577808415e-6,16204,lvrc,0,50,15,0,0,5,female_lvrc,greatermanchester
19,female,1.0096135351460576e-6,5.402023479775778e-7,0,2.3723117577808415e-6,16204,lvrc,0,50,15,0,0,5,female_lvrc,greatermanchester
20,female,9.702634768607027e-7,5.884892988406917e-7,0,2.6120277043253715e-6,18708,lvrc,0,50,20,0,0,5,female_lvrc,greatermanchester
21,female,9.702634768607027e-7,5.884892988406917e-7,0,2.6120277043253715e-6,18708,lvrc,0,50,20,0,0,5,female_lvrc,greatermanchester
22,female,9.702634768607027e-7,5.884892988406917e-7,0,2.6120277043253715e-6,18708,lvrc,0,50,20,0,0,5,female_lvrc,greatermanchester
23,female,9.702634768607027e-7,5.884892988406917e-7,0,2.6120277043253715e-6,18708,lvrc,0,50,20,0,0,5,female_lvrc,greatermanchester
24,female,9.702634768607027e-7,5.884892988406917e-7,0,2.6120277043253715e-6,18708,lvrc,0,50,20,0,0,5,female_lvrc,greatermanchester
25,female,1.4468205013263946e-6,8.681017950225006e-7,0,3.3568145777996783e-6,22105,lvrc,0,50,25,0,0,5,female_lvrc,greatermanchester
26,female,1.4468205013263946e-6,8.681017950225006e-7,0,3.3568145777996783e-6,22105,lvrc,0,50,25,0,0,5,female_lvrc,greatermanchester
27,female,1.4468205013263946e-6,8.681017950225006e-7,0,3.3568145777996783e-6,22105,lvrc,0,50,25,0,0,5,female_lvrc,greatermanchester
28,female,1.4468205013263946e-6,8.681017950225006e-7,0,3.3568145777996783e-6,22105,lvrc,0,50,25,0,0,5,female_lvrc,greatermanchester
29,female,1.4468205013263946e-6,8.681017950225006e-7,0,3.3568145777996783e-6,22105,lvrc,0,50,25,0,0,5,female_lvrc,greatermanchester
30,female,2.663348328811785e-6,1.56260033341531e-6,0,6.0558022840773815e-6,21601,lvrc,0,50,30,0,0,5,female_lvrc,greatermanchester
31,female,2.663348328811785e-6,1.56260033341531e-6,0,6.0558022840773815e-6,21601,lvrc,0,50,30,0,0,5,female_lvrc,greatermanchester
32,female,2.663348328811785e-6,1.56260033341531e-6,0,6.0558022840773815e-6,21601,lvrc,0,50,30,0,0,5,female_lvrc,greatermanchester
33,female,2.663348328811785e-6,1.56260033341531e-6,0,6.0558022840773815e-6,21601,lvrc,0,50,30,0,0,5,female_lvrc,greatermanchester
34,female,2.663348328811785e-6,1.56260033341531e-6,0,6.0558022840773815e-6,21601,lvrc,0,50,30,0,0,5,female_lvrc,greatermanchester
35,female,4.5905706804216954e-6,2.3076959019420864e-6,0,8.55983454983492e-6,19614,lvrc,0,50,35,0,0,5,female_lvrc,greatermanchester
36,female,4.5905706804216954e-6,2.3076959019420864e-6,0,8.55983454983492e-6,19614,lvrc,0,50,35,0,0,5,female_lvrc,greatermanchester
37,female,4.5905706804216954e-6,2.3076959019420864e-6,0,8.55983454983492e-6,19614,lvrc,0,50,35,0,0,5,female_lvrc,greatermanchester
38,female,4.5905706804216954e-6,2.3076959019420864e-6,0,8.55983454983492e-6,19614,lvrc,0,50,35,0,0,5,female_lvrc,greatermanchester
39,female,4.5905706804216954e-6,2.3076959019420864e-6,0,8.55983454983492e-6,19614,lvrc,0,50,35,0,0,5,female_lvrc,greatermanchester
40,female,8.178160548204998e-6,3.9092233524854225e-6,0,1.4094535615655706e-5,17730,lvrc,0,50,40,0,0,5,female_lvrc,greatermanchester
41,female,8.178160548204998e-6,3.9092233524854225e-6,0,1.4094535615655706e-5,17730,lvrc,0,50,40,0,0,5,female_lvrc,greatermanchester
42,female,8.178160548204998e-6,3.9092233524854225e-6,0,1.4094535615655706e-5,17730,lvrc,0,50,40,0,0,5,female_lvrc,greatermanchester
43,female,8.178160548204998e-6,3.9092233524854225e-6,0,1.4094535615655706e-5,17730,lvrc,0,50,40,0,0,5,female_lvrc,greatermanchester
44,female,8.178160548204998e-6,3.9092233524854225e-6,0,1.4094535615655706e-5,17730,lvrc,0,50,40,0,0,5,female_lvrc,greatermanchester
45,female,1.586231736753219e-5,5.4742201119017545e-6,0,2.1204386674831757e-5,19811,lvrc,0,50,45,0,0,5,female_lvrc,greatermanchester
46,female,1.586231736753219e-5,5.4742201119017545e-6,0,2.1204386674831757e-5,19811,lvrc,0,50,45,0,0,5,female_lvrc,greatermanchester
47,female,1.586231736753219e-5,5.4742201119017545e-6,0,2.1204386674831757e-5,19811,lvrc,0,50,45,0,0,5,female_lvrc,greatermanchester
48,female,1.586231736753219e-5,5.4742201119017545e-6,0,2.1204386674831757e-5,19811,lvrc,0,50,45,0,0,5,female_lvrc,greatermanchester
49,female,1.586231736753219e-5,5.4742201119017545e-6,0,2.1204386674831757e-5,19811,lvrc,0,50,45,0,0,5,female_lvrc,greatermanchester
50,female,3.2418461610056786e-5,1.055013058657484e-5,0,4.118796312183416e-5,19394,lvrc,0,50,50,0,1,5,female_lvrc,greatermanchester
51,female,3.2418461610056786e-5,1.055013058657484e-5,0,4.118796312183416e-5,19394,lvrc,0,50,50,0,1,5,female_lvrc,greatermanchester
52,female,3.2418461610056786e-5,1.055013058657484e-5,0,4.118796312183416e-5,19394,lvrc,0,50,50,0,1,5,female_lvrc,greatermanchester
53,female,3.2418461610056786e-5,1.055013058657484e-5,0,4.118796312183416e-5,19394,lvrc,0,50,50,0,1,5,female_lvrc,greatermanchester
54,female,3.2418461610056786e-5,1.055013058657484e-5,0,4.118796312183416e-5,19394,lvrc,0,50,50,0,1,5,female_lvrc,greatermanchester
55,female,5.721066587142435e-5,1.7172594360782356e-5,0,6.843323755596927e-5,16604,lvrc,0,50,55,0,1,5,female_lvrc,greatermanchester
56,female,5.721066587142435e-5,1.7172594360782356e-5,0,6.843323755596927e-5,16604,lvrc,0,50,55,0,1,5,female_lvrc,greatermanchester
57,female,5.721066587142435e-5,1.7172594360782356e-5,0,6.843323755596927e-5,16604,lvrc,0,50,55,0,1,5,female_lvrc,greatermanchester
58,female,5.721066587142435e-5,1.7172594360782356e-5,0,6.843323755596927e-5,16604,lvrc,0,50,55,0,1,5,female_lvrc,greatermanchester
59,female,5.721066587142435e-5,1.7172594360782356e-5,0,6.843323755596927e-5,16604,lvrc,0,50,55,0,1,5,female_lvrc,greatermanchester
60,female,9.499777091764648e-5,2.4781414696292255e-5,0,1.0254452157729999e-4,13567,lvrc,0,50,60,0,1,5,female_lvrc,greatermanchester
61,female,9.499777091764648e-5,2.4781414696292255e-5,0,1.0254452157729999e-4,13567,lvrc,0,50,60,0,1,5,female_lvrc,greatermanchester
62,female,9.499777091764648e-5,2.4781414696292255e-5,0,1.0254452157729999e-4,13567,lvrc,0,50,60,0,1,5,female_lvrc,greatermanchester
63,female,9.499777091764648e-5,2.4781414696292255e-5,0,1.0254452157729999e-4,13567,lvrc,0,50,60,0,1,5,female_lvrc,greatermanchester
64,female,9.499777091764648e-5,2.4781414696292255e-5,0,1.0254452157729999e-4,13567,lvrc,0,50,60,0,1,5,female_lvrc,greatermanchester
65,female,1.508918253885606e-4,3.6873822676283546e-5,0,1.5618445625500103e-4,13518,lvrc,0,50,65,0,2,5,female_lvrc,greatermanchester
66,female,1.508918253885606e-4,3.6873822676283546e-5,0,1.5618445625500103e-4,13518,lvrc,0,50,65,0,2,5,female_lvrc,greatermanchester
67,female,1.508918253885606e-4,3.6873822676283546e-5,0,1.5618445625500103e-4,13518,lvrc,0,50,65,0,2,5,female_lvrc,greatermanchester
68,female,1.508918253885606e-4,3.6873822676283546e-5,0,1.5618445625500103e-4,13518,lvrc,0,50,65,0,2,5,female_lvrc,greatermanchester
69,female,1.508918253885606e-4,3.6873822676283546e-5,0,1.5618445625500103e-4,13518,lvrc,0,50,65,0,2,5,female_lvrc,greatermanchester
70,female,2.2119061679237088e-4,4.991891022054131e-5,0,2.1960226200201755e-4,11627,lvrc,0,50,70,0,3,5,female_lvrc,greatermanchester
71,female,2.2119061679237088e-4,4.991891022054131e-5,0,2.1960226200201755e-4,11627,lvrc,0,50,70,0,3,5,female_lvrc,greatermanchester
72,female,2.2119061679237088e-4,4.991891022054131e-5,0,2.1960226200201755e-4,11627,lvrc,0,50,70,0,3,5,female_lvrc,greatermanchester
73,female,2.2119061679237088e-4,4.991891022054131e-5,0,2.1960226200201755e-4,11627,lvrc,0,50,70,0,3,5,female_lvrc,greatermanchester
74,female,2.2119061679237088e-4,4.991891022054131e-5,0,2.1960226200201755e-4,11627,lvrc,0,50,70,0,3,5,female_lvrc,greatermanchester
75,female,3.3942587068037786e-4,7.297951243175745e-5,1.4408845983768556e-5,3.3080266717450325e-4,8768,lvrc,0,50,75,0,3,5,female_lvrc,greatermanchester
76,female,3.3942587068037786e-4,7.297951243175745e-5,1.4408845983768556e-5,3.3080266717450325e-4,8768,lvrc,0,50,75,0,3,5,female_lvrc,greatermanchester
77,female,3.3942587068037786e-4,7.297951243175745e-5,1.4408845983768556e-5,3.3080266717450325e-4,8768,lvrc,0,50,75,0,3,5,female_lvrc,greatermanchester
