age,sex,mort,ylds (years lived with disability)_rate_utrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,6980,utrc,0,10,0,0,0,5,male_utrc,bristol
1,male,0,0,0,1e-8,6980,utrc,0,10,0,0,0,5,male_utrc,bristol
2,male,0,0,0,1e-8,6980,utrc,0,10,0,0,0,5,male_utrc,bristol
3,male,0,0,0,1e-8,6980,utrc,0,10,0,0,0,5,male_utrc,bristol
4,male,0,0,0,1e-8,6980,utrc,0,10,0,0,0,5,male_utrc,bristol
5,male,0,0,0,1e-8,6917,utrc,0,10,5,0,0,5,male_utrc,bristol
6,male,0,0,0,1e-8,6917,utrc,0,10,5,0,0,5,male_utrc,bristol
7,male,0,0,0,1e-8,6917,utrc,0,10,5,0,0,5,male_utrc,bristol
8,male,0,0,0,1e-8,6917,utrc,0,10,5,0,0,5,male_utrc,bristol
9,male,0,0,0,1e-8,6917,utrc,0,10,5,0,0,5,male_utrc,bristol
10,male,0,0,0,1e-8,6234,utrc,0,50,10,0,0,5,male_utrc,bristol
11,male,0,0,0,1e-8,6234,utrc,0,50,10,0,0,5,male_utrc,bristol
12,male,0,0,0,1e-8,6234,utrc,0,50,10,0,0,5,male_utrc,bristol
13,male,0,0,0,1e-8,6234,utrc,0,50,10,0,0,5,male_utrc,bristol
14,male,0,0,0,1e-8,6234,utrc,0,50,10,0,0,5,male_utrc,bristol
15,male,0,0,0,1e-8,6436,utrc,0,50,15,0,0,5,male_utrc,bristol
16,male,0,0,0,1e-8,6436,utrc,0,50,15,0,0,5,male_utrc,bristol
17,male,0,0,0,1e-8,6436,utrc,0,50,15,0,0,5,male_utrc,bristol
18,male,0,0,0,1e-8,6436,utrc,0,50,15,0,0,5,male_utrc,bristol
19,male,0,0,0,1e-8,6436,utrc,0,50,15,0,0,5,male_utrc,bristol
20,male,0,0,0,1e-8,7845,utrc,0,50,20,0,0,5,male_utrc,bristol
21,male,0,0,0,1e-8,7845,utrc,0,50,20,0,0,5,male_utrc,bristol
22,male,0,0,0,1e-8,7845,utrc,0,50,20,0,0,5,male_utrc,bristol
23,male,0,0,0,1e-8,7845,utrc,0,50,20,0,0,5,male_utrc,bristol
24,male,0,0,0,1e-8,7845,utrc,0,50,20,0,0,5,male_utrc,bristol
25,male,0,0,0,1e-8,9023,utrc,0,50,25,0,0,5,male_utrc,bristol
26,male,0,0,0,1e-8,9023,utrc,0,50,25,0,0,5,male_utrc,bristol
27,male,0,0,0,1e-8,9023,utrc,0,50,25,0,0,5,male_utrc,bristol
28,male,0,0,0,1e-8,9023,utrc,0,50,25,0,0,5,male_utrc,bristol
29,male,0,0,0,1e-8,9023,utrc,0,50,25,0,0,5,male_utrc,bristol
30,male,0,0,0,1e-8,8448,utrc,0,50,30,0,0,5,male_utrc,bristol
31,male,0,0,0,1e-8,8448,utrc,0,50,30,0,0,5,male_utrc,bristol
32,male,0,0,0,1e-8,8448,utrc,0,50,30,0,0,5,male_utrc,bristol
33,male,0,0,0,1e-8,8448,utrc,0,50,30,0,0,5,male_utrc,bristol
34,male,0,0,0,1e-8,8448,utrc,0,50,30,0,0,5,male_utrc,bristol
35,male,0,0,0,1e-8,7997,utrc,0,50,35,0,0,5,male_utrc,bristol
36,male,0,0,0,1e-8,7997,utrc,0,50,35,0,0,5,male_utrc,bristol
37,male,0,0,0,1e-8,7997,utrc,0,50,35,0,0,5,male_utrc,bristol
38,male,0,0,0,1e-8,7997,utrc,0,50,35,0,0,5,male_utrc,bristol
39,male,0,0,0,1e-8,7997,utrc,0,50,35,0,0,5,male_utrc,bristol
40,male,0,0,0,1e-8,7179,utrc,0,50,40,0,0,5,male_utrc,bristol
41,male,0,0,0,1e-8,7179,utrc,0,50,40,0,0,5,male_utrc,bristol
42,male,0,0,0,1e-8,7179,utrc,0,50,40,0,0,5,male_utrc,bristol
43,male,0,0,0,1e-8,7179,utrc,0,50,40,0,0,5,male_utrc,bristol
44,male,0,0,0,1e-8,7179,utrc,0,50,40,0,0,5,male_utrc,bristol
45,male,0,0,0,1e-8,7628,utrc,0,50,45,0,0,5,male_utrc,bristol
46,male,0,0,0,1e-8,7628,utrc,0,50,45,0,0,5,male_utrc,bristol
47,male,0,0,0,1e-8,7628,utrc,0,50,45,0,0,5,male_utrc,bristol
48,male,0,0,0,1e-8,7628,utrc,0,50,45,0,0,5,male_utrc,bristol
49,male,0,0,0,1e-8,7628,utrc,0,50,45,0,0,5,male_utrc,bristol
50,male,0,0,0,1e-8,7605,utrc,0,50,50,0,0,5,male_utrc,bristol
51,male,0,0,0,1e-8,7605,utrc,0,50,50,0,0,5,male_utrc,bristol
52,male,0,0,0,1e-8,7605,utrc,0,50,50,0,0,5,male_utrc,bristol
53,male,0,0,0,1e-8,7605,utrc,0,50,50,0,0,5,male_utrc,bristol
54,male,0,0,0,1e-8,7605,utrc,0,50,50,0,0,5,male_utrc,bristol
55,male,0,0,0,1e-8,6479,utrc,0,50,55,0,0,5,male_utrc,bristol
56,male,0,0,0,1e-8,6479,utrc,0,50,55,0,0,5,male_utrc,bristol
57,male,0,0,0,1e-8,6479,utrc,0,50,55,0,0,5,male_utrc,bristol
58,male,0,0,0,1e-8,6479,utrc,0,50,55,0,0,5,male_utrc,bristol
59,male,0,0,0,1e-8,6479,utrc,0,50,55,0,0,5,male_utrc,bristol
60,male,0,0,0,1e-8,5560,utrc,0,50,60,0,0,5,male_utrc,bristol
61,male,0,0,0,1e-8,5560,utrc,0,50,60,0,0,5,male_utrc,bristol
62,male,0,0,0,1e-8,5560,utrc,0,50,60,0,0,5,male_utrc,bristol
