age,sex,mort,ylds (years lived with disability)_rate_brsc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,27766,brsc,0,10,0,0,0,5,male_brsc,East Midlands
1,male,0,0,0,1e-8,27766,brsc,0,10,0,0,0,5,male_brsc,East Midlands
2,male,0,0,0,1e-8,27766,brsc,0,10,0,0,0,5,male_brsc,East Midlands
3,male,0,0,0,1e-8,27766,brsc,0,10,0,0,0,5,male_brsc,East Midlands
4,male,0,0,0,1e-8,27766,brsc,0,10,0,0,0,5,male_brsc,East Midlands
5,male,0,0,0,1e-8,29412,brsc,0,10,5,0,0,5,male_brsc,East Midlands
6,male,0,0,0,1e-8,29412,brsc,0,10,5,0,0,5,male_brsc,East Midlands
7,male,0,0,0,1e-8,29412,brsc,0,10,5,0,0,5,male_brsc,East Midlands
8,male,0,0,0,1e-8,29412,brsc,0,10,5,0,0,5,male_brsc,East Midlands
9,male,0,0,0,1e-8,29412,brsc,0,10,5,0,0,5,male_brsc,East Midlands
10,male,0,0,0,1e-8,27670,brsc,0,50,10,0,0,5,male_brsc,East Midlands
11,male,0,0,0,1e-8,27670,brsc,0,50,10,0,0,5,male_brsc,East Midlands
12,male,0,0,0,1e-8,27670,brsc,0,50,10,0,0,5,male_brsc,East Midlands
13,male,0,0,0,1e-8,27670,brsc,0,50,10,0,0,5,male_brsc,East Midlands
14,male,0,0,0,1e-8,27670,brsc,0,50,10,0,0,5,male_brsc,East Midlands
15,male,9.525092735870938e-8,5.662659263896544e-7,6.059626790311311e-6,6.819870409940353e-7,28023,brsc,0,50,15,0,0,5,male_brsc,East Midlands
16,male,9.525092735870938e-8,5.662659263896544e-7,6.059626790311311e-6,6.819870409940353e-7,28023,brsc,0,50,15,0,0,5,male_brsc,East Midlands
17,male,9.525092735870938e-8,5.662659263896544e-7,6.059626790311311e-6,6.819870409940353e-7,28023,brsc,0,50,15,0,0,5,male_brsc,East Midlands
18,male,9.525092735870938e-8,5.662659263896544e-7,6.059626790311311e-6,6.819870409940353e-7,28023,brsc,0,50,15,0,0,5,male_brsc,East Midlands
19,male,9.525092735870938e-8,5.662659263896544e-7,6.059626790311311e-6,6.819870409940353e-7,28023,brsc,0,50,15,0,0,5,male_brsc,East Midlands
20,male,1.1855717150133051e-7,8.577497764390001e-7,9.624336602469044e-6,9.811188409371149e-7,30631,brsc,0,50,20,0,0,5,male_brsc,East Midlands
21,male,1.1855717150133051e-7,8.577497764390001e-7,9.624336602469044e-6,9.811188409371149e-7,30631,brsc,0,50,20,0,0,5,male_brsc,East Midlands
22,male,1.1855717150133051e-7,8.577497764390001e-7,9.624336602469044e-6,9.811188409371149e-7,30631,brsc,0,50,20,0,0,5,male_brsc,East Midlands
23,male,1.1855717150133051e-7,8.577497764390001e-7,9.624336602469044e-6,9.811188409371149e-7,30631,brsc,0,50,20,0,0,5,male_brsc,East Midlands
24,male,1.1855717150133051e-7,8.577497764390001e-7,9.624336602469044e-6,9.811188409371149e-7,30631,brsc,0,50,20,0,0,5,male_brsc,East Midlands
25,male,1.3058011039453495e-7,1.0965982577135703e-6,1.2484884803044872e-5,1.2486000891226834e-6,32124,brsc,0,50,25,0,0,5,male_brsc,East Midlands
26,male,1.3058011039453495e-7,1.0965982577135703e-6,1.2484884803044872e-5,1.2486000891226834e-6,32124,brsc,0,50,25,0,0,5,male_brsc,East Midlands
27,male,1.3058011039453495e-7,1.0965982577135703e-6,1.2484884803044872e-5,1.2486000891226834e-6,32124,brsc,0,50,25,0,0,5,male_brsc,East Midlands
28,male,1.3058011039453495e-7,1.0965982577135703e-6,1.2484884803044872e-5,1.2486000891226834e-6,32124,brsc,0,50,25,0,0,5,male_brsc,East Midlands
