age,sex,mort,ylds (years lived with disability)_rate_carc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,6980,carc,0,10,0,0,0,5,male_carc,bristol
1,male,0,0,0,1e-8,6980,carc,0,10,0,0,0,5,male_carc,bristol
2,male,0,0,0,1e-8,6980,carc,0,10,0,0,0,5,male_carc,bristol
3,male,0,0,0,1e-8,6980,carc,0,10,0,0,0,5,male_carc,bristol
4,male,0,0,0,1e-8,6980,carc,0,10,0,0,0,5,male_carc,bristol
5,male,0,0,0,1e-8,6917,carc,0,10,5,0,0,5,male_carc,bristol
6,male,0,0,0,1e-8,6917,carc,0,10,5,0,0,5,male_carc,bristol
7,male,0,0,0,1e-8,6917,carc,0,10,5,0,0,5,male_carc,bristol
8,male,0,0,0,1e-8,6917,carc,0,10,5,0,0,5,male_carc,bristol
9,male,0,0,0,1e-8,6917,carc,0,10,5,0,0,5,male_carc,bristol
10,male,0,0,0,1e-8,6234,carc,0,50,10,0,0,5,male_carc,bristol
11,male,0,0,0,1e-8,6234,carc,0,50,10,0,0,5,male_carc,bristol
12,male,0,0,0,1e-8,6234,carc,0,50,10,0,0,5,male_carc,bristol
13,male,0,0,0,1e-8,6234,carc,0,50,10,0,0,5,male_carc,bristol
14,male,0,0,0,1e-8,6234,carc,0,50,10,0,0,5,male_carc,bristol
15,male,3.0032702772726816e-7,1.2997368182689389e-6,1.1691156576226189e-5,1.6418545146731871e-6,6436,carc,0,50,15,0,0,5,male_carc,bristol
16,male,3.0032702772726816e-7,1.2997368182689389e-6,1.1691156576226189e-5,1.6418545146731871e-6,6436,carc,0,50,15,0,0,5,male_carc,bristol
17,male,3.0032702772726816e-7,1.2997368182689389e-6,1.1691156576226189e-5,1.6418545146731871e-6,6436,carc,0,50,15,0,0,5,male_carc,bristol
18,male,3.0032702772726816e-7,1.2997368182689389e-6,1.1691156576226189e-5,1.6418545146731871e-6,6436,carc,0,50,15,0,0,5,male_carc,bristol
19,male,3.0032702772726816e-7,1.2997368182689389e-6,1.1691156576226189e-5,1.6418545146731871e-6,6436,carc,0,50,15,0,0,5,male_carc,bristol
20,male,1.1663652242604292e-6,5.770333865787331e-6,5.4025611688656567e-5,7.45553223891954e-6,7845,carc,0,50,20,0,0,5,male_carc,bristol
21,male,1.1663652242604292e-6,5.770333865787331e-6,5.4025611688656567e-5,7.45553223891954e-6,7845,carc,0,50,20,0,0,5,male_carc,bristol
22,male,1.1663652242604292e-6,5.770333865787331e-6,5.4025611688656567e-5,7.45553223891954e-6,7845,carc,0,50,20,0,0,5,male_carc,bristol
23,male,1.1663652242604292e-6,5.770333865787331e-6,5.4025611688656567e-5,7.45553223891954e-6,7845,carc,0,50,20,0,0,5,male_carc,bristol
24,male,1.1663652242604292e-6,5.770333865787331e-6,5.4025611688656567e-5,7.45553223891954e-6,7845,carc,0,50,20,0,0,5,male_carc,bristol
25,male,3.3134576231215685e-6,1.427457925917328e-5,1.393495342580297e-4,1.9372825657366726e-5,9023,carc,0,50,25,0,0,5,male_carc,bristol
26,male,3.3134576231215685e-6,1.427457925917328e-5,1.393495342580297e-4,1.9372825657366726e-5,9023,carc,0,50,25,0,0,5,male_carc,bristol
27,male,3.3134576231215685e-6,1.427457925917328e-5,1.393495342580297e-4,1.9372825657366726e-5,9023,carc,0,50,25,0,0,5,male_carc,bristol
28,male,3.3134576231215685e-6,1.427457925917328e-5,1.393495342580297e-4,1.9372825657366726e-5,9023,carc,0,50,25,0,0,5,male_carc,bristol
29,male,3.3134576231215685e-6,1.427457925917328e-5,1.393495342580297e-4,1.9372825657366726e-5,9023,carc,0,50,25,0,0,5,male_carc,bristol
30,male,8.245932964549046e-6,3.394951859061772e-5,0.00035858916308848437,5.0048986445078046e-5,8448,carc,0,50,30,0,0,5,male_carc,bristol
31,male,8.245932964549046e-6,3.394951859061772e-5,0.00035858916308848437,5.0048986445078046e-5,8448,carc,0,50,30,0,0,5,male_carc,bristol
32,male,8.245932964549046e-6,3.394951859061772e-5,0.00035858916308848437,5.0048986445078046e-5,8448,carc,0,50,30,0,0,5,male_carc,bristol
33,male,8.245932964549046e-6,3.394951859061772e-5,0.00035858916308848437,5.0048986445078046e-5,8448,carc,0,50,30,0,0,5,male_carc,bristol
34,male,8.245932964549046e-6,3.394951859061772e-5,0.00035858916308848437,5.0048986445078046e-5,8448,carc,0,50,30,0,0,5,male_carc,bristol
35,male,1.5174089915015135e-5,5.591501519754955e-5,6.146038208234238e-4,8.517407698641499e-5,7997,carc,0,50,35,0,0,5,male_carc,bristol
36,male,1.5174089915015135e-5,5.591501519754955e-5,6.146038208234238e-4,8.517407698641499e-5,7997,carc,0,50,35,0,0,5,male_carc,bristol
37,male,1.5174089915015135e-5,5.591501519754955e-5,6.146038208234238e-4,8.517407698641499e-5,7997,carc,0,50,35,0,0,5,male_carc,bristol
38,male,1.5174089915015135e-5,5.591501519754955e-5,6.146038208234238e-4,8.517407698641499e-5,7997,carc,0,50,35,0,0,5,male_carc,bristol
39,male,1.5174089915015135e-5,5.591501519754955e-5,6.146038208234238e-4,8.517407698641499e-5,7997,carc,0,50,35,0,0,5,male_carc,bristol
40,male,3.477285570911735e-5,1.1975169039813058e-4,0.0013560422527484415,1.8864537808532358e-4,7179,carc,0,50,40,0,0,5,male_carc,bristol
41,male,3.477285570911735e-5,1.1975169039813058e-4,0.0013560422527484415,1.8864537808532358e-4,7179,carc,0,50,40,0,0,5,male_carc,bristol
42,male,3.477285570911735e-5,1.1975169039813058e-4,0.0013560422527484415,1.8864537808532358e-4,7179,carc,0,50,40,0,0,5,male_carc,bristol
