age,sex,mort,ylds (years lived with disability)_rate_tbalc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,14830,tbalc,0,10,0,0,0,5,female_tbalc,leeds
1,female,0,0,0,1e-8,14830,tbalc,0,10,0,0,0,5,female_tbalc,leeds
2,female,0,0,0,1e-8,14830,tbalc,0,10,0,0,0,5,female_tbalc,leeds
3,female,0,0,0,1e-8,14830,tbalc,0,10,0,0,0,5,female_tbalc,leeds
4,female,0,0,0,1e-8,14830,tbalc,0,10,0,0,0,5,female_tbalc,leeds
5,female,0,0,0,1e-8,15480,tbalc,0,10,5,0,0,5,female_tbalc,leeds
6,female,0,0,0,1e-8,15480,tbalc,0,10,5,0,0,5,female_tbalc,leeds
7,female,0,0,0,1e-8,15480,tbalc,0,10,5,0,0,5,female_tbalc,leeds
8,female,0,0,0,1e-8,15480,tbalc,0,10,5,0,0,5,female_tbalc,leeds
9,female,0,0,0,1e-8,15480,tbalc,0,10,5,0,0,5,female_tbalc,leeds
10,female,0,0,0,1e-8,14032,tbalc,0,50,10,0,0,5,female_tbalc,leeds
11,female,0,0,0,1e-8,14032,tbalc,0,50,10,0,0,5,female_tbalc,leeds
12,female,0,0,0,1e-8,14032,tbalc,0,50,10,0,0,5,female_tbalc,leeds
13,female,0,0,0,1e-8,14032,tbalc,0,50,10,0,0,5,female_tbalc,leeds
14,female,0,0,0,1e-8,14032,tbalc,0,50,10,0,0,5,female_tbalc,leeds
15,female,3.48670692070395e-7,1.2826029789132414e-7,6.504677536864992e-7,4.772898424444806e-7,13771,tbalc,0,50,15,0,0,5,female_tbalc,leeds
16,female,3.48670692070395e-7,1.2826029789132414e-7,6.504677536864992e-7,4.772898424444806e-7,13771,tbalc,0,50,15,0,0,5,female_tbalc,leeds
17,female,3.48670692070395e-7,1.2826029789132414e-7,6.504677536864992e-7,4.772898424444806e-7,13771,tbalc,0,50,15,0,0,5,female_tbalc,leeds
18,female,3.48670692070395e-7,1.2826029789132414e-7,6.504677536864992e-7,4.772898424444806e-7,13771,tbalc,0,50,15,0,0,5,female_tbalc,leeds
19,female,3.48670692070395e-7,1.2826029789132414e-7,6.504677536864992e-7,4.772898424444806e-7,13771,tbalc,0,50,15,0,0,5,female_tbalc,leeds
20,female,7.681807158286863e-7,3.56662677298979e-7,2.214641755089466e-6,1.2284581653911945e-6,15636,tbalc,0,50,20,0,0,5,female_tbalc,leeds
21,female,7.681807158286863e-7,3.56662677298979e-7,2.214641755089466e-6,1.2284581653911945e-6,15636,tbalc,0,50,20,0,0,5,female_tbalc,leeds
22,female,7.681807158286863e-7,3.56662677298979e-7,2.214641755089466e-6,1.2284581653911945e-6,15636,tbalc,0,50,20,0,0,5,female_tbalc,leeds
23,female,7.681807158286863e-7,3.56662677298979e-7,2.214641755089466e-6,1.2284581653911945e-6,15636,tbalc,0,50,20,0,0,5,female_tbalc,leeds
