age,sex,mort,ylds (years lived with disability)_rate_ishd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,15216,ishd,0,10,0,0,0,5,male_ishd,North East England
1,male,0,0,0,1e-8,15216,ishd,0,10,0,0,0,5,male_ishd,North East England
2,male,0,0,0,1e-8,15216,ishd,0,10,0,0,0,5,male_ishd,North East England
3,male,0,0,0,1e-8,15216,ishd,0,10,0,0,0,5,male_ishd,North East England
4,male,0,0,0,1e-8,15216,ishd,0,10,0,0,0,5,male_ishd,North East England
5,male,0,0,0,1e-8,16036,ishd,0,10,5,0,0,5,male_ishd,North East England
6,male,0,0,0,1e-8,16036,ishd,0,10,5,0,0,5,male_ishd,North East England
7,male,0,0,0,1e-8,16036,ishd,0,10,5,0,0,5,male_ishd,North East England
8,male,0,0,0,1e-8,16036,ishd,0,10,5,0,0,5,male_ishd,North East England
9,male,0,0,0,1e-8,16036,ishd,0,10,5,0,0,5,male_ishd,North East England
10,male,0,0,0,1e-8,14842,ishd,0,50,10,0,0,5,male_ishd,North East England
11,male,0,0,0,1e-8,14842,ishd,0,50,10,0,0,5,male_ishd,North East England
12,male,0,0,0,1e-8,14842,ishd,0,50,10,0,0,5,male_ishd,North East England
13,male,0,0,0,1e-8,14842,ishd,0,50,10,0,0,5,male_ishd,North East England
14,male,0,0,0,1e-8,14842,ishd,0,50,10,0,0,5,male_ishd,North East England
15,male,1.3495270584306382e-6,5.325852531165231e-6,1.336892965512571e-4,2.248230752692747e-5,15215,ishd,0,50,15,0,0,5,male_ishd,North East England
16,male,1.3495270584306382e-6,5.325852531165231e-6,1.336892965512571e-4,2.248230752692747e-5,15215,ishd,0,50,15,0,0,5,male_ishd,North East England
17,male,1.3495270584306382e-6,5.325852531165231e-6,1.336892965512571e-4,2.248230752692747e-5,15215,ishd,0,50,15,0,0,5,male_ishd,North East England
18,male,1.3495270584306382e-6,5.325852531165231e-6,1.336892965512571e-4,2.248230752692747e-5,15215,ishd,0,50,15,0,0,5,male_ishd,North East England
19,male,1.3495270584306382e-6,5.325852531165231e-6,1.336892965512571e-4,2.248230752692747e-5,15215,ishd,0,50,15,0,0,5,male_ishd,North East England
20,male,5.144523168825687e-6,2.1945205041598887e-5,4.49662338609698e-4,6.782490521764263e-5,17404,ishd,0,50,20,0,0,5,male_ishd,North East England
21,male,5.144523168825687e-6,2.1945205041598887e-5,4.49662338609698e-4,6.782490521764263e-5,17404,ishd,0,50,20,0,0,5,male_ishd,North East England
22,male,5.144523168825687e-6,2.1945205041598887e-5,4.49662338609698e-4,6.782490521764263e-5,17404,ishd,0,50,20,0,0,5,male_ishd,North East England
23,male,5.144523168825687e-6,2.1945205041598887e-5,4.49662338609698e-4,6.782490521764263e-5,17404,ishd,0,50,20,0,0,5,male_ishd,North East England
24,male,5.144523168825687e-6,2.1945205041598887e-5,4.49662338609698e-4,6.782490521764263e-5,17404,ishd,0,50,20,0,0,5,male_ishd,North East England
25,male,1.7517196718939873e-5,4.734624135722313e-5,0.0010490801420198243,1.1369138497300646e-4,18636,ishd,0,50,25,0,0,5,male_ishd,North East England
26,male,1.7517196718939873e-5,4.734624135722313e-5,0.0010490801420198243,1.1369138497300646e-4,18636,ishd,0,50,25,0,0,5,male_ishd,North East England
27,male,1.7517196718939873e-5,4.734624135722313e-5,0.0010490801420198243,1.1369138497300646e-4,18636,ishd,0,50,25,0,0,5,male_ishd,North East England
28,male,1.7517196718939873e-5,4.734624135722313e-5,0.0010490801420198243,1.1369138497300646e-4,18636,ishd,0,50,25,0,0,5,male_ishd,North East England
29,male,1.7517196718939873e-5,4.734624135722313e-5,0.0010490801420198243,1.1369138497300646e-4,18636,ishd,0,50,25,0,0,5,male_ishd,North East England
30,male,5.6246140833668156e-5,9.253830457169648e-5,0.002311202383811914,3.137188224934756e-4,17295,ishd,0,50,30,0,1,5,male_ishd,North East England
31,male,5.6246140833668156e-5,9.253830457169648e-5,0.002311202383811914,3.137188224934756e-4,17295,ishd,0,50,30,0,1,5,male_ishd,North East England
32,male,5.6246140833668156e-5,9.253830457169648e-5,0.002311202383811914,3.137188224934756e-4,17295,ishd,0,50,30,0,1,5,male_ishd,North East England
33,male,5.6246140833668156e-5,9.253830457169648e-5,0.002311202383811914,3.137188224934756e-4,17295,ishd,0,50,30,0,1,5,male_ishd,North East England
34,male,5.6246140833668156e-5,9.253830457169648e-5,0.002311202383811914,3.137188224934756e-4,17295,ishd,0,50,30,0,1,5,male_ishd,North East England
35,male,1.3396705653149582e-4,1.7688230869636752e-4,0.005169623869092712,6.673668893656862e-4,16399,ishd,0,50,35,0,2,5,male_ishd,North East England
36,male,1.3396705653149582e-4,1.7688230869636752e-4,0.005169623869092712,6.673668893656862e-4,16399,ishd,0,50,35,0,2,5,male_ishd,North East England
