age,sex,mort,ylds (years lived with disability)_rate_copd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,6.653813868480308e-7,2.269853881123809e-5,3.486461377405803e-4,1.1663409708231131e-4,15449,copd,0,10,0,0,0,5,male_copd,leeds
1,male,6.653813868480308e-7,2.269853881123809e-5,3.486461377405803e-4,1.1663409708231131e-4,15449,copd,0,10,0,0,0,5,male_copd,leeds
2,male,6.653813868480308e-7,2.269853881123809e-5,3.486461377405803e-4,1.1663409708231131e-4,15449,copd,0,10,0,0,0,5,male_copd,leeds
3,male,6.653813868480308e-7,2.269853881123809e-5,3.486461377405803e-4,1.1663409708231131e-4,15449,copd,0,10,0,0,0,5,male_copd,leeds
4,male,6.653813868480308e-7,2.269853881123809e-5,3.486461377405803e-4,1.1663409708231131e-4,15449,copd,0,10,0,0,0,5,male_copd,leeds
5,male,1.7854299621944244e-7,7.011581967843395e-5,0.0010975689111551229,1.4829494864321917e-4,16043,copd,0,10,5,0,0,5,male_copd,leeds
6,male,1.7854299621944244e-7,7.011581967843395e-5,0.0010975689111551229,1.4829494864321917e-4,16043,copd,0,10,5,0,0,5,male_copd,leeds
7,male,1.7854299621944244e-7,7.011581967843395e-5,0.0010975689111551229,1.4829494864321917e-4,16043,copd,0,10,5,0,0,5,male_copd,leeds
8,male,1.7854299621944244e-7,7.011581967843395e-5,0.0010975689111551229,1.4829494864321917e-4,16043,copd,0,10,5,0,0,5,male_copd,leeds
9,male,1.7854299621944244e-7,7.011581967843395e-5,0.0010975689111551229,1.4829494864321917e-4,16043,copd,0,10,5,0,0,5,male_copd,leeds
10,male,1.4060409447132045e-7,1.286062832533114e-4,0.002072118253009643,2.843305375847234e-4,14506,copd,0,50,10,0,0,5,male_copd,leeds
11,male,1.4060409447132045e-7,1.286062832533114e-4,0.002072118253009643,2.843305375847234e-4,14506,copd,0,50,10,0,0,5,male_copd,leeds
12,male,1.4060409447132045e-7,1.286062832533114e-4,0.002072118253009643,2.843305375847234e-4,14506,copd,0,50,10,0,0,5,male_copd,leeds
13,male,1.4060409447132045e-7,1.286062832533114e-4,0.002072118253009643,2.843305375847234e-4,14506,copd,0,50,10,0,0,5,male_copd,leeds
14,male,1.4060409447132045e-7,1.286062832533114e-4,0.002072118253009643,2.843305375847234e-4,14506,copd,0,50,10,0,0,5,male_copd,leeds
15,male,8.441185968149189e-7,2.554099427148181e-4,0.00416239162342157,5.523690466721489e-4,13985,copd,0,50,15,0,0,5,male_copd,leeds
16,male,8.441185968149189e-7,2.554099427148181e-4,0.00416239162342157,5.523690466721489e-4,13985,copd,0,50,15,0,0,5,male_copd,leeds
17,male,8.441185968149189e-7,2.554099427148181e-4,0.00416239162342157,5.523690466721489e-4,13985,copd,0,50,15,0,0,5,male_copd,leeds
18,male,8.441185968149189e-7,2.554099427148181e-4,0.00416239162342157,5.523690466721489e-4,13985,copd,0,50,15,0,0,5,male_copd,leeds
19,male,8.441185968149189e-7,2.554099427148181e-4,0.00416239162342157,5.523690466721489e-4,13985,copd,0,50,15,0,0,5,male_copd,leeds
20,male,9.878634404037663e-7,4.559697450383773e-4,0.007585354360141523,8.195583859824946e-4,15610,copd,0,50,20,0,0,5,male_copd,leeds
21,male,9.878634404037663e-7,4.559697450383773e-4,0.007585354360141523,8.195583859824946e-4,15610,copd,0,50,20,0,0,5,male_copd,leeds
22,male,9.878634404037663e-7,4.559697450383773e-4,0.007585354360141523,8.195583859824946e-4,15610,copd,0,50,20,0,0,5,male_copd,leeds
23,male,9.878634404037663e-7,4.559697450383773e-4,0.007585354360141523,8.195583859824946e-4,15610,copd,0,50,20,0,0,5,male_copd,leeds
24,male,9.878634404037663e-7,4.559697450383773e-4,0.007585354360141523,8.195583859824946e-4,15610,copd,0,50,20,0,0,5,male_copd,leeds
25,male,1.2674677699766455e-6,7.33584613375795e-4,0.012343087155507053,0.0010861129182119051,17383,copd,0,50,25,1,0,5,male_copd,leeds
26,male,1.2674677699766455e-6,7.33584613375795e-4,0.012343087155507053,0.0010861129182119051,17383,copd,0,50,25,1,0,5,male_copd,leeds
27,male,1.2674677699766455e-6,7.33584613375795e-4,0.012343087155507053,0.0010861129182119051,17383,copd,0,50,25,1,0,5,male_copd,leeds
28,male,1.2674677699766455e-6,7.33584613375795e-4,0.012343087155507053,0.0010861129182119051,17383,copd,0,50,25,1,0,5,male_copd,leeds
29,male,1.2674677699766455e-6,7.33584613375795e-4,0.012343087155507053,0.0010861129182119051,17383,copd,0,50,25,1,0,5,male_copd,leeds
30,male,2.005206821116148e-6,0.0010883631061235455,0.018595750564917593,0.0014507855788896836,17049,copd,0,50,30,1,0,5,male_copd,leeds
31,male,2.005206821116148e-6,0.0010883631061235455,0.018595750564917593,0.0014507855788896836,17049,copd,0,50,30,1,0,5,male_copd,leeds
32,male,2.005206821116148e-6,0.0010883631061235455,0.018595750564917593,0.0014507855788896836,17049,copd,0,50,30,1,0,5,male_copd,leeds
33,male,2.005206821116148e-6,0.0010883631061235455,0.018595750564917593,0.0014507855788896836,17049,copd,0,50,30,1,0,5,male_copd,leeds
34,male,2.005206821116148e-6,0.0010883631061235455,0.018595750564917593,0.0014507855788896836,17049,copd,0,50,30,1,0,5,male_copd,leeds
35,male,5.700170528872303e-6,0.0015878972454192266,0.02742122121248535,0.002174890374983569,16810,copd,0,50,35,1,0,5,male_copd,leeds
36,male,5.700170528872303e-6,0.0015878972454192266,0.02742122121248535,0.002174890374983569,16810,copd,0,50,35,1,0,5,male_copd,leeds
37,male,5.700170528872303e-6,0.0015878972454192266,0.02742122121248535,0.002174890374983569,16810,copd,0,50,35,1,0,5,male_copd,leeds
38,male,5.700170528872303e-6,0.0015878972454192266,0.02742122121248535,0.002174890374983569,16810,copd,0,50,35,1,0,5,male_copd,leeds
39,male,5.700170528872303e-6,0.0015878972454192266,0.02742122121248535,0.002174890374983569,16810,copd,0,50,35,1,0,5,male_copd,leeds
40,male,1.7904010617100965e-5,0.0023308122150095183,0.04072956040444362,0.003189970796121272,15300,copd,0,50,40,2,0,5,male_copd,leeds
41,male,1.7904010617100965e-5,0.0023308122150095183,0.04072956040444362,0.003189970796121272,15300,copd,0,50,40,2,0,5,male_copd,leeds
42,male,1.7904010617100965e-5,0.0023308122150095183,0.04072956040444362,0.003189970796121272,15300,copd,0,50,40,2,0,5,male_copd,leeds
43,male,1.7904010617100965e-5,0.0023308122150095183,0.04072956040444362,0.003189970796121272,15300,copd,0,50,40,2,0,5,male_copd,leeds
44,male,1.7904010617100965e-5,0.0023308122150095183,0.04072956040444362,0.003189970796121272,15300,copd,0,50,40,2,0,5,male_copd,leeds
45,male,3.8763152205761945e-5,0.0034032473204274314,0.05964069747550656,0.004523457981055572,16462,copd,0,50,45,3,1,5,male_copd,leeds
46,male,3.8763152205761945e-5,0.0034032473204274314,0.05964069747550656,0.004523457981055572,16462,copd,0,50,45,3,1,5,male_copd,leeds
47,male,3.8763152205761945e-5,0.0034032473204274314,0.05964069747550656,0.004523457981055572,16462,copd,0,50,45,3,1,5,male_copd,leeds
48,male,3.8763152205761945e-5,0.0034032473204274314,0.05964069747550656,0.004523457981055572,16462,copd,0,50,45,3,1,5,male_copd,leeds
49,male,3.8763152205761945e-5,0.0034032473204274314,0.05964069747550656,0.004523457981055572,16462,copd,0,50,45,3,1,5,male_copd,leeds
50,male,8.479778638089362e-5,0.004878718827701386,0.08627561822300077,0.006273060219763841,15661,copd,0,50,50,4,1,5,male_copd,leeds
51,male,8.479778638089362e-5,0.004878718827701386,0.08627561822300077,0.006273060219763841,15661,copd,0,50,50,4,1,5,male_copd,leeds
52,male,8.479778638089362e-5,0.004878718827701386,0.08627561822300077,0.006273060219763841,15661,copd,0,50,50,4,1,5,male_copd,leeds
53,male,8.479778638089362e-5,0.004878718827701386,0.08627561822300077,0.006273060219763841,15661,copd,0,50,50,4,1,5,male_copd,leeds
54,male,8.479778638089362e-5,0.004878718827701386,0.08627561822300077,0.006273060219763841,15661,copd,0,50,50,4,1,5,male_copd,leeds
55,male,2.337098187522212e-4,0.006815034346388422,0.12134153038080803,0.00793918630215008,13845,copd,0,50,55,6,3,5,male_copd,leeds
56,male,2.337098187522212e-4,0.006815034346388422,0.12134153038080803,0.00793918630215008,13845,copd,0,50,55,6,3,5,male_copd,leeds
57,male,2.337098187522212e-4,0.006815034346388422,0.12134153038080803,0.00793918630215008,13845,copd,0,50,55,6,3,5,male_copd,leeds
58,male,2.337098187522212e-4,0.006815034346388422,0.12134153038080803,0.00793918630215008,13845,copd,0,50,55,6,3,5,male_copd,leeds
59,male,2.337098187522212e-4,0.006815034346388422,0.12134153038080803,0.00793918630215008,13845,copd,0,50,55,6,3,5,male_copd,leeds
60,male,5.651146318036593e-4,0.009201357903838569,0.16340917565122146,0.009556558941955461,11831,copd,0,50,60,8,7,5,male_copd,leeds
61,male,5.651146318036593e-4,0.009201357903838569,0.16340917565122146,0.009556558941955461,11831,copd,0,50,60,8,7,5,male_copd,leeds
62,male,5.651146318036593e-4,0.009201357903838569,0.16340917565122146,0.009556558941955461,11831,copd,0,50,60,8,7,5,male_copd,leeds
63,male,5.651146318036593e-4,0.009201357903838569,0.16340917565122146,0.009556558941955461,11831,copd,0,50,60,8,7,5,male_copd,leeds
64,male,5.651146318036593e-4,0.009201357903838569,0.16340917565122146,0.009556558941955461,11831,copd,0,50,60,8,7,5,male_copd,leeds
65,male,0.0011856367354633477,0.01209847989654857,0.2120287252941667,0.011229732048627922,11319,copd,0,50,65,11,13,5,male_copd,leeds
66,male,0.0011856367354633477,0.01209847989654857,0.2120287252941667,0.011229732048627922,11319,copd,0,50,65,11,13,5,male_copd,leeds
67,male,0.0011856367354633477,0.01209847989654857,0.2120287252941667,0.011229732048627922,11319,copd,0,50,65,11,13,5,male_copd,leeds
68,male,0.0011856367354633477,0.01209847989654857,0.2120287252941667,0.011229732048627922,11319,copd,0,50,65,11,13,5,male_copd,leeds
69,male,0.0011856367354633477,0.01209847989654857,0.2120287252941667,0.011229732048627922,11319,copd,0,50,65,11,13,5,male_copd,leeds
70,male,0.002099241347152792,0.01534850405250419,0.265888009621376,0.012556943083420102,8937,copd,0,50,70,13,19,5,male_copd,leeds
71,male,0.002099241347152792,0.01534850405250419,0.265888009621376,0.012556943083420102,8937,copd,0,50,70,13,19,5,male_copd,leeds
72,male,0.002099241347152792,0.01534850405250419,0.265888009621376,0.012556943083420102,8937,copd,0,50,70,13,19,5,male_copd,leeds
73,male,0.002099241347152792,0.01534850405250419,0.265888009621376,0.012556943083420102,8937,copd,0,50,70,13,19,5,male_copd,leeds
74,male,0.002099241347152792,0.01534850405250419,0.265888009621376,0.012556943083420102,8937,copd,0,50,70,13,19,5,male_copd,leeds
75,male,0.0038101136554065974,0.01845425892230778,0.319979205943276,0.012464777621323265,6237,copd,0,50,75,16,24,5,male_copd,leeds
76,male,0.0038101136554065974,0.01845425892230778,0.319979205943276,0.012464777621323265,6237,copd,0,50,75,16,24,5,male_copd,leeds
77,male,0.0038101136554065974,0.01845425892230778,0.319979205943276,0.012464777621323265,6237,copd,0,50,75,16,24,5,male_copd,leeds
78,male,0.0038101136554065974,0.01845425892230778,0.319979205943276,0.012464777621323265,6237,copd,0,50,75,16,24,5,male_copd,leeds
79,male,0.0038101136554065974,0.01845425892230778,0.319979205943276,0.012464777621323265,6237,copd,0,50,75,16,24,5,male_copd,leeds
80,male,0.006625794442598894,0.020769239893061252,0.36568429873167463,0.012258867501482142,4309,copd,0,20,80,7,28,5,male_copd,leeds
81,male,0.006625794442598894,0.020769239893061252,0.36568429873167463,0.012258867501482142,4309,copd,0,20,80,7,28,5,male_copd,leeds
82,male,0.006625794442598894,0.020769239893061252,0.36568429873167463,0.012258867501482142,4309,copd,0,20,80,7,28,5,male_copd,leeds
83,male,0.006625794442598894,0.020769239893061252,0.36568429873167463,0.012258867501482142,4309,copd,0,20,80,7,28,5,male_copd,leeds
84,male,0.006625794442598894,0.020769239893061252,0.36568429873167463,0.012258867501482142,4309,copd,0,20,80,7,28,5,male_copd,leeds
85,male,0.012271812634286922,0.022386593829272664,0.4042011088646242,0.014188273170595483,2122,copd,0,20,85,8,26,5,male_copd,leeds
86,male,0.012271812634286922,0.022386593829272664,0.4042011088646242,0.014188273170595483,2122,copd,0,20,85,8,26,5,male_copd,leeds
87,male,0.012271812634286922,0.022386593829272664,0.4042011088646242,0.014188273170595483,2122,copd,0,20,85,8,26,5,male_copd,leeds
88,male,0.012271812634286922,0.022386593829272664,0.4042011088646242,0.014188273170595483,2122,copd,0,20,85,8,26,5,male_copd,leeds
89,male,0.012271812634286922,0.022386593829272664,0.4042011088646242,0.014188273170595483,2122,copd,0,20,85,8,26,5,male_copd,leeds
90,male,0.01834039402126321,0.024251684478959434,0.44798915624998775,0.021160745514359553,730,copd,0,10,90,4,13,5,male_copd,leeds
91,male,0.01834039402126321,0.024251684478959434,0.44798915624998775,0.021160745514359553,730,copd,0,10,90,4,13,5,male_copd,leeds
92,male,0.01834039402126321,0.024251684478959434,0.44798915624998775,0.021160745514359553,730,copd,0,10,90,4,13,5,male_copd,leeds
93,male,0.01834039402126321,0.024251684478959434,0.44798915624998775,0.021160745514359553,730,copd,0,10,90,4,13,5,male_copd,leeds
94,male,0.01834039402126321,0.024251684478959434,0.44798915624998775,0.021160745514359553,730,copd,0,10,90,4,13,5,male_copd,leeds
95,male,0.029520578014270007,0.027394043579616455,0.515532705999208,0.029133122822078115,116,copd,0,10,95,5,3,6,male_copd,leeds
96,male,0.029520578014270007,0.027394043579616455,0.515532705999208,0.029133122822078115,116,copd,0,10,95,5,3,6,male_copd,leeds
97,male,0.029520578014270007,0.027394043579616455,0.515532705999208,0.029133122822078115,116,copd,0,10,95,5,3,6,male_copd,leeds
98,male,0.029520578014270007,0.027394043579616455,0.515532705999208,0.029133122822078115,116,copd,0,10,95,5,3,6,male_copd,leeds
99,male,0.029520578014270007,0.027394043579616455,0.515532705999208,0.029133122822078115,116,copd,0,10,95,5,3,6,male_copd,leeds
100,male,0.029520578014270007,0.027394043579616455,0.515532705999208,0.029133122822078115,116,copd,0,10,95,5,3,6,male_copd,leeds
