age,sex,mort,ylds (years lived with disability)_rate_iscs,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,2.826376478447771e-7,2.0203609877927785e-5,1.4206036151387676e-4,4.7095077952446224e-5,51136,iscs,0,10,0,0,0,5,female_iscs,South East England
1,female,2.826376478447771e-7,2.0203609877927785e-5,1.4206036151387676e-4,4.7095077952446224e-5,51136,iscs,0,10,0,0,0,5,female_iscs,South East England
2,female,2.826376478447771e-7,2.0203609877927785e-5,1.4206036151387676e-4,4.7095077952446224e-5,51136,iscs,0,10,0,0,0,5,female_iscs,South East England
3,female,2.826376478447771e-7,2.0203609877927785e-5,1.4206036151387676e-4,4.7095077952446224e-5,51136,iscs,0,10,0,0,0,5,female_iscs,South East England
4,female,2.826376478447771e-7,2.0203609877927785e-5,1.4206036151387676e-4,4.7095077952446224e-5,51136,iscs,0,10,0,0,0,5,female_iscs,South East England
5,female,3.6941469097674447e-8,5.459280405511835e-5,3.8759530355998614e-4,3.3968995244204755e-5,55096,iscs,0,10,5,0,0,5,female_iscs,South East England
6,female,3.6941469097674447e-8,5.459280405511835e-5,3.8759530355998614e-4,3.3968995244204755e-5,55096,iscs,0,10,5,0,0,5,female_iscs,South East England
7,female,3.6941469097674447e-8,5.459280405511835e-5,3.8759530355998614e-4,3.3968995244204755e-5,55096,iscs,0,10,5,0,0,5,female_iscs,South East England
8,female,3.6941469097674447e-8,5.459280405511835e-5,3.8759530355998614e-4,3.3968995244204755e-5,55096,iscs,0,10,5,0,0,5,female_iscs,South East England
9,female,3.6941469097674447e-8,5.459280405511835e-5,3.8759530355998614e-4,3.3968995244204755e-5,55096,iscs,0,10,5,0,0,5,female_iscs,South East England
10,female,5.35941707126936e-8,8.577375897148502e-5,6.054146244746894e-4,3.096422572312939e-5,51918,iscs,0,50,10,0,0,5,female_iscs,South East England
11,female,5.35941707126936e-8,8.577375897148502e-5,6.054146244746894e-4,3.096422572312939e-5,51918,iscs,0,50,10,0,0,5,female_iscs,South East England
12,female,5.35941707126936e-8,8.577375897148502e-5,6.054146244746894e-4,3.096422572312939e-5,51918,iscs,0,50,10,0,0,5,female_iscs,South East England
13,female,5.35941707126936e-8,8.577375897148502e-5,6.054146244746894e-4,3.096422572312939e-5,51918,iscs,0,50,10,0,0,5,female_iscs,South East England
14,female,5.35941707126936e-8,8.577375897148502e-5,6.054146244746894e-4,3.096422572312939e-5,51918,iscs,0,50,10,0,0,5,female_iscs,South East England
15,female,1.5650715084791844e-7,1.1268273920230064e-4,8.136295200446886e-4,2.7603671927722995e-5,51053,iscs,0,50,15,0,0,5,female_iscs,South East England
16,female,1.5650715084791844e-7,1.1268273920230064e-4,8.136295200446886e-4,2.7603671927722995e-5,51053,iscs,0,50,15,0,0,5,female_iscs,South East England
17,female,1.5650715084791844e-7,1.1268273920230064e-4,8.136295200446886e-4,2.7603671927722995e-5,51053,iscs,0,50,15,0,0,5,female_iscs,South East England
18,female,1.5650715084791844e-7,1.1268273920230064e-4,8.136295200446886e-4,2.7603671927722995e-5,51053,iscs,0,50,15,0,0,5,female_iscs,South East England
19,female,1.5650715084791844e-7,1.1268273920230064e-4,8.136295200446886e-4,2.7603671927722995e-5,51053,iscs,0,50,15,0,0,5,female_iscs,South East England
20,female,3.1386462477472484e-7,1.4291306066301467e-4,0.0010281556142796272,3.2457832822634075e-5,53762,iscs,0,50,20,0,0,5,female_iscs,South East England
21,female,3.1386462477472484e-7,1.4291306066301467e-4,0.0010281556142796272,3.2457832822634075e-5,53762,iscs,0,50,20,0,0,5,female_iscs,South East England
22,female,3.1386462477472484e-7,1.4291306066301467e-4,0.0010281556142796272,3.2457832822634075e-5,53762,iscs,0,50,20,0,0,5,female_iscs,South East England
23,female,3.1386462477472484e-7,1.4291306066301467e-4,0.0010281556142796272,3.2457832822634075e-5,53762,iscs,0,50,20,0,0,5,female_iscs,South East England
24,female,3.1386462477472484e-7,1.4291306066301467e-4,0.0010281556142796272,3.2457832822634075e-5,53762,iscs,0,50,20,0,0,5,female_iscs,South East England
25,female,7.579875830285374e-7,1.7806863221710736e-4,0.0012848953447122731,4.552391080352128e-5,57318,iscs,0,50,25,0,0,5,female_iscs,South East England
26,female,7.579875830285374e-7,1.7806863221710736e-4,0.0012848953447122731,4.552391080352128e-5,57318,iscs,0,50,25,0,0,5,female_iscs,South East England
27,female,7.579875830285374e-7,1.7806863221710736e-4,0.0012848953447122731,4.552391080352128e-5,57318,iscs,0,50,25,0,0,5,female_iscs,South East England
28,female,7.579875830285374e-7,1.7806863221710736e-4,0.0012848953447122731,4.552391080352128e-5,57318,iscs,0,50,25,0,0,5,female_iscs,South East England
29,female,7.579875830285374e-7,1.7806863221710736e-4,0.0012848953447122731,4.552391080352128e-5,57318,iscs,0,50,25,0,0,5,female_iscs,South East England
30,female,1.2457838585630077e-6,2.158731714241006e-4,0.001636651665288508,7.990769984651216e-5,58028,iscs,0,50,30,0,0,5,female_iscs,South East England
31,female,1.2457838585630077e-6,2.158731714241006e-4,0.001636651665288508,7.990769984651216e-5,58028,iscs,0,50,30,0,0,5,female_iscs,South East England
32,female,1.2457838585630077e-6,2.158731714241006e-4,0.001636651665288508,7.990769984651216e-5,58028,iscs,0,50,30,0,0,5,female_iscs,South East England
33,female,1.2457838585630077e-6,2.158731714241006e-4,0.001636651665288508,7.990769984651216e-5,58028,iscs,0,50,30,0,0,5,female_iscs,South East England
34,female,1.2457838585630077e-6,2.158731714241006e-4,0.001636651665288508,7.990769984651216e-5,58028,iscs,0,50,30,0,0,5,female_iscs,South East England
35,female,1.4752626297521324e-6,2.9410064681932596e-4,0.0022566384403844993,1.3566193484501124e-4,59355,iscs,0,50,35,0,0,5,female_iscs,South East England
36,female,1.4752626297521324e-6,2.9410064681932596e-4,0.0022566384403844993,1.3566193484501124e-4,59355,iscs,0,50,35,0,0,5,female_iscs,South East England
37,female,1.4752626297521324e-6,2.9410064681932596e-4,0.0022566384403844993,1.3566193484501124e-4,59355,iscs,0,50,35,0,0,5,female_iscs,South East England
38,female,1.4752626297521324e-6,2.9410064681932596e-4,0.0022566384403844993,1.3566193484501124e-4,59355,iscs,0,50,35,0,0,5,female_iscs,South East England
39,female,1.4752626297521324e-6,2.9410064681932596e-4,0.0022566384403844993,1.3566193484501124e-4,59355,iscs,0,50,35,0,0,5,female_iscs,South East England
40,female,2.8060683072638216e-6,4.1564844630101835e-4,0.0032409802944234024,2.1994028511107102e-4,59104,iscs,0,50,40,0,0,5,female_iscs,South East England
41,female,2.8060683072638216e-6,4.1564844630101835e-4,0.0032409802944234024,2.1994028511107102e-4,59104,iscs,0,50,40,0,0,5,female_iscs,South East England
42,female,2.8060683072638216e-6,4.1564844630101835e-4,0.0032409802944234024,2.1994028511107102e-4,59104,iscs,0,50,40,0,0,5,female_iscs,South East England
43,female,2.8060683072638216e-6,4.1564844630101835e-4,0.0032409802944234024,2.1994028511107102e-4,59104,iscs,0,50,40,0,0,5,female_iscs,South East England
44,female,2.8060683072638216e-6,4.1564844630101835e-4,0.0032409802944234024,2.1994028511107102e-4,59104,iscs,0,50,40,0,0,5,female_iscs,South East England
45,female,5.5685954864378875e-6,6.04450097630922e-4,0.004800403325939423,3.328196247652478e-4,66068,iscs,0,50,45,0,0,5,female_iscs,South East England
46,female,5.5685954864378875e-6,6.04450097630922e-4,0.004800403325939423,3.328196247652478e-4,66068,iscs,0,50,45,0,0,5,female_iscs,South East England
