age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,27766,adaod,0,10,0,0,0,5,male_adaod,East Midlands
1,male,0,0,0,1e-8,27766,adaod,0,10,0,0,0,5,male_adaod,East Midlands
2,male,0,0,0,1e-8,27766,adaod,0,10,0,0,0,5,male_adaod,East Midlands
3,male,0,0,0,1e-8,27766,adaod,0,10,0,0,0,5,male_adaod,East Midlands
4,male,0,0,0,1e-8,27766,adaod,0,10,0,0,0,5,male_adaod,East Midlands
5,male,0,0,0,1e-8,29412,adaod,0,10,5,0,0,5,male_adaod,East Midlands
6,male,0,0,0,1e-8,29412,adaod,0,10,5,0,0,5,male_adaod,East Midlands
7,male,0,0,0,1e-8,29412,adaod,0,10,5,0,0,5,male_adaod,East Midlands
8,male,0,0,0,1e-8,29412,adaod,0,10,5,0,0,5,male_adaod,East Midlands
9,male,0,0,0,1e-8,29412,adaod,0,10,5,0,0,5,male_adaod,East Midlands
10,male,0,0,0,1e-8,27670,adaod,0,50,10,0,0,5,male_adaod,East Midlands
11,male,0,0,0,1e-8,27670,adaod,0,50,10,0,0,5,male_adaod,East Midlands
12,male,0,0,0,1e-8,27670,adaod,0,50,10,0,0,5,male_adaod,East Midlands
13,male,0,0,0,1e-8,27670,adaod,0,50,10,0,0,5,male_adaod,East Midlands
14,male,0,0,0,1e-8,27670,adaod,0,50,10,0,0,5,male_adaod,East Midlands
15,male,0,0,0,1e-8,28023,adaod,0,50,15,0,0,5,male_adaod,East Midlands
16,male,0,0,0,1e-8,28023,adaod,0,50,15,0,0,5,male_adaod,East Midlands
17,male,0,0,0,1e-8,28023,adaod,0,50,15,0,0,5,male_adaod,East Midlands
18,male,0,0,0,1e-8,28023,adaod,0,50,15,0,0,5,male_adaod,East Midlands
19,male,0,0,0,1e-8,28023,adaod,0,50,15,0,0,5,male_adaod,East Midlands
20,male,0,0,0,1e-8,30631,adaod,0,50,20,0,0,5,male_adaod,East Midlands
21,male,0,0,0,1e-8,30631,adaod,0,50,20,0,0,5,male_adaod,East Midlands
