age,sex,mort,ylds (years lived with disability)_rate_crdd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,9.980000457613805e-6,7.855392672821716e-5,6.780663334250145e-4,2.9108928682151697e-4,30524,crdd,0,10,0,0,0,5,male_crdd,South West England
1,male,9.980000457613805e-6,7.855392672821716e-5,6.780663334250145e-4,2.9108928682151697e-4,30524,crdd,0,10,0,0,0,5,male_crdd,South West England
2,male,9.980000457613805e-6,7.855392672821716e-5,6.780663334250145e-4,2.9108928682151697e-4,30524,crdd,0,10,0,0,0,5,male_crdd,South West England
3,male,9.980000457613805e-6,7.855392672821716e-5,6.780663334250145e-4,2.9108928682151697e-4,30524,crdd,0,10,0,0,0,5,male_crdd,South West England
4,male,9.980000457613805e-6,7.855392672821716e-5,6.780663334250145e-4,2.9108928682151697e-4,30524,crdd,0,10,0,0,0,5,male_crdd,South West England
5,male,1.868786028199201e-6,1.8498909650444925e-4,0.0018683632658528884,2.255447664397978e-4,32196,crdd,0,10,5,0,0,5,male_crdd,South West England
6,male,1.868786028199201e-6,1.8498909650444925e-4,0.0018683632658528884,2.255447664397978e-4,32196,crdd,0,10,5,0,0,5,male_crdd,South West England
7,male,1.868786028199201e-6,1.8498909650444925e-4,0.0018683632658528884,2.255447664397978e-4,32196,crdd,0,10,5,0,0,5,male_crdd,South West England
8,male,1.868786028199201e-6,1.8498909650444925e-4,0.0018683632658528884,2.255447664397978e-4,32196,crdd,0,10,5,0,0,5,male_crdd,South West England
9,male,1.868786028199201e-6,1.8498909650444925e-4,0.0018683632658528884,2.255447664397978e-4,32196,crdd,0,10,5,0,0,5,male_crdd,South West England
10,male,3.8374690638280385e-6,1.770193307064405e-4,0.0012498159291489343,2.3037815795335785e-4,30660,crdd,0,50,10,0,0,5,male_crdd,South West England
11,male,3.8374690638280385e-6,1.770193307064405e-4,0.0012498159291489343,2.3037815795335785e-4,30660,crdd,0,50,10,0,0,5,male_crdd,South West England
12,male,3.8374690638280385e-6,1.770193307064405e-4,0.0012498159291489343,2.3037815795335785e-4,30660,crdd,0,50,10,0,0,5,male_crdd,South West England
13,male,3.8374690638280385e-6,1.770193307064405e-4,0.0012498159291489343,2.3037815795335785e-4,30660,crdd,0,50,10,0,0,5,male_crdd,South West England
14,male,3.8374690638280385e-6,1.770193307064405e-4,0.0012498159291489343,2.3037815795335785e-4,30660,crdd,0,50,10,0,0,5,male_crdd,South West England
15,male,1.0515488808742015e-5,2.650634014821345e-4,0.002222529257864721,3.7493173486962187e-4,31440,crdd,0,50,15,0,0,5,male_crdd,South West England
16,male,1.0515488808742015e-5,2.650634014821345e-4,0.002222529257864721,3.7493173486962187e-4,31440,crdd,0,50,15,0,0,5,male_crdd,South West England
17,male,1.0515488808742015e-5,2.650634014821345e-4,0.002222529257864721,3.7493173486962187e-4,31440,crdd,0,50,15,0,0,5,male_crdd,South West England
18,male,1.0515488808742015e-5,2.650634014821345e-4,0.002222529257864721,3.7493173486962187e-4,31440,crdd,0,50,15,0,0,5,male_crdd,South West England
19,male,1.0515488808742015e-5,2.650634014821345e-4,0.002222529257864721,3.7493173486962187e-4,31440,crdd,0,50,15,0,0,5,male_crdd,South West England
20,male,2.304552401503399e-5,3.3683148861888846e-4,0.0031223754203574057,7.010314931614703e-4,33791,crdd,0,50,20,0,1,5,male_crdd,South West England
21,male,2.304552401503399e-5,3.3683148861888846e-4,0.0031223754203574057,7.010314931614703e-4,33791,crdd,0,50,20,0,1,5,male_crdd,South West England
22,male,2.304552401503399e-5,3.3683148861888846e-4,0.0031223754203574057,7.010314931614703e-4,33791,crdd,0,50,20,0,1,5,male_crdd,South West England
23,male,2.304552401503399e-5,3.3683148861888846e-4,0.0031223754203574057,7.010314931614703e-4,33791,crdd,0,50,20,0,1,5,male_crdd,South West England
24,male,2.304552401503399e-5,3.3683148861888846e-4,0.0031223754203574057,7.010314931614703e-4,33791,crdd,0,50,20,0,1,5,male_crdd,South West England
25,male,4.0269580303773496e-5,5.511162365574165e-4,0.007072040222727929,0.0012177695688111814,36053,crdd,0,50,25,0,1,5,male_crdd,South West England
26,male,4.0269580303773496e-5,5.511162365574165e-4,0.007072040222727929,0.0012177695688111814,36053,crdd,0,50,25,0,1,5,male_crdd,South West England
27,male,4.0269580303773496e-5,5.511162365574165e-4,0.007072040222727929,0.0012177695688111814,36053,crdd,0,50,25,0,1,5,male_crdd,South West England
28,male,4.0269580303773496e-5,5.511162365574165e-4,0.007072040222727929,0.0012177695688111814,36053,crdd,0,50,25,0,1,5,male_crdd,South West England
29,male,4.0269580303773496e-5,5.511162365574165e-4,0.007072040222727929,0.0012177695688111814,36053,crdd,0,50,25,0,1,5,male_crdd,South West England
30,male,7.305309170118666e-5,7.765534487378055e-4,0.010526767187884943,0.002202308893598649,34723,crdd,0,50,30,1,3,5,male_crdd,South West England
31,male,7.305309170118666e-5,7.765534487378055e-4,0.010526767187884943,0.002202308893598649,34723,crdd,0,50,30,1,3,5,male_crdd,South West England
32,male,7.305309170118666e-5,7.765534487378055e-4,0.010526767187884943,0.002202308893598649,34723,crdd,0,50,30,1,3,5,male_crdd,South West England
