age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,1370518,adaod,0,10,0,0,0,5,male_adaod,England
1,male,0,0,0,1e-8,1370518,adaod,0,10,0,0,0,5,male_adaod,England
2,male,0,0,0,1e-8,1370518,adaod,0,10,0,0,0,5,male_adaod,England
3,male,0,0,0,1e-8,1370518,adaod,0,10,0,0,0,5,male_adaod,England
4,male,0,0,0,1e-8,1370518,adaod,0,10,0,0,0,5,male_adaod,England
5,male,0,0,0,1e-8,1427100,adaod,0,10,5,0,0,5,male_adaod,England
6,male,0,0,0,1e-8,1427100,adaod,0,10,5,0,0,5,male_adaod,England
7,male,0,0,0,1e-8,1427100,adaod,0,10,5,0,0,5,male_adaod,England
8,male,0,0,0,1e-8,1427100,adaod,0,10,5,0,0,5,male_adaod,England
9,male,0,0,0,1e-8,1427100,adaod,0,10,5,0,0,5,male_adaod,England
10,male,0,0,0,1e-8,1314525,adaod,0,50,10,0,0,5,male_adaod,England
11,male,0,0,0,1e-8,1314525,adaod,0,50,10,0,0,5,male_adaod,England
12,male,0,0,0,1e-8,1314525,adaod,0,50,10,0,0,5,male_adaod,England
13,male,0,0,0,1e-8,1314525,adaod,0,50,10,0,0,5,male_adaod,England
14,male,0,0,0,1e-8,1314525,adaod,0,50,10,0,0,5,male_adaod,England
15,male,0,0,0,1e-8,1297063,adaod,0,50,15,0,0,5,male_adaod,England
16,male,0,0,0,1e-8,1297063,adaod,0,50,15,0,0,5,male_adaod,England
17,male,0,0,0,1e-8,1297063,adaod,0,50,15,0,0,5,male_adaod,England
18,male,0,0,0,1e-8,1297063,adaod,0,50,15,0,0,5,male_adaod,England
19,male,0,0,0,1e-8,1297063,adaod,0,50,15,0,0,5,male_adaod,England
20,male,0,0,0,1e-8,1425256,adaod,0,50,20,0,0,5,male_adaod,England
21,male,0,0,0,1e-8,1425256,adaod,0,50,20,0,0,5,male_adaod,England
22,male,0,0,0,1e-8,1425256,adaod,0,50,20,0,0,5,male_adaod,England
23,male,0,0,0,1e-8,1425256,adaod,0,50,20,0,0,5,male_adaod,England
24,male,0,0,0,1e-8,1425256,adaod,0,50,20,0,0,5,male_adaod,England
25,male,0,0,0,1e-8,1600539,adaod,0,50,25,0,0,5,male_adaod,England
26,male,0,0,0,1e-8,1600539,adaod,0,50,25,0,0,5,male_adaod,England
27,male,0,0,0,1e-8,1600539,adaod,0,50,25,0,0,5,male_adaod,England
28,male,0,0,0,1e-8,1600539,adaod,0,50,25,0,0,5,male_adaod,England
29,male,0,0,0,1e-8,1600539,adaod,0,50,25,0,0,5,male_adaod,England
30,male,0,0,0,1e-8,1598175,adaod,0,50,30,0,0,5,male_adaod,England
31,male,0,0,0,1e-8,1598175,adaod,0,50,30,0,0,5,male_adaod,England
32,male,0,0,0,1e-8,1598175,adaod,0,50,30,0,0,5,male_adaod,England
33,male,0,0,0,1e-8,1598175,adaod,0,50,30,0,0,5,male_adaod,England
34,male,0,0,0,1e-8,1598175,adaod,0,50,30,0,0,5,male_adaod,England
35,male,0,0,0,1e-8,1516645,adaod,0,50,35,0,0,5,male_adaod,England
36,male,0,0,0,1e-8,1516645,adaod,0,50,35,0,0,5,male_adaod,England
37,male,0,0,0,1e-8,1516645,adaod,0,50,35,0,0,5,male_adaod,England
38,male,0,0,0,1e-8,1516645,adaod,0,50,35,0,0,5,male_adaod,England
39,male,0,0,0,1e-8,1516645,adaod,0,50,35,0,0,5,male_adaod,England
