age,sex,mort,ylds (years lived with disability)_rate_crdd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,1.444785038116269e-5,9.479219049425757e-5,9.139261596787982e-4,3.2645351076259285e-4,15449,crdd,0,10,0,0,0,5,male_crdd,leeds
1,male,1.444785038116269e-5,9.479219049425757e-5,9.139261596787982e-4,3.2645351076259285e-4,15449,crdd,0,10,0,0,0,5,male_crdd,leeds
2,male,1.444785038116269e-5,9.479219049425757e-5,9.139261596787982e-4,3.2645351076259285e-4,15449,crdd,0,10,0,0,0,5,male_crdd,leeds
3,male,1.444785038116269e-5,9.479219049425757e-5,9.139261596787982e-4,3.2645351076259285e-4,15449,crdd,0,10,0,0,0,5,male_crdd,leeds
4,male,1.444785038116269e-5,9.479219049425757e-5,9.139261596787982e-4,3.2645351076259285e-4,15449,crdd,0,10,0,0,0,5,male_crdd,leeds
5,male,2.4116734064427475e-6,2.1277584035179846e-4,0.002274479473589336,2.3006724147391774e-4,16043,crdd,0,10,5,0,0,5,male_crdd,leeds
6,male,2.4116734064427475e-6,2.1277584035179846e-4,0.002274479473589336,2.3006724147391774e-4,16043,crdd,0,10,5,0,0,5,male_crdd,leeds
7,male,2.4116734064427475e-6,2.1277584035179846e-4,0.002274479473589336,2.3006724147391774e-4,16043,crdd,0,10,5,0,0,5,male_crdd,leeds
8,male,2.4116734064427475e-6,2.1277584035179846e-4,0.002274479473589336,2.3006724147391774e-4,16043,crdd,0,10,5,0,0,5,male_crdd,leeds
9,male,2.4116734064427475e-6,2.1277584035179846e-4,0.002274479473589336,2.3006724147391774e-4,16043,crdd,0,10,5,0,0,5,male_crdd,leeds
10,male,3.117095850191978e-6,2.061509212101305e-4,0.0016384207595482015,2.2962007367031414e-4,14506,crdd,0,50,10,0,0,5,male_crdd,leeds
11,male,3.117095850191978e-6,2.061509212101305e-4,0.0016384207595482015,2.2962007367031414e-4,14506,crdd,0,50,10,0,0,5,male_crdd,leeds
12,male,3.117095850191978e-6,2.061509212101305e-4,0.0016384207595482015,2.2962007367031414e-4,14506,crdd,0,50,10,0,0,5,male_crdd,leeds
13,male,3.117095850191978e-6,2.061509212101305e-4,0.0016384207595482015,2.2962007367031414e-4,14506,crdd,0,50,10,0,0,5,male_crdd,leeds
14,male,3.117095850191978e-6,2.061509212101305e-4,0.0016384207595482015,2.2962007367031414e-4,14506,crdd,0,50,10,0,0,5,male_crdd,leeds
15,male,1.61515247987642e-5,3.122463200960247e-4,0.0029644156903022804,3.703698620816405e-4,13985,crdd,0,50,15,0,0,5,male_crdd,leeds
16,male,1.61515247987642e-5,3.122463200960247e-4,0.0029644156903022804,3.703698620816405e-4,13985,crdd,0,50,15,0,0,5,male_crdd,leeds
17,male,1.61515247987642e-5,3.122463200960247e-4,0.0029644156903022804,3.703698620816405e-4,13985,crdd,0,50,15,0,0,5,male_crdd,leeds
18,male,1.61515247987642e-5,3.122463200960247e-4,0.0029644156903022804,3.703698620816405e-4,13985,crdd,0,50,15,0,0,5,male_crdd,leeds
19,male,1.61515247987642e-5,3.122463200960247e-4,0.0029644156903022804,3.703698620816405e-4,13985,crdd,0,50,15,0,0,5,male_crdd,leeds
20,male,2.432207546721233e-5,3.8750336649460727e-4,0.0037322854271484604,6.710185957164731e-4,15610,crdd,0,50,20,0,0,5,male_crdd,leeds
21,male,2.432207546721233e-5,3.8750336649460727e-4,0.0037322854271484604,6.710185957164731e-4,15610,crdd,0,50,20,0,0,5,male_crdd,leeds
22,male,2.432207546721233e-5,3.8750336649460727e-4,0.0037322854271484604,6.710185957164731e-4,15610,crdd,0,50,20,0,0,5,male_crdd,leeds
23,male,2.432207546721233e-5,3.8750336649460727e-4,0.0037322854271484604,6.710185957164731e-4,15610,crdd,0,50,20,0,0,5,male_crdd,leeds
24,male,2.432207546721233e-5,3.8750336649460727e-4,0.0037322854271484604,6.710185957164731e-4,15610,crdd,0,50,20,0,0,5,male_crdd,leeds
25,male,4.506360899236713e-5,6.342245225090002e-4,0.008206439230001385,0.0011357587591748492,17383,crdd,0,50,25,0,1,5,male_crdd,leeds
26,male,4.506360899236713e-5,6.342245225090002e-4,0.008206439230001385,0.0011357587591748492,17383,crdd,0,50,25,0,1,5,male_crdd,leeds
