age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,15216,adaod,0,10,0,0,0,5,male_adaod,North East England
1,male,0,0,0,1e-8,15216,adaod,0,10,0,0,0,5,male_adaod,North East England
2,male,0,0,0,1e-8,15216,adaod,0,10,0,0,0,5,male_adaod,North East England
3,male,0,0,0,1e-8,15216,adaod,0,10,0,0,0,5,male_adaod,North East England
4,male,0,0,0,1e-8,15216,adaod,0,10,0,0,0,5,male_adaod,North East England
5,male,0,0,0,1e-8,16036,adaod,0,10,5,0,0,5,male_adaod,North East England
6,male,0,0,0,1e-8,16036,adaod,0,10,5,0,0,5,male_adaod,North East England
7,male,0,0,0,1e-8,16036,adaod,0,10,5,0,0,5,male_adaod,North East England
8,male,0,0,0,1e-8,16036,adaod,0,10,5,0,0,5,male_adaod,North East England
9,male,0,0,0,1e-8,16036,adaod,0,10,5,0,0,5,male_adaod,North East England
10,male,0,0,0,1e-8,14842,adaod,0,50,10,0,0,5,male_adaod,North East England
11,male,0,0,0,1e-8,14842,adaod,0,50,10,0,0,5,male_adaod,North East England
12,male,0,0,0,1e-8,14842,adaod,0,50,10,0,0,5,male_adaod,North East England
13,male,0,0,0,1e-8,14842,adaod,0,50,10,0,0,5,male_adaod,North East England
14,male,0,0,0,1e-8,14842,adaod,0,50,10,0,0,5,male_adaod,North East England
15,male,0,0,0,1e-8,15215,adaod,0,50,15,0,0,5,male_adaod,North East England
16,male,0,0,0,1e-8,15215,adaod,0,50,15,0,0,5,male_adaod,North East England
17,male,0,0,0,1e-8,15215,adaod,0,50,15,0,0,5,male_adaod,North East England
18,male,0,0,0,1e-8,15215,adaod,0,50,15,0,0,5,male_adaod,North East England
19,male,0,0,0,1e-8,15215,adaod,0,50,15,0,0,5,male_adaod,North East England
20,male,0,0,0,1e-8,17404,adaod,0,50,20,0,0,5,male_adaod,North East England
21,male,0,0,0,1e-8,17404,adaod,0,50,20,0,0,5,male_adaod,North East England
22,male,0,0,0,1e-8,17404,adaod,0,50,20,0,0,5,male_adaod,North East England
23,male,0,0,0,1e-8,17404,adaod,0,50,20,0,0,5,male_adaod,North East England
24,male,0,0,0,1e-8,17404,adaod,0,50,20,0,0,5,male_adaod,North East England
25,male,0,0,0,1e-8,18636,adaod,0,50,25,0,0,5,male_adaod,North East England
26,male,0,0,0,1e-8,18636,adaod,0,50,25,0,0,5,male_adaod,North East England
27,male,0,0,0,1e-8,18636,adaod,0,50,25,0,0,5,male_adaod,North East England
28,male,0,0,0,1e-8,18636,adaod,0,50,25,0,0,5,male_adaod,North East England
29,male,0,0,0,1e-8,18636,adaod,0,50,25,0,0,5,male_adaod,North East England
30,male,0,0,0,1e-8,17295,adaod,0,50,30,0,0,5,male_adaod,North East England
31,male,0,0,0,1e-8,17295,adaod,0,50,30,0,0,5,male_adaod,North East England
32,male,0,0,0,1e-8,17295,adaod,0,50,30,0,0,5,male_adaod,North East England
33,male,0,0,0,1e-8,17295,adaod,0,50,30,0,0,5,male_adaod,North East England
34,male,0,0,0,1e-8,17295,adaod,0,50,30,0,0,5,male_adaod,North East England
35,male,0,0,0,1e-8,16399,adaod,0,50,35,0,0,5,male_adaod,North East England
36,male,0,0,0,1e-8,16399,adaod,0,50,35,0,0,5,male_adaod,North East England
37,male,0,0,0,1e-8,16399,adaod,0,50,35,0,0,5,male_adaod,North East England
38,male,0,0,0,1e-8,16399,adaod,0,50,35,0,0,5,male_adaod,North East England
39,male,0,0,0,1e-8,16399,adaod,0,50,35,0,0,5,male_adaod,North East England
40,male,2.0589751648286847e-6,7.852359078243048e-6,5.8965226460352866e-5,3.5096992958386654e-5,15345,adaod,0,50,40,0,0,5,male_adaod,North East England
41,male,2.0589751648286847e-6,7.852359078243048e-6,5.8965226460352866e-5,3.5096992958386654e-5,15345,adaod,0,50,40,0,0,5,male_adaod,North East England
42,male,2.0589751648286847e-6,7.852359078243048e-6,5.8965226460352866e-5,3.5096992958386654e-5,15345,adaod,0,50,40,0,0,5,male_adaod,North East England
43,male,2.0589751648286847e-6,7.852359078243048e-6,5.8965226460352866e-5,3.5096992958386654e-5,15345,adaod,0,50,40,0,0,5,male_adaod,North East England
44,male,2.0589751648286847e-6,7.852359078243048e-6,5.8965226460352866e-5,3.5096992958386654e-5,15345,adaod,0,50,40,0,0,5,male_adaod,North East England
45,male,6.578653056827229e-6,5.455954018526644e-5,4.1839334307161466e-4,1.1749284915920009e-4,17854,adaod,0,50,45,0,0,5,male_adaod,North East England
46,male,6.578653056827229e-6,5.455954018526644e-5,4.1839334307161466e-4,1.1749284915920009e-4,17854,adaod,0,50,45,0,0,5,male_adaod,North East England
47,male,6.578653056827229e-6,5.455954018526644e-5,4.1839334307161466e-4,1.1749284915920009e-4,17854,adaod,0,50,45,0,0,5,male_adaod,North East England
48,male,6.578653056827229e-6,5.455954018526644e-5,4.1839334307161466e-4,1.1749284915920009e-4,17854,adaod,0,50,45,0,0,5,male_adaod,North East England
49,male,6.578653056827229e-6,5.455954018526644e-5,4.1839334307161466e-4,1.1749284915920009e-4,17854,adaod,0,50,45,0,0,5,male_adaod,North East England
50,male,1.4381751348617051e-5,1.4944794238320707e-4,0.0011907383440808406,2.0315285683859778e-4,19109,adaod,0,50,50,0,0,5,male_adaod,North East England
51,male,1.4381751348617051e-5,1.4944794238320707e-4,0.0011907383440808406,2.0315285683859778e-4,19109,adaod,0,50,50,0,0,5,male_adaod,North East England
52,male,1.4381751348617051e-5,1.4944794238320707e-4,0.0011907383440808406,2.0315285683859778e-4,19109,adaod,0,50,50,0,0,5,male_adaod,North East England
53,male,1.4381751348617051e-5,1.4944794238320707e-4,0.0011907383440808406,2.0315285683859778e-4,19109,adaod,0,50,50,0,0,5,male_adaod,North East England
54,male,1.4381751348617051e-5,1.4944794238320707e-4,0.0011907383440808406,2.0315285683859778e-4,19109,adaod,0,50,50,0,0,5,male_adaod,North East England
55,male,3.724720488645911e-5,2.992827121029913e-4,0.0024749746818311194,3.825942391335107e-4,17762,adaod,0,50,55,0,1,5,male_adaod,North East England
56,male,3.724720488645911e-5,2.992827121029913e-4,0.0024749746818311194,3.825942391335107e-4,17762,adaod,0,50,55,0,1,5,male_adaod,North East England
57,male,3.724720488645911e-5,2.992827121029913e-4,0.0024749746818311194,3.825942391335107e-4,17762,adaod,0,50,55,0,1,5,male_adaod,North East England
58,male,3.724720488645911e-5,2.992827121029913e-4,0.0024749746818311194,3.825942391335107e-4,17762,adaod,0,50,55,0,1,5,male_adaod,North East England
59,male,3.724720488645911e-5,2.992827121029913e-4,0.0024749746818311194,3.825942391335107e-4,17762,adaod,0,50,55,0,1,5,male_adaod,North East England
60,male,1.0589994333762795e-4,6.097587185326656e-4,0.005113309535179837,8.455979612275927e-4,15490,adaod,0,50,60,0,2,5,male_adaod,North East England
61,male,1.0589994333762795e-4,6.097587185326656e-4,0.005113309535179837,8.455979612275927e-4,15490,adaod,0,50,60,0,2,5,male_adaod,North East England
62,male,1.0589994333762795e-4,6.097587185326656e-4,0.005113309535179837,8.455979612275927e-4,15490,adaod,0,50,60,0,2,5,male_adaod,North East England
63,male,1.0589994333762795e-4,6.097587185326656e-4,0.005113309535179837,8.455979612275927e-4,15490,adaod,0,50,60,0,2,5,male_adaod,North East England
64,male,1.0589994333762795e-4,6.097587185326656e-4,0.005113309535179837,8.455979612275927e-4,15490,adaod,0,50,60,0,2,5,male_adaod,North East England
65,male,2.727391179946775e-4,0.001279803704431965,0.010862369316699722,0.001910348831626082,15237,adaod,0,50,65,1,4,5,male_adaod,North East England
66,male,2.727391179946775e-4,0.001279803704431965,0.010862369316699722,0.001910348831626082,15237,adaod,0,50,65,1,4,5,male_adaod,North East England
67,male,2.727391179946775e-4,0.001279803704431965,0.010862369316699722,0.001910348831626082,15237,adaod,0,50,65,1,4,5,male_adaod,North East England
68,male,2.727391179946775e-4,0.001279803704431965,0.010862369316699722,0.001910348831626082,15237,adaod,0,50,65,1,4,5,male_adaod,North East England
69,male,2.727391179946775e-4,0.001279803704431965,0.010862369316699722,0.001910348831626082,15237,adaod,0,50,65,1,4,5,male_adaod,North East England
70,male,6.867392722909016e-4,0.003285041475711984,0.024064968455926837,0.004609552264493352,12182,adaod,0,50,70,1,8,5,male_adaod,North East England
