age,sex,mort,ylds (years lived with disability)_rate_brsc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,1303568,brsc,0,10,0,0,0,5,female_brsc,England
1,female,0,0,0,1e-8,1303568,brsc,0,10,0,0,0,5,female_brsc,England
2,female,0,0,0,1e-8,1303568,brsc,0,10,0,0,0,5,female_brsc,England
3,female,0,0,0,1e-8,1303568,brsc,0,10,0,0,0,5,female_brsc,England
4,female,0,0,0,1e-8,1303568,brsc,0,10,0,0,0,5,female_brsc,England
5,female,0,0,0,1e-8,1360455,brsc,0,10,5,0,0,5,female_brsc,England
6,female,0,0,0,1e-8,1360455,brsc,0,10,5,0,0,5,female_brsc,England
7,female,0,0,0,1e-8,1360455,brsc,0,10,5,0,0,5,female_brsc,England
8,female,0,0,0,1e-8,1360455,brsc,0,10,5,0,0,5,female_brsc,England
9,female,0,0,0,1e-8,1360455,brsc,0,10,5,0,0,5,female_brsc,England
10,female,0,0,0,1e-8,1253968,brsc,0,50,10,0,0,5,female_brsc,England
11,female,0,0,0,1e-8,1253968,brsc,0,50,10,0,0,5,female_brsc,England
12,female,0,0,0,1e-8,1253968,brsc,0,50,10,0,0,5,female_brsc,England
13,female,0,0,0,1e-8,1253968,brsc,0,50,10,0,0,5,female_brsc,England
14,female,0,0,0,1e-8,1253968,brsc,0,50,10,0,0,5,female_brsc,England
15,female,2.0553862154423783e-7,2.1945120647591995e-6,2.6849880160240606e-5,2.724585747763112e-6,1237874,brsc,0,50,15,0,0,5,female_brsc,England
16,female,2.0553862154423783e-7,2.1945120647591995e-6,2.6849880160240606e-5,2.724585747763112e-6,1237874,brsc,0,50,15,0,0,5,female_brsc,England
17,female,2.0553862154423783e-7,2.1945120647591995e-6,2.6849880160240606e-5,2.724585747763112e-6,1237874,brsc,0,50,15,0,0,5,female_brsc,England
18,female,2.0553862154423783e-7,2.1945120647591995e-6,2.6849880160240606e-5,2.724585747763112e-6,1237874,brsc,0,50,15,0,0,5,female_brsc,England
19,female,2.0553862154423783e-7,2.1945120647591995e-6,2.6849880160240606e-5,2.724585747763112e-6,1237874,brsc,0,50,15,0,0,5,female_brsc,England
20,female,1.0455926115055234e-6,1.2871059163715513e-5,1.5527279119948164e-4,1.613458170809307e-5,1387453,brsc,0,50,20,0,1,5,female_brsc,England
21,female,1.0455926115055234e-6,1.2871059163715513e-5,1.5527279119948164e-4,1.613458170809307e-5,1387453,brsc,0,50,20,0,1,5,female_brsc,England
22,female,1.0455926115055234e-6,1.2871059163715513e-5,1.5527279119948164e-4,1.613458170809307e-5,1387453,brsc,0,50,20,0,1,5,female_brsc,England
23,female,1.0455926115055234e-6,1.2871059163715513e-5,1.5527279119948164e-4,1.613458170809307e-5,1387453,brsc,0,50,20,0,1,5,female_brsc,England
24,female,1.0455926115055234e-6,1.2871059163715513e-5,1.5527279119948164e-4,1.613458170809307e-5,1387453,brsc,0,50,20,0,1,5,female_brsc,England
25,female,8.075124291348692e-6,1.0732623235669777e-4,0.001260291487600304,1.4276509375933487e-4,1583607,brsc,0,50,25,0,13,5,female_brsc,England
26,female,8.075124291348692e-6,1.0732623235669777e-4,0.001260291487600304,1.4276509375933487e-4,1583607,brsc,0,50,25,0,13,5,female_brsc,England
27,female,8.075124291348692e-6,1.0732623235669777e-4,0.001260291487600304,1.4276509375933487e-4,1583607,brsc,0,50,25,0,13,5,female_brsc,England
28,female,8.075124291348692e-6,1.0732623235669777e-4,0.001260291487600304,1.4276509375933487e-4,1583607,brsc,0,50,25,0,13,5,female_brsc,England
29,female,8.075124291348692e-6,1.0732623235669777e-4,0.001260291487600304,1.4276509375933487e-4,1583607,brsc,0,50,25,0,13,5,female_brsc,England
30,female,3.512471995543659e-5,2.890324392880999e-4,0.003468950486729764,3.989194563234447e-4,1578359,brsc,0,50,30,0,55,5,female_brsc,England
31,female,3.512471995543659e-5,2.890324392880999e-4,0.003468950486729764,3.989194563234447e-4,1578359,brsc,0,50,30,0,55,5,female_brsc,England
32,female,3.512471995543659e-5,2.890324392880999e-4,0.003468950486729764,3.989194563234447e-4,1578359,brsc,0,50,30,0,55,5,female_brsc,England
33,female,3.512471995543659e-5,2.890324392880999e-4,0.003468950486729764,3.989194563234447e-4,1578359,brsc,0,50,30,0,55,5,female_brsc,England
34,female,3.512471995543659e-5,2.890324392880999e-4,0.003468950486729764,3.989194563234447e-4,1578359,brsc,0,50,30,0,55,5,female_brsc,England
35,female,8.280150045560123e-5,5.531003075814214e-4,0.006810672276793774,7.786276067472103e-4,1498204,brsc,0,50,35,0,124,5,female_brsc,England
36,female,8.280150045560123e-5,5.531003075814214e-4,0.006810672276793774,7.786276067472103e-4,1498204,brsc,0,50,35,0,124,5,female_brsc,England
37,female,8.280150045560123e-5,5.531003075814214e-4,0.006810672276793774,7.786276067472103e-4,1498204,brsc,0,50,35,0,124,5,female_brsc,England
38,female,8.280150045560123e-5,5.531003075814214e-4,0.006810672276793774,7.786276067472103e-4,1498204,brsc,0,50,35,0,124,5,female_brsc,England
39,female,8.280150045560123e-5,5.531003075814214e-4,0.006810672276793774,7.786276067472103e-4,1498204,brsc,0,50,35,0,124,5,female_brsc,England
40,female,1.5805427954469805e-4,0.001008479930948889,0.012558502474144445,0.0014195889054275446,1408651,brsc,0,50,40,1,223,5,female_brsc,England
41,female,1.5805427954469805e-4,0.001008479930948889,0.012558502474144445,0.0014195889054275446,1408651,brsc,0,50,40,1,223,5,female_brsc,England
42,female,1.5805427954469805e-4,0.001008479930948889,0.012558502474144445,0.0014195889054275446,1408651,brsc,0,50,40,1,223,5,female_brsc,England
43,female,1.5805427954469805e-4,0.001008479930948889,0.012558502474144445,0.0014195889054275446,1408651,brsc,0,50,40,1,223,5,female_brsc,England
44,female,1.5805427954469805e-4,0.001008479930948889,0.012558502474144445,0.0014195889054275446,1408651,brsc,0,50,40,1,223,5,female_brsc,England
45,female,2.6120309848255734e-4,0.0015357014290958708,0.019301786677287616,0.002144312958849047,1575993,brsc,0,50,45,1,412,5,female_brsc,England
46,female,2.6120309848255734e-4,0.0015357014290958708,0.019301786677287616,0.002144312958849047,1575993,brsc,0,50,45,1,412,5,female_brsc,England
47,female,2.6120309848255734e-4,0.0015357014290958708,0.019301786677287616,0.002144312958849047,1575993,brsc,0,50,45,1,412,5,female_brsc,England
48,female,2.6120309848255734e-4,0.0015357014290958708,0.019301786677287616,0.002144312958849047,1575993,brsc,0,50,45,1,412,5,female_brsc,England
49,female,2.6120309848255734e-4,0.0015357014290958708,0.019301786677287616,0.002144312958849047,1575993,brsc,0,50,45,1,412,5,female_brsc,England
50,female,3.8382967302584e-4,0.0018498550732474013,0.023718475774850565,0.0025732019763208464,1582582,brsc,0,50,50,1,607,5,female_brsc,England
51,female,3.8382967302584e-4,0.0018498550732474013,0.023718475774850565,0.0025732019763208464,1582582,brsc,0,50,50,1,607,5,female_brsc,England
52,female,3.8382967302584e-4,0.0018498550732474013,0.023718475774850565,0.0025732019763208464,1582582,brsc,0,50,50,1,607,5,female_brsc,England
53,female,3.8382967302584e-4,0.0018498550732474013,0.023718475774850565,0.0025732019763208464,1582582,brsc,0,50,50,1,607,5,female_brsc,England
54,female,3.8382967302584e-4,0.0018498550732474013,0.023718475774850565,0.0025732019763208464,1582582,brsc,0,50,50,1,607,5,female_brsc,England
55,female,4.951480387037585e-4,0.0020789203754674576,0.027304355917599585,0.0028342929136741858,1390203,brsc,0,50,55,1,688,5,female_brsc,England
56,female,4.951480387037585e-4,0.0020789203754674576,0.027304355917599585,0.0028342929136741858,1390203,brsc,0,50,55,1,688,5,female_brsc,England
57,female,4.951480387037585e-4,0.0020789203754674576,0.027304355917599585,0.0028342929136741858,1390203,brsc,0,50,55,1,688,5,female_brsc,England
58,female,4.951480387037585e-4,0.0020789203754674576,0.027304355917599585,0.0028342929136741858,1390203,brsc,0,50,55,1,688,5,female_brsc,England
59,female,4.951480387037585e-4,0.0020789203754674576,0.027304355917599585,0.0028342929136741858,1390203,brsc,0,50,55,1,688,5,female_brsc,England
60,female,5.966003626583752e-4,0.0024710904571236085,0.032777751713021455,0.0032943289396529457,1195743,brsc,0,50,60,2,713,5,female_brsc,England
61,female,5.966003626583752e-4,0.0024710904571236085,0.032777751713021455,0.0032943289396529457,1195743,brsc,0,50,60,2,713,5,female_brsc,England
62,female,5.966003626583752e-4,0.0024710904571236085,0.032777751713021455,0.0032943289396529457,1195743,brsc,0,50,60,2,713,5,female_brsc,England
63,female,5.966003626583752e-4,0.0024710904571236085,0.032777751713021455,0.0032943289396529457,1195743,brsc,0,50,60,2,713,5,female_brsc,England
64,female,5.966003626583752e-4,0.0024710904571236085,0.032777751713021455,0.0032943289396529457,1195743,brsc,0,50,60,2,713,5,female_brsc,England
65,female,7.602312134535733e-4,0.0027208349909874675,0.03639306770802032,0.0036460264074389915,1195564,brsc,0,50,65,2,909,5,female_brsc,England
66,female,7.602312134535733e-4,0.0027208349909874675,0.03639306770802032,0.0036460264074389915,1195564,brsc,0,50,65,2,909,5,female_brsc,England
67,female,7.602312134535733e-4,0.0027208349909874675,0.03639306770802032,0.0036460264074389915,1195564,brsc,0,50,65,2,909,5,female_brsc,England
68,female,7.602312134535733e-4,0.0027208349909874675,0.03639306770802032,0.0036460264074389915,1195564,brsc,0,50,65,2,909,5,female_brsc,England
69,female,7.602312134535733e-4,0.0027208349909874675,0.03639306770802032,0.0036460264074389915,1195564,brsc,0,50,65,2,909,5,female_brsc,England
70,female,9.133484780599996e-4,0.002647996199153121,0.035520078948893974,0.0035504701416584714,1045617,brsc,0,50,70,2,955,5,female_brsc,England
71,female,9.133484780599996e-4,0.002647996199153121,0.035520078948893974,0.0035504701416584714,1045617,brsc,0,50,70,2,955,5,female_brsc,England
72,female,9.133484780599996e-4,0.002647996199153121,0.035520078948893974,0.0035504701416584714,1045617,brsc,0,50,70,2,955,5,female_brsc,England
73,female,9.133484780599996e-4,0.002647996199153121,0.035520078948893974,0.0035504701416584714,1045617,brsc,0,50,70,2,955,5,female_brsc,England
74,female,9.133484780599996e-4,0.002647996199153121,0.035520078948893974,0.0035504701416584714,1045617,brsc,0,50,70,2,955,5,female_brsc,England
75,female,0.0013159091316437173,0.0030906618268436736,0.039864978941669106,0.0042128806485318155,778572,brsc,0,50,75,2,1024,5,female_brsc,England
76,female,0.0013159091316437173,0.0030906618268436736,0.039864978941669106,0.0042128806485318155,778572,brsc,0,50,75,2,1024,5,female_brsc,England
77,female,0.0013159091316437173,0.0030906618268436736,0.039864978941669106,0.0042128806485318155,778572,brsc,0,50,75,2,1024,5,female_brsc,England
78,female,0.0013159091316437173,0.0030906618268436736,0.039864978941669106,0.0042128806485318155,778572,brsc,0,50,75,2,1024,5,female_brsc,England
79,female,0.0013159091316437173,0.0030906618268436736,0.039864978941669106,0.0042128806485318155,778572,brsc,0,50,75,2,1024,5,female_brsc,England
80,female,0.0018628956721621177,0.0029003652928862506,0.03626134299136786,0.004159120998931574,602821,brsc,0,20,80,1,1122,5,female_brsc,England
81,female,0.0018628956721621177,0.0029003652928862506,0.03626134299136786,0.004159120998931574,602821,brsc,0,20,80,1,1122,5,female_brsc,England
82,female,0.0018628956721621177,0.0029003652928862506,0.03626134299136786,0.004159120998931574,602821,brsc,0,20,80,1,1122,5,female_brsc,England
83,female,0.0018628956721621177,0.0029003652928862506,0.03626134299136786,0.004159120998931574,602821,brsc,0,20,80,1,1122,5,female_brsc,England
84,female,0.0018628956721621177,0.0029003652928862506,0.03626134299136786,0.004159120998931574,602821,brsc,0,20,80,1,1122,5,female_brsc,England
85,female,0.003045954881483813,0.004444921594513593,0.04790272980678563,0.006806457256978264,400548,brsc,0,20,85,1,1218,5,female_brsc,England
86,female,0.003045954881483813,0.004444921594513593,0.04790272980678563,0.006806457256978264,400548,brsc,0,20,85,1,1218,5,female_brsc,England
87,female,0.003045954881483813,0.004444921594513593,0.04790272980678563,0.006806457256978264,400548,brsc,0,20,85,1,1218,5,female_brsc,England
88,female,0.003045954881483813,0.004444921594513593,0.04790272980678563,0.006806457256978264,400548,brsc,0,20,85,1,1218,5,female_brsc,England
89,female,0.003045954881483813,0.004444921594513593,0.04790272980678563,0.006806457256978264,400548,brsc,0,20,85,1,1218,5,female_brsc,England
90,female,0.0040655022532983635,0.005593106193872072,0.053132052954324833,0.009111900674609923,200042,brsc,0,10,90,1,812,5,female_brsc,England
91,female,0.0040655022532983635,0.005593106193872072,0.053132052954324833,0.009111900674609923,200042,brsc,0,10,90,1,812,5,female_brsc,England
92,female,0.0040655022532983635,0.005593106193872072,0.053132052954324833,0.009111900674609923,200042,brsc,0,10,90,1,812,5,female_brsc,England
93,female,0.0040655022532983635,0.005593106193872072,0.053132052954324833,0.009111900674609923,200042,brsc,0,10,90,1,812,5,female_brsc,England
94,female,0.0040655022532983635,0.005593106193872072,0.053132052954324833,0.009111900674609923,200042,brsc,0,10,90,1,812,5,female_brsc,England
95,female,0.005753267749628017,0.003970989384266823,0.034632488044559435,0.01293315379202701,53026,brsc,0,10,95,0,304,6,female_brsc,England
96,female,0.005753267749628017,0.003970989384266823,0.034632488044559435,0.01293315379202701,53026,brsc,0,10,95,0,304,6,female_brsc,England
97,female,0.005753267749628017,0.003970989384266823,0.034632488044559435,0.01293315379202701,53026,brsc,0,10,95,0,304,6,female_brsc,England
98,female,0.005753267749628017,0.003970989384266823,0.034632488044559435,0.01293315379202701,53026,brsc,0,10,95,0,304,6,female_brsc,England
99,female,0.005753267749628017,0.003970989384266823,0.034632488044559435,0.01293315379202701,53026,brsc,0,10,95,0,304,6,female_brsc,England
100,female,0.005753267749628017,0.003970989384266823,0.034632488044559435,0.01293315379202701,53026,brsc,0,10,95,0,304,6,female_brsc,England
