age,sex,mort,ylds (years lived with disability)_rate_carc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,29108,carc,0,10,0,0,0,5,female_carc,South West England
1,female,0,0,0,1e-8,29108,carc,0,10,0,0,0,5,female_carc,South West England
2,female,0,0,0,1e-8,29108,carc,0,10,0,0,0,5,female_carc,South West England
3,female,0,0,0,1e-8,29108,carc,0,10,0,0,0,5,female_carc,South West England
4,female,0,0,0,1e-8,29108,carc,0,10,0,0,0,5,female_carc,South West England
5,female,0,0,0,1e-8,30672,carc,0,10,5,0,0,5,female_carc,South West England
6,female,0,0,0,1e-8,30672,carc,0,10,5,0,0,5,female_carc,South West England
7,female,0,0,0,1e-8,30672,carc,0,10,5,0,0,5,female_carc,South West England
8,female,0,0,0,1e-8,30672,carc,0,10,5,0,0,5,female_carc,South West England
9,female,0,0,0,1e-8,30672,carc,0,10,5,0,0,5,female_carc,South West England
10,female,0,0,0,1e-8,29175,carc,0,50,10,0,0,5,female_carc,South West England
11,female,0,0,0,1e-8,29175,carc,0,50,10,0,0,5,female_carc,South West England
12,female,0,0,0,1e-8,29175,carc,0,50,10,0,0,5,female_carc,South West England
13,female,0,0,0,1e-8,29175,carc,0,50,10,0,0,5,female_carc,South West England
14,female,0,0,0,1e-8,29175,carc,0,50,10,0,0,5,female_carc,South West England
15,female,3.825243515062727e-7,1.6135588444243556e-6,1.459571869831135e-5,2.066332233271015e-6,29922,carc,0,50,15,0,0,5,female_carc,South West England
16,female,3.825243515062727e-7,1.6135588444243556e-6,1.459571869831135e-5,2.066332233271015e-6,29922,carc,0,50,15,0,0,5,female_carc,South West England
17,female,3.825243515062727e-7,1.6135588444243556e-6,1.459571869831135e-5,2.066332233271015e-6,29922,carc,0,50,15,0,0,5,female_carc,South West England
18,female,3.825243515062727e-7,1.6135588444243556e-6,1.459571869831135e-5,2.066332233271015e-6,29922,carc,0,50,15,0,0,5,female_carc,South West England
19,female,3.825243515062727e-7,1.6135588444243556e-6,1.459571869831135e-5,2.066332233271015e-6,29922,carc,0,50,15,0,0,5,female_carc,South West England
20,female,1.6481169688053328e-6,7.918436051296924e-6,7.46096418051288e-5,1.0407227087174921e-5,32369,carc,0,50,20,0,0,5,female_carc,South West England
21,female,1.6481169688053328e-6,7.918436051296924e-6,7.46096418051288e-5,1.0407227087174921e-5,32369,carc,0,50,20,0,0,5,female_carc,South West England
22,female,1.6481169688053328e-6,7.918436051296924e-6,7.46096418051288e-5,1.0407227087174921e-5,32369,carc,0,50,20,0,0,5,female_carc,South West England
23,female,1.6481169688053328e-6,7.918436051296924e-6,7.46096418051288e-5,1.0407227087174921e-5,32369,carc,0,50,20,0,0,5,female_carc,South West England
24,female,1.6481169688053328e-6,7.918436051296924e-6,7.46096418051288e-5,1.0407227087174921e-5,32369,carc,0,50,20,0,0,5,female_carc,South West England
25,female,4.909112121847919e-6,2.0702299813406275e-5,2.0501125128018986e-4,2.8746433085020844e-5,35027,carc,0,50,25,0,0,5,female_carc,South West England
26,female,4.909112121847919e-6,2.0702299813406275e-5,2.0501125128018986e-4,2.8746433085020844e-5,35027,carc,0,50,25,0,0,5,female_carc,South West England
27,female,4.909112121847919e-6,2.0702299813406275e-5,2.0501125128018986e-4,2.8746433085020844e-5,35027,carc,0,50,25,0,0,5,female_carc,South West England
28,female,4.909112121847919e-6,2.0702299813406275e-5,2.0501125128018986e-4,2.8746433085020844e-5,35027,carc,0,50,25,0,0,5,female_carc,South West England
29,female,4.909112121847919e-6,2.0702299813406275e-5,2.0501125128018986e-4,2.8746433085020844e-5,35027,carc,0,50,25,0,0,5,female_carc,South West England
30,female,1.1536148015055552e-5,4.599240127763928e-5,4.969116144650194e-4,6.984608564410644e-5,33987,carc,0,50,30,0,0,5,female_carc,South West England
31,female,1.1536148015055552e-5,4.599240127763928e-5,4.969116144650194e-4,6.984608564410644e-5,33987,carc,0,50,30,0,0,5,female_carc,South West England
32,female,1.1536148015055552e-5,4.599240127763928e-5,4.969116144650194e-4,6.984608564410644e-5,33987,carc,0,50,30,0,0,5,female_carc,South West England
33,female,1.1536148015055552e-5,4.599240127763928e-5,4.969116144650194e-4,6.984608564410644e-5,33987,carc,0,50,30,0,0,5,female_carc,South West England
34,female,1.1536148015055552e-5,4.599240127763928e-5,4.969116144650194e-4,6.984608564410644e-5,33987,carc,0,50,30,0,0,5,female_carc,South West England
35,female,1.8794135191306073e-5,6.611489513700616e-5,7.498180257360424e-4,1.0459571395900454e-4,32432,carc,0,50,35,0,1,5,female_carc,South West England
36,female,1.8794135191306073e-5,6.611489513700616e-5,7.498180257360424e-4,1.0459571395900454e-4,32432,carc,0,50,35,0,1,5,female_carc,South West England
