age,sex,mort,ylds (years lived with disability)_rate_stmc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,53915,stmc,0,10,0,0,0,5,male_stmc,South East England
1,male,0,0,0,1e-8,53915,stmc,0,10,0,0,0,5,male_stmc,South East England
2,male,0,0,0,1e-8,53915,stmc,0,10,0,0,0,5,male_stmc,South East England
3,male,0,0,0,1e-8,53915,stmc,0,10,0,0,0,5,male_stmc,South East England
4,male,0,0,0,1e-8,53915,stmc,0,10,0,0,0,5,male_stmc,South East England
5,male,0,0,0,1e-8,58045,stmc,0,10,5,0,0,5,male_stmc,South East England
6,male,0,0,0,1e-8,58045,stmc,0,10,5,0,0,5,male_stmc,South East England
7,male,0,0,0,1e-8,58045,stmc,0,10,5,0,0,5,male_stmc,South East England
8,male,0,0,0,1e-8,58045,stmc,0,10,5,0,0,5,male_stmc,South East England
9,male,0,0,0,1e-8,58045,stmc,0,10,5,0,0,5,male_stmc,South East England
10,male,0,0,0,1e-8,54635,stmc,0,50,10,0,0,5,male_stmc,South East England
11,male,0,0,0,1e-8,54635,stmc,0,50,10,0,0,5,male_stmc,South East England
12,male,0,0,0,1e-8,54635,stmc,0,50,10,0,0,5,male_stmc,South East England
13,male,0,0,0,1e-8,54635,stmc,0,50,10,0,0,5,male_stmc,South East England
14,male,0,0,0,1e-8,54635,stmc,0,50,10,0,0,5,male_stmc,South East England
15,male,1.3982837818449213e-7,3.498518812170182e-7,3.6724560484751162e-6,8.2965752548054e-7,53831,stmc,0,50,15,0,0,5,male_stmc,South East England
16,male,1.3982837818449213e-7,3.498518812170182e-7,3.6724560484751162e-6,8.2965752548054e-7,53831,stmc,0,50,15,0,0,5,male_stmc,South East England
17,male,1.3982837818449213e-7,3.498518812170182e-7,3.6724560484751162e-6,8.2965752548054e-7,53831,stmc,0,50,15,0,0,5,male_stmc,South East England
18,male,1.3982837818449213e-7,3.498518812170182e-7,3.6724560484751162e-6,8.2965752548054e-7,53831,stmc,0,50,15,0,0,5,male_stmc,South East England
19,male,1.3982837818449213e-7,3.498518812170182e-7,3.6724560484751162e-6,8.2965752548054e-7,53831,stmc,0,50,15,0,0,5,male_stmc,South East England
20,male,4.3994858184427464e-7,8.663330365832481e-7,9.038809752561396e-6,2.059501591097534e-6,55703,stmc,0,50,20,0,0,5,male_stmc,South East England
21,male,4.3994858184427464e-7,8.663330365832481e-7,9.038809752561396e-6,2.059501591097534e-6,55703,stmc,0,50,20,0,0,5,male_stmc,South East England
22,male,4.3994858184427464e-7,8.663330365832481e-7,9.038809752561396e-6,2.059501591097534e-6,55703,stmc,0,50,20,0,0,5,male_stmc,South East England
