age,sex,mort,ylds (years lived with disability)_rate_utrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,61818,utrc,0,10,0,0,0,5,female_utrc,london
1,female,0,0,0,1e-8,61818,utrc,0,10,0,0,0,5,female_utrc,london
2,female,0,0,0,1e-8,61818,utrc,0,10,0,0,0,5,female_utrc,london
3,female,0,0,0,1e-8,61818,utrc,0,10,0,0,0,5,female_utrc,london
4,female,0,0,0,1e-8,61818,utrc,0,10,0,0,0,5,female_utrc,london
5,female,0,0,0,1e-8,58489,utrc,0,10,5,0,0,5,female_utrc,london
6,female,0,0,0,1e-8,58489,utrc,0,10,5,0,0,5,female_utrc,london
7,female,0,0,0,1e-8,58489,utrc,0,10,5,0,0,5,female_utrc,london
8,female,0,0,0,1e-8,58489,utrc,0,10,5,0,0,5,female_utrc,london
9,female,0,0,0,1e-8,58489,utrc,0,10,5,0,0,5,female_utrc,london
10,female,0,0,0,1e-8,50232,utrc,0,50,10,0,0,5,female_utrc,london
11,female,0,0,0,1e-8,50232,utrc,0,50,10,0,0,5,female_utrc,london
12,female,0,0,0,1e-8,50232,utrc,0,50,10,0,0,5,female_utrc,london
13,female,0,0,0,1e-8,50232,utrc,0,50,10,0,0,5,female_utrc,london
14,female,0,0,0,1e-8,50232,utrc,0,50,10,0,0,5,female_utrc,london
15,female,8.399163318486527e-8,9.338917277630399e-7,1.3948866690826031e-5,1.622634530130341e-6,47216,utrc,0,50,15,0,0,5,female_utrc,london
16,female,8.399163318486527e-8,9.338917277630399e-7,1.3948866690826031e-5,1.622634530130341e-6,47216,utrc,0,50,15,0,0,5,female_utrc,london
17,female,8.399163318486527e-8,9.338917277630399e-7,1.3948866690826031e-5,1.622634530130341e-6,47216,utrc,0,50,15,0,0,5,female_utrc,london
18,female,8.399163318486527e-8,9.338917277630399e-7,1.3948866690826031e-5,1.622634530130341e-6,47216,utrc,0,50,15,0,0,5,female_utrc,london
19,female,8.399163318486527e-8,9.338917277630399e-7,1.3948866690826031e-5,1.622634530130341e-6,47216,utrc,0,50,15,0,0,5,female_utrc,london
20,female,1.249270840827225e-7,1.5740373967342852e-6,2.3530765187610384e-5,2.731362800510771e-6,60789,utrc,0,50,20,0,0,5,female_utrc,london
21,female,1.249270840827225e-7,1.5740373967342852e-6,2.3530765187610384e-5,2.731362800510771e-6,60789,utrc,0,50,20,0,0,5,female_utrc,london
22,female,1.249270840827225e-7,1.5740373967342852e-6,2.3530765187610384e-5,2.731362800510771e-6,60789,utrc,0,50,20,0,0,5,female_utrc,london
23,female,1.249270840827225e-7,1.5740373967342852e-6,2.3530765187610384e-5,2.731362800510771e-6,60789,utrc,0,50,20,0,0,5,female_utrc,london
24,female,1.249270840827225e-7,1.5740373967342852e-6,2.3530765187610384e-5,2.731362800510771e-6,60789,utrc,0,50,20,0,0,5,female_utrc,london
25,female,2.587625878148754e-7,3.86873806545882e-6,5.787980084992741e-5,6.71353923429026e-6,83549,utrc,0,50,25,0,0,5,female_utrc,london
26,female,2.587625878148754e-7,3.86873806545882e-6,5.787980084992741e-5,6.71353923429026e-6,83549,utrc,0,50,25,0,0,5,female_utrc,london
27,female,2.587625878148754e-7,3.86873806545882e-6,5.787980084992741e-5,6.71353923429026e-6,83549,utrc,0,50,25,0,0,5,female_utrc,london
28,female,2.587625878148754e-7,3.86873806545882e-6,5.787980084992741e-5,6.71353923429026e-6,83549,utrc,0,50,25,0,0,5,female_utrc,london
29,female,2.587625878148754e-7,3.86873806545882e-6,5.787980084992741e-5,6.71353923429026e-6,83549,utrc,0,50,25,0,0,5,female_utrc,london
30,female,4.962011148761758e-7,6.671295692893445e-6,1.0054039791861238e-4,1.1679682746458454e-5,87991,utrc,0,50,30,0,0,5,female_utrc,london
31,female,4.962011148761758e-7,6.671295692893445e-6,1.0054039791861238e-4,1.1679682746458454e-5,87991,utrc,0,50,30,0,0,5,female_utrc,london
32,female,4.962011148761758e-7,6.671295692893445e-6,1.0054039791861238e-4,1.1679682746458454e-5,87991,utrc,0,50,30,0,0,5,female_utrc,london
33,female,4.962011148761758e-7,6.671295692893445e-6,1.0054039791861238e-4,1.1679682746458454e-5,87991,utrc,0,50,30,0,0,5,female_utrc,london
34,female,4.962011148761758e-7,6.671295692893445e-6,1.0054039791861238e-4,1.1679682746458454e-5,87991,utrc,0,50,30,0,0,5,female_utrc,london
35,female,1.0903855921604492e-6,1.4375451739968583e-5,2.217848860068281e-4,2.572019048230728e-5,79164,utrc,0,50,35,0,0,5,female_utrc,london
36,female,1.0903855921604492e-6,1.4375451739968583e-5,2.217848860068281e-4,2.572019048230728e-5,79164,utrc,0,50,35,0,0,5,female_utrc,london
37,female,1.0903855921604492e-6,1.4375451739968583e-5,2.217848860068281e-4,2.572019048230728e-5,79164,utrc,0,50,35,0,0,5,female_utrc,london
38,female,1.0903855921604492e-6,1.4375451739968583e-5,2.217848860068281e-4,2.572019048230728e-5,79164,utrc,0,50,35,0,0,5,female_utrc,london
39,female,1.0903855921604492e-6,1.4375451739968583e-5,2.217848860068281e-4,2.572019048230728e-5,79164,utrc,0,50,35,0,0,5,female_utrc,london
40,female,3.4477995360432193e-6,3.928952203353658e-5,6.100402328046131e-4,7.087009739494345e-5,63016,utrc,0,50,40,0,0,5,female_utrc,london
41,female,3.4477995360432193e-6,3.928952203353658e-5,6.100402328046131e-4,7.087009739494345e-5,63016,utrc,0,50,40,0,0,5,female_utrc,london
42,female,3.4477995360432193e-6,3.928952203353658e-5,6.100402328046131e-4,7.087009739494345e-5,63016,utrc,0,50,40,0,0,5,female_utrc,london
43,female,3.4477995360432193e-6,3.928952203353658e-5,6.100402328046131e-4,7.087009739494345e-5,63016,utrc,0,50,40,0,0,5,female_utrc,london
44,female,3.4477995360432193e-6,3.928952203353658e-5,6.100402328046131e-4,7.087009739494345e-5,63016,utrc,0,50,40,0,0,5,female_utrc,london
45,female,8.662400099601829e-6,8.905526231733298e-5,0.001375507295011578,1.6039606765929683e-4,59404,utrc,0,50,45,0,1,5,female_utrc,london
46,female,8.662400099601829e-6,8.905526231733298e-5,0.001375507295011578,1.6039606765929683e-4,59404,utrc,0,50,45,0,1,5,female_utrc,london
47,female,8.662400099601829e-6,8.905526231733298e-5,0.001375507295011578,1.6039606765929683e-4,59404,utrc,0,50,45,0,1,5,female_utrc,london
48,female,8.662400099601829e-6,8.905526231733298e-5,0.001375507295011578,1.6039606765929683e-4,59404,utrc,0,50,45,0,1,5,female_utrc,london
49,female,8.662400099601829e-6,8.905526231733298e-5,0.001375507295011578,1.6039606765929683e-4,59404,utrc,0,50,45,0,1,5,female_utrc,london
50,female,2.146706956544221e-5,2.1453609035182537e-4,0.003370660073905331,3.942921811851097e-4,55298,utrc,0,50,50,0,1,5,female_utrc,london
51,female,2.146706956544221e-5,2.1453609035182537e-4,0.003370660073905331,3.942921811851097e-4,55298,utrc,0,50,50,0,1,5,female_utrc,london
52,female,2.146706956544221e-5,2.1453609035182537e-4,0.003370660073905331,3.942921811851097e-4,55298,utrc,0,50,50,0,1,5,female_utrc,london
53,female,2.146706956544221e-5,2.1453609035182537e-4,0.003370660073905331,3.942921811851097e-4,55298,utrc,0,50,50,0,1,5,female_utrc,london
54,female,2.146706956544221e-5,2.1453609035182537e-4,0.003370660073905331,3.942921811851097e-4,55298,utrc,0,50,50,0,1,5,female_utrc,london
55,female,4.685117740050015e-5,3.9786513301337556e-4,0.006311431054458629,7.444666432200266e-4,45630,utrc,0,50,55,0,2,5,female_utrc,london
56,female,4.685117740050015e-5,3.9786513301337556e-4,0.006311431054458629,7.444666432200266e-4,45630,utrc,0,50,55,0,2,5,female_utrc,london
57,female,4.685117740050015e-5,3.9786513301337556e-4,0.006311431054458629,7.444666432200266e-4,45630,utrc,0,50,55,0,2,5,female_utrc,london
58,female,4.685117740050015e-5,3.9786513301337556e-4,0.006311431054458629,7.444666432200266e-4,45630,utrc,0,50,55,0,2,5,female_utrc,london
59,female,4.685117740050015e-5,3.9786513301337556e-4,0.006311431054458629,7.444666432200266e-4,45630,utrc,0,50,55,0,2,5,female_utrc,london
60,female,8.143769030525603e-5,4.522446594765994e-4,0.007128719153025589,8.581406281273251e-4,36511,utrc,0,50,60,0,3,5,female_utrc,london
61,female,8.143769030525603e-5,4.522446594765994e-4,0.007128719153025589,8.581406281273251e-4,36511,utrc,0,50,60,0,3,5,female_utrc,london
62,female,8.143769030525603e-5,4.522446594765994e-4,0.007128719153025589,8.581406281273251e-4,36511,utrc,0,50,60,0,3,5,female_utrc,london
63,female,8.143769030525603e-5,4.522446594765994e-4,0.007128719153025589,8.581406281273251e-4,36511,utrc,0,50,60,0,3,5,female_utrc,london
64,female,8.143769030525603e-5,4.522446594765994e-4,0.007128719153025589,8.581406281273251e-4,36511,utrc,0,50,60,0,3,5,female_utrc,london
65,female,1.419038352769693e-4,5.336758732948319e-4,0.008327167361806163,0.0010341601174946276,31156,utrc,0,50,65,0,4,5,female_utrc,london
66,female,1.419038352769693e-4,5.336758732948319e-4,0.008327167361806163,0.0010341601174946276,31156,utrc,0,50,65,0,4,5,female_utrc,london
67,female,1.419038352769693e-4,5.336758732948319e-4,0.008327167361806163,0.0010341601174946276,31156,utrc,0,50,65,0,4,5,female_utrc,london
68,female,1.419038352769693e-4,5.336758732948319e-4,0.008327167361806163,0.0010341601174946276,31156,utrc,0,50,65,0,4,5,female_utrc,london
69,female,1.419038352769693e-4,5.336758732948319e-4,0.008327167361806163,0.0010341601174946276,31156,utrc,0,50,65,0,4,5,female_utrc,london
70,female,1.9315089691002022e-4,5.47575621643709e-4,0.008294483965730346,0.001079891780958026,26051,utrc,0,50,70,0,5,5,female_utrc,london
71,female,1.9315089691002022e-4,5.47575621643709e-4,0.008294483965730346,0.001079891780958026,26051,utrc,0,50,70,0,5,5,female_utrc,london
72,female,1.9315089691002022e-4,5.47575621643709e-4,0.008294483965730346,0.001079891780958026,26051,utrc,0,50,70,0,5,5,female_utrc,london
73,female,1.9315089691002022e-4,5.47575621643709e-4,0.008294483965730346,0.001079891780958026,26051,utrc,0,50,70,0,5,5,female_utrc,london
