age,sex,mort,ylds (years lived with disability)_rate_copd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,7.127370373741008e-7,2.2695908633850732e-5,3.4898664764652974e-4,1.1671598509820888e-4,43992,copd,0,10,0,0,0,5,male_copd,North West England
1,male,7.127370373741008e-7,2.2695908633850732e-5,3.4898664764652974e-4,1.1671598509820888e-4,43992,copd,0,10,0,0,0,5,male_copd,North West England
2,male,7.127370373741008e-7,2.2695908633850732e-5,3.4898664764652974e-4,1.1671598509820888e-4,43992,copd,0,10,0,0,0,5,male_copd,North West England
3,male,7.127370373741008e-7,2.2695908633850732e-5,3.4898664764652974e-4,1.1671598509820888e-4,43992,copd,0,10,0,0,0,5,male_copd,North West England
4,male,7.127370373741008e-7,2.2695908633850732e-5,3.4898664764652974e-4,1.1671598509820888e-4,43992,copd,0,10,0,0,0,5,male_copd,North West England
5,male,1.8734204611990396e-7,6.97901147748951e-5,0.0010953799874728694,1.4792932863939067e-4,46321,copd,0,10,5,0,0,5,male_copd,North West England
6,male,1.8734204611990396e-7,6.97901147748951e-5,0.0010953799874728694,1.4792932863939067e-4,46321,copd,0,10,5,0,0,5,male_copd,North West England
7,male,1.8734204611990396e-7,6.97901147748951e-5,0.0010953799874728694,1.4792932863939067e-4,46321,copd,0,10,5,0,0,5,male_copd,North West England
8,male,1.8734204611990396e-7,6.97901147748951e-5,0.0010953799874728694,1.4792932863939067e-4,46321,copd,0,10,5,0,0,5,male_copd,North West England
9,male,1.8734204611990396e-7,6.97901147748951e-5,0.0010953799874728694,1.4792932863939067e-4,46321,copd,0,10,5,0,0,5,male_copd,North West England
10,male,3.1110410529242144e-7,1.2854367558024857e-4,0.002069821220678328,2.8531024297582126e-4,42952,copd,0,50,10,0,0,5,male_copd,North West England
11,male,3.1110410529242144e-7,1.2854367558024857e-4,0.002069821220678328,2.8531024297582126e-4,42952,copd,0,50,10,0,0,5,male_copd,North West England
12,male,3.1110410529242144e-7,1.2854367558024857e-4,0.002069821220678328,2.8531024297582126e-4,42952,copd,0,50,10,0,0,5,male_copd,North West England
13,male,3.1110410529242144e-7,1.2854367558024857e-4,0.002069821220678328,2.8531024297582126e-4,42952,copd,0,50,10,0,0,5,male_copd,North West England
14,male,3.1110410529242144e-7,1.2854367558024857e-4,0.002069821220678328,2.8531024297582126e-4,42952,copd,0,50,10,0,0,5,male_copd,North West England
15,male,8.77222487522399e-7,2.549290184648925e-4,0.0041739775096071964,5.565508299910059e-4,42564,copd,0,50,15,0,0,5,male_copd,North West England
16,male,8.77222487522399e-7,2.549290184648925e-4,0.0041739775096071964,5.565508299910059e-4,42564,copd,0,50,15,0,0,5,male_copd,North West England
17,male,8.77222487522399e-7,2.549290184648925e-4,0.0041739775096071964,5.565508299910059e-4,42564,copd,0,50,15,0,0,5,male_copd,North West England
18,male,8.77222487522399e-7,2.549290184648925e-4,0.0041739775096071964,5.565508299910059e-4,42564,copd,0,50,15,0,0,5,male_copd,North West England
19,male,8.77222487522399e-7,2.549290184648925e-4,0.0041739775096071964,5.565508299910059e-4,42564,copd,0,50,15,0,0,5,male_copd,North West England
20,male,9.859808352913317e-7,4.6032339312793787e-4,0.007649397549988429,8.326772222461325e-4,46436,copd,0,50,20,0,0,5,male_copd,North West England
21,male,9.859808352913317e-7,4.6032339312793787e-4,0.007649397549988429,8.326772222461325e-4,46436,copd,0,50,20,0,0,5,male_copd,North West England
22,male,9.859808352913317e-7,4.6032339312793787e-4,0.007649397549988429,8.326772222461325e-4,46436,copd,0,50,20,0,0,5,male_copd,North West England
