age,sex,mort,ylds (years lived with disability)_rate_strk,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,1.4457270519309885e-6,3.355259348088679e-5,0,8.77748810537729e-5,26517,strk,0,10,0,0,0,5,female_strk,East Midlands
1,female,1.4457270519309885e-6,3.355259348088679e-5,0,8.77748810537729e-5,26517,strk,0,10,0,0,0,5,female_strk,East Midlands
2,female,1.4457270519309885e-6,3.355259348088679e-5,0,8.77748810537729e-5,26517,strk,0,10,0,0,0,5,female_strk,East Midlands
3,female,1.4457270519309885e-6,3.355259348088679e-5,0,8.77748810537729e-5,26517,strk,0,10,0,0,0,5,female_strk,East Midlands
4,female,1.4457270519309885e-6,3.355259348088679e-5,0,8.77748810537729e-5,26517,strk,0,10,0,0,0,5,female_strk,East Midlands
5,female,3.2243892723591513e-7,9.050277978368357e-5,2.7292101018787764e-4,6.0931977282770615e-5,28290,strk,0,10,5,0,0,5,female_strk,East Midlands
6,female,3.2243892723591513e-7,9.050277978368357e-5,2.7292101018787764e-4,6.0931977282770615e-5,28290,strk,0,10,5,0,0,5,female_strk,East Midlands
7,female,3.2243892723591513e-7,9.050277978368357e-5,2.7292101018787764e-4,6.0931977282770615e-5,28290,strk,0,10,5,0,0,5,female_strk,East Midlands
8,female,3.2243892723591513e-7,9.050277978368357e-5,2.7292101018787764e-4,6.0931977282770615e-5,28290,strk,0,10,5,0,0,5,female_strk,East Midlands
9,female,3.2243892723591513e-7,9.050277978368357e-5,2.7292101018787764e-4,6.0931977282770615e-5,28290,strk,0,10,5,0,0,5,female_strk,East Midlands
10,female,1.1175365798001905e-6,1.4224513774902905e-4,4.260982093095312e-4,5.6052223573578946e-5,26654,strk,0,50,10,0,0,5,female_strk,East Midlands
11,female,1.1175365798001905e-6,1.4224513774902905e-4,4.260982093095312e-4,5.6052223573578946e-5,26654,strk,0,50,10,0,0,5,female_strk,East Midlands
12,female,1.1175365798001905e-6,1.4224513774902905e-4,4.260982093095312e-4,5.6052223573578946e-5,26654,strk,0,50,10,0,0,5,female_strk,East Midlands
13,female,1.1175365798001905e-6,1.4224513774902905e-4,4.260982093095312e-4,5.6052223573578946e-5,26654,strk,0,50,10,0,0,5,female_strk,East Midlands
14,female,1.1175365798001905e-6,1.4224513774902905e-4,4.260982093095312e-4,5.6052223573578946e-5,26654,strk,0,50,10,0,0,5,female_strk,East Midlands
15,female,2.3332021941684927e-6,1.8976878651128076e-4,7.974022405942049e-4,5.271155831193562e-5,26868,strk,0,50,15,0,0,5,female_strk,East Midlands
16,female,2.3332021941684927e-6,1.8976878651128076e-4,7.974022405942049e-4,5.271155831193562e-5,26868,strk,0,50,15,0,0,5,female_strk,East Midlands
17,female,2.3332021941684927e-6,1.8976878651128076e-4,7.974022405942049e-4,5.271155831193562e-5,26868,strk,0,50,15,0,0,5,female_strk,East Midlands
18,female,2.3332021941684927e-6,1.8976878651128076e-4,7.974022405942049e-4,5.271155831193562e-5,26868,strk,0,50,15,0,0,5,female_strk,East Midlands
19,female,2.3332021941684927e-6,1.8976878651128076e-4,7.974022405942049e-4,5.271155831193562e-5,26868,strk,0,50,15,0,0,5,female_strk,East Midlands
20,female,3.8109921074077048e-6,2.4451385397970517e-4,0.0011153301458359868,6.779362359704009e-5,29925,strk,0,50,20,0,0,5,female_strk,East Midlands
21,female,3.8109921074077048e-6,2.4451385397970517e-4,0.0011153301458359868,6.779362359704009e-5,29925,strk,0,50,20,0,0,5,female_strk,East Midlands
22,female,3.8109921074077048e-6,2.4451385397970517e-4,0.0011153301458359868,6.779362359704009e-5,29925,strk,0,50,20,0,0,5,female_strk,East Midlands
23,female,3.8109921074077048e-6,2.4451385397970517e-4,0.0011153301458359868,6.779362359704009e-5,29925,strk,0,50,20,0,0,5,female_strk,East Midlands
24,female,3.8109921074077048e-6,2.4451385397970517e-4,0.0011153301458359868,6.779362359704009e-5,29925,strk,0,50,20,0,0,5,female_strk,East Midlands
25,female,7.325054724044075e-6,3.069490873756386e-4,0.0015957737524855255,1.0121773368210086e-4,32416,strk,0,50,25,0,0,5,female_strk,East Midlands
26,female,7.325054724044075e-6,3.069490873756386e-4,0.0015957737524855255,1.0121773368210086e-4,32416,strk,0,50,25,0,0,5,female_strk,East Midlands
27,female,7.325054724044075e-6,3.069490873756386e-4,0.0015957737524855255,1.0121773368210086e-4,32416,strk,0,50,25,0,0,5,female_strk,East Midlands
28,female,7.325054724044075e-6,3.069490873756386e-4,0.0015957737524855255,1.0121773368210086e-4,32416,strk,0,50,25,0,0,5,female_strk,East Midlands
29,female,7.325054724044075e-6,3.069490873756386e-4,0.0015957737524855255,1.0121773368210086e-4,32416,strk,0,50,25,0,0,5,female_strk,East Midlands
30,female,1.5775142477299666e-5,4.008553708759206e-4,0.0024400105684340865,1.9044475185642131e-4,30632,strk,0,50,30,0,0,5,female_strk,East Midlands
31,female,1.5775142477299666e-5,4.008553708759206e-4,0.0024400105684340865,1.9044475185642131e-4,30632,strk,0,50,30,0,0,5,female_strk,East Midlands
32,female,1.5775142477299666e-5,4.008553708759206e-4,0.0024400105684340865,1.9044475185642131e-4,30632,strk,0,50,30,0,0,5,female_strk,East Midlands
33,female,1.5775142477299666e-5,4.008553708759206e-4,0.0024400105684340865,1.9044475185642131e-4,30632,strk,0,50,30,0,0,5,female_strk,East Midlands
34,female,1.5775142477299666e-5,4.008553708759206e-4,0.0024400105684340865,1.9044475185642131e-4,30632,strk,0,50,30,0,0,5,female_strk,East Midlands
35,female,2.7515533770351825e-5,5.636503652827766e-4,0.003962446960632578,3.3557358808203547e-4,29373,strk,0,50,35,0,1,5,female_strk,East Midlands
36,female,2.7515533770351825e-5,5.636503652827766e-4,0.003962446960632578,3.3557358808203547e-4,29373,strk,0,50,35,0,1,5,female_strk,East Midlands
37,female,2.7515533770351825e-5,5.636503652827766e-4,0.003962446960632578,3.3557358808203547e-4,29373,strk,0,50,35,0,1,5,female_strk,East Midlands
38,female,2.7515533770351825e-5,5.636503652827766e-4,0.003962446960632578,3.3557358808203547e-4,29373,strk,0,50,35,0,1,5,female_strk,East Midlands
39,female,2.7515533770351825e-5,5.636503652827766e-4,0.003962446960632578,3.3557358808203547e-4,29373,strk,0,50,35,0,1,5,female_strk,East Midlands
40,female,4.960360183216768e-5,8.188470843155826e-4,0.006142407752268678,5.3235745812764e-4,29200,strk,0,50,40,0,1,5,female_strk,East Midlands
41,female,4.960360183216768e-5,8.188470843155826e-4,0.006142407752268678,5.3235745812764e-4,29200,strk,0,50,40,0,1,5,female_strk,East Midlands
42,female,4.960360183216768e-5,8.188470843155826e-4,0.006142407752268678,5.3235745812764e-4,29200,strk,0,50,40,0,1,5,female_strk,East Midlands
43,female,4.960360183216768e-5,8.188470843155826e-4,0.006142407752268678,5.3235745812764e-4,29200,strk,0,50,40,0,1,5,female_strk,East Midlands
44,female,4.960360183216768e-5,8.188470843155826e-4,0.006142407752268678,5.3235745812764e-4,29200,strk,0,50,40,0,1,5,female_strk,East Midlands
45,female,7.248351782764207e-5,0.0012136723848518841,0.009261196462434479,7.803999218468075e-4,34655,strk,0,50,45,0,3,5,female_strk,East Midlands
46,female,7.248351782764207e-5,0.0012136723848518841,0.009261196462434479,7.803999218468075e-4,34655,strk,0,50,45,0,3,5,female_strk,East Midlands
47,female,7.248351782764207e-5,0.0012136723848518841,0.009261196462434479,7.803999218468075e-4,34655,strk,0,50,45,0,3,5,female_strk,East Midlands
48,female,7.248351782764207e-5,0.0012136723848518841,0.009261196462434479,7.803999218468075e-4,34655,strk,0,50,45,0,3,5,female_strk,East Midlands
49,female,7.248351782764207e-5,0.0012136723848518841,0.009261196462434479,7.803999218468075e-4,34655,strk,0,50,45,0,3,5,female_strk,East Midlands
50,female,1.0871621275337905e-4,0.0017772207751820947,0.013705595457552932,0.0010918110655063376,35223,strk,0,50,50,1,4,5,female_strk,East Midlands
51,female,1.0871621275337905e-4,0.0017772207751820947,0.013705595457552932,0.0010918110655063376,35223,strk,0,50,50,1,4,5,female_strk,East Midlands
52,female,1.0871621275337905e-4,0.0017772207751820947,0.013705595457552932,0.0010918110655063376,35223,strk,0,50,50,1,4,5,female_strk,East Midlands
53,female,1.0871621275337905e-4,0.0017772207751820947,0.013705595457552932,0.0010918110655063376,35223,strk,0,50,50,1,4,5,female_strk,East Midlands
54,female,1.0871621275337905e-4,0.0017772207751820947,0.013705595457552932,0.0010918110655063376,35223,strk,0,50,50,1,4,5,female_strk,East Midlands
55,female,1.6887101854947775e-4,0.00259393403649523,0.019254627910919267,0.0014663393282222873,31061,strk,0,50,55,1,5,5,female_strk,East Midlands
56,female,1.6887101854947775e-4,0.00259393403649523,0.019254627910919267,0.0014663393282222873,31061,strk,0,50,55,1,5,5,female_strk,East Midlands
57,female,1.6887101854947775e-4,0.00259393403649523,0.019254627910919267,0.0014663393282222873,31061,strk,0,50,55,1,5,5,female_strk,East Midlands
58,female,1.6887101854947775e-4,0.00259393403649523,0.019254627910919267,0.0014663393282222873,31061,strk,0,50,55,1,5,5,female_strk,East Midlands
