age,sex,mort,ylds (years lived with disability)_rate_tbalc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,6980,tbalc,0,10,0,0,0,5,male_tbalc,bristol
1,male,0,0,0,1e-8,6980,tbalc,0,10,0,0,0,5,male_tbalc,bristol
2,male,0,0,0,1e-8,6980,tbalc,0,10,0,0,0,5,male_tbalc,bristol
3,male,0,0,0,1e-8,6980,tbalc,0,10,0,0,0,5,male_tbalc,bristol
4,male,0,0,0,1e-8,6980,tbalc,0,10,0,0,0,5,male_tbalc,bristol
5,male,0,0,0,1e-8,6917,tbalc,0,10,5,0,0,5,male_tbalc,bristol
6,male,0,0,0,1e-8,6917,tbalc,0,10,5,0,0,5,male_tbalc,bristol
7,male,0,0,0,1e-8,6917,tbalc,0,10,5,0,0,5,male_tbalc,bristol
8,male,0,0,0,1e-8,6917,tbalc,0,10,5,0,0,5,male_tbalc,bristol
9,male,0,0,0,1e-8,6917,tbalc,0,10,5,0,0,5,male_tbalc,bristol
10,male,0,0,0,1e-8,6234,tbalc,0,50,10,0,0,5,male_tbalc,bristol
11,male,0,0,0,1e-8,6234,tbalc,0,50,10,0,0,5,male_tbalc,bristol
12,male,0,0,0,1e-8,6234,tbalc,0,50,10,0,0,5,male_tbalc,bristol
13,male,0,0,0,1e-8,6234,tbalc,0,50,10,0,0,5,male_tbalc,bristol
14,male,0,0,0,1e-8,6234,tbalc,0,50,10,0,0,5,male_tbalc,bristol
15,male,1.0459811182824521e-7,4.03472456038587e-8,2.076559637858044e-7,1.486354747890994e-7,6436,tbalc,0,50,15,0,0,5,male_tbalc,bristol
16,male,1.0459811182824521e-7,4.03472456038587e-8,2.076559637858044e-7,1.486354747890994e-7,6436,tbalc,0,50,15,0,0,5,male_tbalc,bristol
17,male,1.0459811182824521e-7,4.03472456038587e-8,2.076559637858044e-7,1.486354747890994e-7,6436,tbalc,0,50,15,0,0,5,male_tbalc,bristol
18,male,1.0459811182824521e-7,4.03472456038587e-8,2.076559637858044e-7,1.486354747890994e-7,6436,tbalc,0,50,15,0,0,5,male_tbalc,bristol
19,male,1.0459811182824521e-7,4.03472456038587e-8,2.076559637858044e-7,1.486354747890994e-7,6436,tbalc,0,50,15,0,0,5,male_tbalc,bristol
20,male,4.1757259812791e-7,2.0357556519371562e-7,1.2716822979178192e-6,6.940585632286167e-7,7845,tbalc,0,50,20,0,0,5,male_tbalc,bristol
21,male,4.1757259812791e-7,2.0357556519371562e-7,1.2716822979178192e-6,6.940585632286167e-7,7845,tbalc,0,50,20,0,0,5,male_tbalc,bristol
22,male,4.1757259812791e-7,2.0357556519371562e-7,1.2716822979178192e-6,6.940585632286167e-7,7845,tbalc,0,50,20,0,0,5,male_tbalc,bristol
23,male,4.1757259812791e-7,2.0357556519371562e-7,1.2716822979178192e-6,6.940585632286167e-7,7845,tbalc,0,50,20,0,0,5,male_tbalc,bristol
24,male,4.1757259812791e-7,2.0357556519371562e-7,1.2716822979178192e-6,6.940585632286167e-7,7845,tbalc,0,50,20,0,0,5,male_tbalc,bristol
25,male,9.958492686139238e-7,5.808090602208615e-7,3.9277255859175786e-6,1.9008921576506919e-6,9023,tbalc,0,50,25,0,0,5,male_tbalc,bristol
26,male,9.958492686139238e-7,5.808090602208615e-7,3.9277255859175786e-6,1.9008921576506919e-6,9023,tbalc,0,50,25,0,0,5,male_tbalc,bristol
27,male,9.958492686139238e-7,5.808090602208615e-7,3.9277255859175786e-6,1.9008921576506919e-6,9023,tbalc,0,50,25,0,0,5,male_tbalc,bristol
28,male,9.958492686139238e-7,5.808090602208615e-7,3.9277255859175786e-6,1.9008921576506919e-6,9023,tbalc,0,50,25,0,0,5,male_tbalc,bristol
29,male,9.958492686139238e-7,5.808090602208615e-7,3.9277255859175786e-6,1.9008921576506919e-6,9023,tbalc,0,50,25,0,0,5,male_tbalc,bristol
30,male,3.397940077498394e-6,1.7027983067312673e-6,1.0430790137934507e-5,5.841266522356047e-6,8448,tbalc,0,50,30,0,0,5,male_tbalc,bristol
31,male,3.397940077498394e-6,1.7027983067312673e-6,1.0430790137934507e-5,5.841266522356047e-6,8448,tbalc,0,50,30,0,0,5,male_tbalc,bristol
