age,sex,mort,ylds (years lived with disability)_rate_brsc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,41816,brsc,0,10,0,0,0,5,female_brsc,North West England
1,female,0,0,0,1e-8,41816,brsc,0,10,0,0,0,5,female_brsc,North West England
2,female,0,0,0,1e-8,41816,brsc,0,10,0,0,0,5,female_brsc,North West England
3,female,0,0,0,1e-8,41816,brsc,0,10,0,0,0,5,female_brsc,North West England
4,female,0,0,0,1e-8,41816,brsc,0,10,0,0,0,5,female_brsc,North West England
5,female,0,0,0,1e-8,44055,brsc,0,10,5,0,0,5,female_brsc,North West England
6,female,0,0,0,1e-8,44055,brsc,0,10,5,0,0,5,female_brsc,North West England
7,female,0,0,0,1e-8,44055,brsc,0,10,5,0,0,5,female_brsc,North West England
8,female,0,0,0,1e-8,44055,brsc,0,10,5,0,0,5,female_brsc,North West England
9,female,0,0,0,1e-8,44055,brsc,0,10,5,0,0,5,female_brsc,North West England
10,female,0,0,0,1e-8,40864,brsc,0,50,10,0,0,5,female_brsc,North West England
11,female,0,0,0,1e-8,40864,brsc,0,50,10,0,0,5,female_brsc,North West England
12,female,0,0,0,1e-8,40864,brsc,0,50,10,0,0,5,female_brsc,North West England
13,female,0,0,0,1e-8,40864,brsc,0,50,10,0,0,5,female_brsc,North West England
14,female,0,0,0,1e-8,40864,brsc,0,50,10,0,0,5,female_brsc,North West England
15,female,2.3801218401615327e-7,2.3382744145395632e-6,2.8380123658516372e-5,2.9269591605010316e-6,40790,brsc,0,50,15,0,0,5,female_brsc,North West England
16,female,2.3801218401615327e-7,2.3382744145395632e-6,2.8380123658516372e-5,2.9269591605010316e-6,40790,brsc,0,50,15,0,0,5,female_brsc,North West England
17,female,2.3801218401615327e-7,2.3382744145395632e-6,2.8380123658516372e-5,2.9269591605010316e-6,40790,brsc,0,50,15,0,0,5,female_brsc,North West England
18,female,2.3801218401615327e-7,2.3382744145395632e-6,2.8380123658516372e-5,2.9269591605010316e-6,40790,brsc,0,50,15,0,0,5,female_brsc,North West England
19,female,2.3801218401615327e-7,2.3382744145395632e-6,2.8380123658516372e-5,2.9269591605010316e-6,40790,brsc,0,50,15,0,0,5,female_brsc,North West England
20,female,1.0506722921962893e-6,1.2106073502319463e-5,1.4561399193746056e-4,1.5142648417916957e-5,45346,brsc,0,50,20,0,0,5,female_brsc,North West England
21,female,1.0506722921962893e-6,1.2106073502319463e-5,1.4561399193746056e-4,1.5142648417916957e-5,45346,brsc,0,50,20,0,0,5,female_brsc,North West England
22,female,1.0506722921962893e-6,1.2106073502319463e-5,1.4561399193746056e-4,1.5142648417916957e-5,45346,brsc,0,50,20,0,0,5,female_brsc,North West England
23,female,1.0506722921962893e-6,1.2106073502319463e-5,1.4561399193746056e-4,1.5142648417916957e-5,45346,brsc,0,50,20,0,0,5,female_brsc,North West England
24,female,1.0506722921962893e-6,1.2106073502319463e-5,1.4561399193746056e-4,1.5142648417916957e-5,45346,brsc,0,50,20,0,0,5,female_brsc,North West England
25,female,7.5192806082941365e-6,9.240080717007898e-5,0.0010870926388708286,1.2317222780882604e-4,51062,brsc,0,50,25,0,0,5,female_brsc,North West England
26,female,7.5192806082941365e-6,9.240080717007898e-5,0.0010870926388708286,1.2317222780882604e-4,51062,brsc,0,50,25,0,0,5,female_brsc,North West England
27,female,7.5192806082941365e-6,9.240080717007898e-5,0.0010870926388708286,1.2317222780882604e-4,51062,brsc,0,50,25,0,0,5,female_brsc,North West England
28,female,7.5192806082941365e-6,9.240080717007898e-5,0.0010870926388708286,1.2317222780882604e-4,51062,brsc,0,50,25,0,0,5,female_brsc,North West England
29,female,7.5192806082941365e-6,9.240080717007898e-5,0.0010870926388708286,1.2317222780882604e-4,51062,brsc,0,50,25,0,0,5,female_brsc,North West England
30,female,4.168144735366432e-5,3.195525485885115e-4,0.003836148634617523,4.4301383528447594e-4,49924,brsc,0,50,30,0,2,5,female_brsc,North West England
31,female,4.168144735366432e-5,3.195525485885115e-4,0.003836148634617523,4.4301383528447594e-4,49924,brsc,0,50,30,0,2,5,female_brsc,North West England
32,female,4.168144735366432e-5,3.195525485885115e-4,0.003836148634617523,4.4301383528447594e-4,49924,brsc,0,50,30,0,2,5,female_brsc,North West England
33,female,4.168144735366432e-5,3.195525485885115e-4,0.003836148634617523,4.4301383528447594e-4,49924,brsc,0,50,30,0,2,5,female_brsc,North West England
