age,sex,mort,ylds (years lived with disability)_rate_crdd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,9.768725465664969e-6,7.396618042550134e-5,3.8629979410075547e-4,3.2614232277887657e-4,26517,crdd,0,10,0,0,0,5,female_crdd,East Midlands
1,female,9.768725465664969e-6,7.396618042550134e-5,3.8629979410075547e-4,3.2614232277887657e-4,26517,crdd,0,10,0,0,0,5,female_crdd,East Midlands
2,female,9.768725465664969e-6,7.396618042550134e-5,3.8629979410075547e-4,3.2614232277887657e-4,26517,crdd,0,10,0,0,0,5,female_crdd,East Midlands
3,female,9.768725465664969e-6,7.396618042550134e-5,3.8629979410075547e-4,3.2614232277887657e-4,26517,crdd,0,10,0,0,0,5,female_crdd,East Midlands
4,female,9.768725465664969e-6,7.396618042550134e-5,3.8629979410075547e-4,3.2614232277887657e-4,26517,crdd,0,10,0,0,0,5,female_crdd,East Midlands
5,female,1.1162119731312733e-6,1.3164779081768698e-4,3.241989971823409e-4,2.6521546602644157e-4,28290,crdd,0,10,5,0,0,5,female_crdd,East Midlands
6,female,1.1162119731312733e-6,1.3164779081768698e-4,3.241989971823409e-4,2.6521546602644157e-4,28290,crdd,0,10,5,0,0,5,female_crdd,East Midlands
7,female,1.1162119731312733e-6,1.3164779081768698e-4,3.241989971823409e-4,2.6521546602644157e-4,28290,crdd,0,10,5,0,0,5,female_crdd,East Midlands
8,female,1.1162119731312733e-6,1.3164779081768698e-4,3.241989971823409e-4,2.6521546602644157e-4,28290,crdd,0,10,5,0,0,5,female_crdd,East Midlands
9,female,1.1162119731312733e-6,1.3164779081768698e-4,3.241989971823409e-4,2.6521546602644157e-4,28290,crdd,0,10,5,0,0,5,female_crdd,East Midlands
10,female,3.078000573290609e-6,2.533283236017294e-4,0.001847132014594741,2.3364618085645726e-4,26654,crdd,0,50,10,0,0,5,female_crdd,East Midlands
11,female,3.078000573290609e-6,2.533283236017294e-4,0.001847132014594741,2.3364618085645726e-4,26654,crdd,0,50,10,0,0,5,female_crdd,East Midlands
12,female,3.078000573290609e-6,2.533283236017294e-4,0.001847132014594741,2.3364618085645726e-4,26654,crdd,0,50,10,0,0,5,female_crdd,East Midlands
13,female,3.078000573290609e-6,2.533283236017294e-4,0.001847132014594741,2.3364618085645726e-4,26654,crdd,0,50,10,0,0,5,female_crdd,East Midlands
14,female,3.078000573290609e-6,2.533283236017294e-4,0.001847132014594741,2.3364618085645726e-4,26654,crdd,0,50,10,0,0,5,female_crdd,East Midlands
15,female,8.276846833583945e-6,6.869657650801029e-4,0.00911538081408204,3.102717797029682e-4,26868,crdd,0,50,15,0,0,5,female_crdd,East Midlands
16,female,8.276846833583945e-6,6.869657650801029e-4,0.00911538081408204,3.102717797029682e-4,26868,crdd,0,50,15,0,0,5,female_crdd,East Midlands
17,female,8.276846833583945e-6,6.869657650801029e-4,0.00911538081408204,3.102717797029682e-4,26868,crdd,0,50,15,0,0,5,female_crdd,East Midlands
18,female,8.276846833583945e-6,6.869657650801029e-4,0.00911538081408204,3.102717797029682e-4,26868,crdd,0,50,15,0,0,5,female_crdd,East Midlands
19,female,8.276846833583945e-6,6.869657650801029e-4,0.00911538081408204,3.102717797029682e-4,26868,crdd,0,50,15,0,0,5,female_crdd,East Midlands
20,female,1.1909937716549126e-5,8.155158105757032e-4,0.010578067966851417,5.588943915417405e-4,29925,crdd,0,50,20,1,0,5,female_crdd,East Midlands
21,female,1.1909937716549126e-5,8.155158105757032e-4,0.010578067966851417,5.588943915417405e-4,29925,crdd,0,50,20,1,0,5,female_crdd,East Midlands
22,female,1.1909937716549126e-5,8.155158105757032e-4,0.010578067966851417,5.588943915417405e-4,29925,crdd,0,50,20,1,0,5,female_crdd,East Midlands
23,female,1.1909937716549126e-5,8.155158105757032e-4,0.010578067966851417,5.588943915417405e-4,29925,crdd,0,50,20,1,0,5,female_crdd,East Midlands
24,female,1.1909937716549126e-5,8.155158105757032e-4,0.010578067966851417,5.588943915417405e-4,29925,crdd,0,50,20,1,0,5,female_crdd,East Midlands
25,female,2.1043085476456657e-5,0.0012827885072528686,0.01867102266046216,9.942834515154857e-4,32416,crdd,0,50,25,1,1,5,female_crdd,East Midlands
26,female,2.1043085476456657e-5,0.0012827885072528686,0.01867102266046216,9.942834515154857e-4,32416,crdd,0,50,25,1,1,5,female_crdd,East Midlands
27,female,2.1043085476456657e-5,0.0012827885072528686,0.01867102266046216,9.942834515154857e-4,32416,crdd,0,50,25,1,1,5,female_crdd,East Midlands
28,female,2.1043085476456657e-5,0.0012827885072528686,0.01867102266046216,9.942834515154857e-4,32416,crdd,0,50,25,1,1,5,female_crdd,East Midlands
29,female,2.1043085476456657e-5,0.0012827885072528686,0.01867102266046216,9.942834515154857e-4,32416,crdd,0,50,25,1,1,5,female_crdd,East Midlands
30,female,4.448724837668549e-5,0.001538799197821056,0.022826138056825825,0.0017747382784275433,30632,crdd,0,50,30,1,1,5,female_crdd,East Midlands
31,female,4.448724837668549e-5,0.001538799197821056,0.022826138056825825,0.0017747382784275433,30632,crdd,0,50,30,1,1,5,female_crdd,East Midlands
32,female,4.448724837668549e-5,0.001538799197821056,0.022826138056825825,0.0017747382784275433,30632,crdd,0,50,30,1,1,5,female_crdd,East Midlands
33,female,4.448724837668549e-5,0.001538799197821056,0.022826138056825825,0.0017747382784275433,30632,crdd,0,50,30,1,1,5,female_crdd,East Midlands
34,female,4.448724837668549e-5,0.001538799197821056,0.022826138056825825,0.0017747382784275433,30632,crdd,0,50,30,1,1,5,female_crdd,East Midlands
35,female,7.82560993086603e-5,0.0015825076108714794,0.023666964636672998,0.0028759069481968844,29373,crdd,0,50,35,1,2,5,female_crdd,East Midlands
36,female,7.82560993086603e-5,0.0015825076108714794,0.023666964636672998,0.0028759069481968844,29373,crdd,0,50,35,1,2,5,female_crdd,East Midlands
37,female,7.82560993086603e-5,0.0015825076108714794,0.023666964636672998,0.0028759069481968844,29373,crdd,0,50,35,1,2,5,female_crdd,East Midlands
38,female,7.82560993086603e-5,0.0015825076108714794,0.023666964636672998,0.0028759069481968844,29373,crdd,0,50,35,1,2,5,female_crdd,East Midlands
39,female,7.82560993086603e-5,0.0015825076108714794,0.023666964636672998,0.0028759069481968844,29373,crdd,0,50,35,1,2,5,female_crdd,East Midlands
40,female,1.4848724055623296e-4,0.0025733959807983727,0.05165450781549813,0.005990264120162237,29200,crdd,0,50,40,3,4,5,female_crdd,East Midlands
41,female,1.4848724055623296e-4,0.0025733959807983727,0.05165450781549813,0.005990264120162237,29200,crdd,0,50,40,3,4,5,female_crdd,East Midlands
42,female,1.4848724055623296e-4,0.0025733959807983727,0.05165450781549813,0.005990264120162237,29200,crdd,0,50,40,3,4,5,female_crdd,East Midlands
43,female,1.4848724055623296e-4,0.0025733959807983727,0.05165450781549813,0.005990264120162237,29200,crdd,0,50,40,3,4,5,female_crdd,East Midlands
44,female,1.4848724055623296e-4,0.0025733959807983727,0.05165450781549813,0.005990264120162237,29200,crdd,0,50,40,3,4,5,female_crdd,East Midlands
45,female,2.3517129867068446e-4,0.0033528489418054707,0.0670885161816685,0.007402256586168756,34655,crdd,0,50,45,3,8,5,female_crdd,East Midlands
46,female,2.3517129867068446e-4,0.0033528489418054707,0.0670885161816685,0.007402256586168756,34655,crdd,0,50,45,3,8,5,female_crdd,East Midlands
47,female,2.3517129867068446e-4,0.0033528489418054707,0.0670885161816685,0.007402256586168756,34655,crdd,0,50,45,3,8,5,female_crdd,East Midlands
48,female,2.3517129867068446e-4,0.0033528489418054707,0.0670885161816685,0.007402256586168756,34655,crdd,0,50,45,3,8,5,female_crdd,East Midlands
49,female,2.3517129867068446e-4,0.0033528489418054707,0.0670885161816685,0.007402256586168756,34655,crdd,0,50,45,3,8,5,female_crdd,East Midlands
50,female,3.6558941289469607e-4,0.004290536156351068,0.08369185226181082,0.010075202622598726,35223,crdd,0,50,50,4,13,5,female_crdd,East Midlands
51,female,3.6558941289469607e-4,0.004290536156351068,0.08369185226181082,0.010075202622598726,35223,crdd,0,50,50,4,13,5,female_crdd,East Midlands
52,female,3.6558941289469607e-4,0.004290536156351068,0.08369185226181082,0.010075202622598726,35223,crdd,0,50,50,4,13,5,female_crdd,East Midlands
53,female,3.6558941289469607e-4,0.004290536156351068,0.08369185226181082,0.010075202622598726,35223,crdd,0,50,50,4,13,5,female_crdd,East Midlands
54,female,3.6558941289469607e-4,0.004290536156351068,0.08369185226181082,0.010075202622598726,35223,crdd,0,50,50,4,13,5,female_crdd,East Midlands
55,female,6.145004938617456e-4,0.0060337701442941425,0.11446551302541065,0.014894477316325238,31061,crdd,0,50,55,6,19,5,female_crdd,East Midlands
56,female,6.145004938617456e-4,0.0060337701442941425,0.11446551302541065,0.014894477316325238,31061,crdd,0,50,55,6,19,5,female_crdd,East Midlands
57,female,6.145004938617456e-4,0.0060337701442941425,0.11446551302541065,0.014894477316325238,31061,crdd,0,50,55,6,19,5,female_crdd,East Midlands
58,female,6.145004938617456e-4,0.0060337701442941425,0.11446551302541065,0.014894477316325238,31061,crdd,0,50,55,6,19,5,female_crdd,East Midlands
59,female,6.145004938617456e-4,0.0060337701442941425,0.11446551302541065,0.014894477316325238,31061,crdd,0,50,55,6,19,5,female_crdd,East Midlands
60,female,0.001058385770366746,0.008717651578191076,0.16259456927474894,0.024008868802154297,27136,crdd,0,50,60,8,29,5,female_crdd,East Midlands
61,female,0.001058385770366746,0.008717651578191076,0.16259456927474894,0.024008868802154297,27136,crdd,0,50,60,8,29,5,female_crdd,East Midlands
62,female,0.001058385770366746,0.008717651578191076,0.16259456927474894,0.024008868802154297,27136,crdd,0,50,60,8,29,5,female_crdd,East Midlands
63,female,0.001058385770366746,0.008717651578191076,0.16259456927474894,0.024008868802154297,27136,crdd,0,50,60,8,29,5,female_crdd,East Midlands
64,female,0.001058385770366746,0.008717651578191076,0.16259456927474894,0.024008868802154297,27136,crdd,0,50,60,8,29,5,female_crdd,East Midlands
65,female,0.0018087662026344531,0.012210121138856287,0.22993870262799176,0.040043385521668244,27523,crdd,0,50,65,11,50,5,female_crdd,East Midlands
66,female,0.0018087662026344531,0.012210121138856287,0.22993870262799176,0.040043385521668244,27523,crdd,0,50,65,11,50,5,female_crdd,East Midlands
67,female,0.0018087662026344531,0.012210121138856287,0.22993870262799176,0.040043385521668244,27523,crdd,0,50,65,11,50,5,female_crdd,East Midlands
68,female,0.0018087662026344531,0.012210121138856287,0.22993870262799176,0.040043385521668244,27523,crdd,0,50,65,11,50,5,female_crdd,East Midlands
69,female,0.0018087662026344531,0.012210121138856287,0.22993870262799176,0.040043385521668244,27523,crdd,0,50,65,11,50,5,female_crdd,East Midlands
70,female,0.0034894776815885243,0.017179512305013408,0.3096386732502889,0.06096918891147598,24276,crdd,0,50,70,15,85,5,female_crdd,East Midlands
71,female,0.0034894776815885243,0.017179512305013408,0.3096386732502889,0.06096918891147598,24276,crdd,0,50,70,15,85,5,female_crdd,East Midlands
72,female,0.0034894776815885243,0.017179512305013408,0.3096386732502889,0.06096918891147598,24276,crdd,0,50,70,15,85,5,female_crdd,East Midlands
73,female,0.0034894776815885243,0.017179512305013408,0.3096386732502889,0.06096918891147598,24276,crdd,0,50,70,15,85,5,female_crdd,East Midlands
74,female,0.0034894776815885243,0.017179512305013408,0.3096386732502889,0.06096918891147598,24276,crdd,0,50,70,15,85,5,female_crdd,East Midlands
75,female,0.007651124642159208,0.024226196831956162,0.39530964035853106,0.0861159270871276,17408,crdd,0,50,75,20,133,5,female_crdd,East Midlands
76,female,0.007651124642159208,0.024226196831956162,0.39530964035853106,0.0861159270871276,17408,crdd,0,50,75,20,133,5,female_crdd,East Midlands
77,female,0.007651124642159208,0.024226196831956162,0.39530964035853106,0.0861159270871276,17408,crdd,0,50,75,20,133,5,female_crdd,East Midlands
78,female,0.007651124642159208,0.024226196831956162,0.39530964035853106,0.0861159270871276,17408,crdd,0,50,75,20,133,5,female_crdd,East Midlands
79,female,0.007651124642159208,0.024226196831956162,0.39530964035853106,0.0861159270871276,17408,crdd,0,50,75,20,133,5,female_crdd,East Midlands
80,female,0.015647879914647087,0.031232563629687474,0.45312321041366094,0.11634290844328864,13227,crdd,0,20,80,9,205,5,female_crdd,East Midlands
81,female,0.015647879914647087,0.031232563629687474,0.45312321041366094,0.11634290844328864,13227,crdd,0,20,80,9,205,5,female_crdd,East Midlands
82,female,0.015647879914647087,0.031232563629687474,0.45312321041366094,0.11634290844328864,13227,crdd,0,20,80,9,205,5,female_crdd,East Midlands
83,female,0.015647879914647087,0.031232563629687474,0.45312321041366094,0.11634290844328864,13227,crdd,0,20,80,9,205,5,female_crdd,East Midlands
84,female,0.015647879914647087,0.031232563629687474,0.45312321041366094,0.11634290844328864,13227,crdd,0,20,80,9,205,5,female_crdd,East Midlands
85,female,0.035097816961900896,0.037914513851320254,0.48342148211230535,0.14692535342859633,8733,crdd,0,20,85,10,301,5,female_crdd,East Midlands
86,female,0.035097816961900896,0.037914513851320254,0.48342148211230535,0.14692535342859633,8733,crdd,0,20,85,10,301,5,female_crdd,East Midlands
87,female,0.035097816961900896,0.037914513851320254,0.48342148211230535,0.14692535342859633,8733,crdd,0,20,85,10,301,5,female_crdd,East Midlands
88,female,0.035097816961900896,0.037914513851320254,0.48342148211230535,0.14692535342859633,8733,crdd,0,20,85,10,301,5,female_crdd,East Midlands
89,female,0.035097816961900896,0.037914513851320254,0.48342148211230535,0.14692535342859633,8733,crdd,0,20,85,10,301,5,female_crdd,East Midlands
90,female,0.06096114959304456,0.04246442287994696,0.4857430652330531,0.1753079750593691,4335,crdd,0,10,90,5,256,5,female_crdd,East Midlands
91,female,0.06096114959304456,0.04246442287994696,0.4857430652330531,0.1753079750593691,4335,crdd,0,10,90,5,256,5,female_crdd,East Midlands
92,female,0.06096114959304456,0.04246442287994696,0.4857430652330531,0.1753079750593691,4335,crdd,0,10,90,5,256,5,female_crdd,East Midlands
