age,sex,mort,ylds (years lived with disability)_rate_carc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,18823,carc,0,10,0,0,0,5,male_carc,greatermanchester
1,male,0,0,0,1e-8,18823,carc,0,10,0,0,0,5,male_carc,greatermanchester
2,male,0,0,0,1e-8,18823,carc,0,10,0,0,0,5,male_carc,greatermanchester
3,male,0,0,0,1e-8,18823,carc,0,10,0,0,0,5,male_carc,greatermanchester
4,male,0,0,0,1e-8,18823,carc,0,10,0,0,0,5,male_carc,greatermanchester
5,male,0,0,0,1e-8,19596,carc,0,10,5,0,0,5,male_carc,greatermanchester
6,male,0,0,0,1e-8,19596,carc,0,10,5,0,0,5,male_carc,greatermanchester
7,male,0,0,0,1e-8,19596,carc,0,10,5,0,0,5,male_carc,greatermanchester
8,male,0,0,0,1e-8,19596,carc,0,10,5,0,0,5,male_carc,greatermanchester
9,male,0,0,0,1e-8,19596,carc,0,10,5,0,0,5,male_carc,greatermanchester
10,male,0,0,0,1e-8,17668,carc,0,50,10,0,0,5,male_carc,greatermanchester
11,male,0,0,0,1e-8,17668,carc,0,50,10,0,0,5,male_carc,greatermanchester
12,male,0,0,0,1e-8,17668,carc,0,50,10,0,0,5,male_carc,greatermanchester
13,male,0,0,0,1e-8,17668,carc,0,50,10,0,0,5,male_carc,greatermanchester
14,male,0,0,0,1e-8,17668,carc,0,50,10,0,0,5,male_carc,greatermanchester
15,male,4.630937338030258e-7,1.6006331220447264e-6,1.4281880654824036e-5,2.0776910985617033e-6,17023,carc,0,50,15,0,0,5,male_carc,greatermanchester
16,male,4.630937338030258e-7,1.6006331220447264e-6,1.4281880654824036e-5,2.0776910985617033e-6,17023,carc,0,50,15,0,0,5,male_carc,greatermanchester
17,male,4.630937338030258e-7,1.6006331220447264e-6,1.4281880654824036e-5,2.0776910985617033e-6,17023,carc,0,50,15,0,0,5,male_carc,greatermanchester
18,male,4.630937338030258e-7,1.6006331220447264e-6,1.4281880654824036e-5,2.0776910985617033e-6,17023,carc,0,50,15,0,0,5,male_carc,greatermanchester
19,male,4.630937338030258e-7,1.6006331220447264e-6,1.4281880654824036e-5,2.0776910985617033e-6,17023,carc,0,50,15,0,0,5,male_carc,greatermanchester
20,male,1.2041245907876164e-6,4.84073333294743e-6,4.499885526399549e-5,6.353904592245849e-6,19229,carc,0,50,20,0,0,5,male_carc,greatermanchester
21,male,1.2041245907876164e-6,4.84073333294743e-6,4.499885526399549e-5,6.353904592245849e-6,19229,carc,0,50,20,0,0,5,male_carc,greatermanchester
22,male,1.2041245907876164e-6,4.84073333294743e-6,4.499885526399549e-5,6.353904592245849e-6,19229,carc,0,50,20,0,0,5,male_carc,greatermanchester
23,male,1.2041245907876164e-6,4.84073333294743e-6,4.499885526399549e-5,6.353904592245849e-6,19229,carc,0,50,20,0,0,5,male_carc,greatermanchester
24,male,1.2041245907876164e-6,4.84073333294743e-6,4.499885526399549e-5,6.353904592245849e-6,19229,carc,0,50,20,0,0,5,male_carc,greatermanchester
25,male,3.7345927724909422e-6,1.525084491342135e-5,1.4888897641915564e-4,2.1114256265230968e-5,22384,carc,0,50,25,0,0,5,male_carc,greatermanchester
26,male,3.7345927724909422e-6,1.525084491342135e-5,1.4888897641915564e-4,2.1114256265230968e-5,22384,carc,0,50,25,0,0,5,male_carc,greatermanchester
27,male,3.7345927724909422e-6,1.525084491342135e-5,1.4888897641915564e-4,2.1114256265230968e-5,22384,carc,0,50,25,0,0,5,male_carc,greatermanchester
28,male,3.7345927724909422e-6,1.525084491342135e-5,1.4888897641915564e-4,2.1114256265230968e-5,22384,carc,0,50,25,0,0,5,male_carc,greatermanchester
29,male,3.7345927724909422e-6,1.525084491342135e-5,1.4888897641915564e-4,2.1114256265230968e-5,22384,carc,0,50,25,0,0,5,male_carc,greatermanchester
30,male,8.980618863354436e-6,3.248508192867562e-5,3.3794688552942794e-4,4.848771011610504e-5,21883,carc,0,50,30,0,0,5,male_carc,greatermanchester
31,male,8.980618863354436e-6,3.248508192867562e-5,3.3794688552942794e-4,4.848771011610504e-5,21883,carc,0,50,30,0,0,5,male_carc,greatermanchester
32,male,8.980618863354436e-6,3.248508192867562e-5,3.3794688552942794e-4,4.848771011610504e-5,21883,carc,0,50,30,0,0,5,male_carc,greatermanchester
33,male,8.980618863354436e-6,3.248508192867562e-5,3.3794688552942794e-4,4.848771011610504e-5,21883,carc,0,50,30,0,0,5,male_carc,greatermanchester
34,male,8.980618863354436e-6,3.248508192867562e-5,3.3794688552942794e-4,4.848771011610504e-5,21883,carc,0,50,30,0,0,5,male_carc,greatermanchester
35,male,1.8302353664812322e-5,5.782891275167386e-5,6.311777172121429e-4,8.996119077232537e-5,20183,carc,0,50,35,0,0,5,male_carc,greatermanchester
36,male,1.8302353664812322e-5,5.782891275167386e-5,6.311777172121429e-4,8.996119077232537e-5,20183,carc,0,50,35,0,0,5,male_carc,greatermanchester
37,male,1.8302353664812322e-5,5.782891275167386e-5,6.311777172121429e-4,8.996119077232537e-5,20183,carc,0,50,35,0,0,5,male_carc,greatermanchester
38,male,1.8302353664812322e-5,5.782891275167386e-5,6.311777172121429e-4,8.996119077232537e-5,20183,carc,0,50,35,0,0,5,male_carc,greatermanchester
39,male,1.8302353664812322e-5,5.782891275167386e-5,6.311777172121429e-4,8.996119077232537e-5,20183,carc,0,50,35,0,0,5,male_carc,greatermanchester
40,male,4.061708831282216e-5,1.1373662591302347e-4,0.0012776200975134313,1.8255766535867643e-4,18035,carc,0,50,40,0,1,5,male_carc,greatermanchester
41,male,4.061708831282216e-5,1.1373662591302347e-4,0.0012776200975134313,1.8255766535867643e-4,18035,carc,0,50,40,0,1,5,male_carc,greatermanchester
42,male,4.061708831282216e-5,1.1373662591302347e-4,0.0012776200975134313,1.8255766535867643e-4,18035,carc,0,50,40,0,1,5,male_carc,greatermanchester
43,male,4.061708831282216e-5,1.1373662591302347e-4,0.0012776200975134313,1.8255766535867643e-4,18035,carc,0,50,40,0,1,5,male_carc,greatermanchester
44,male,4.061708831282216e-5,1.1373662591302347e-4,0.0012776200975134313,1.8255766535867643e-4,18035,carc,0,50,40,0,1,5,male_carc,greatermanchester
45,male,8.43884373530449e-5,1.793099334724689e-4,0.002028819384564736,3.015060205300539e-4,19810,carc,0,50,45,0,2,5,male_carc,greatermanchester
46,male,8.43884373530449e-5,1.793099334724689e-4,0.002028819384564736,3.015060205300539e-4,19810,carc,0,50,45,0,2,5,male_carc,greatermanchester
