age,sex,mort,ylds (years lived with disability)_rate_strk,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,9.130716817884327e-7,1.9419225827352293e-5,0,5.6069234888071126e-5,194823,strk,0,10,0,0,0,5,male_strk,Greater London
1,male,9.130716817884327e-7,1.9419225827352293e-5,0,5.6069234888071126e-5,194823,strk,0,10,0,0,0,5,male_strk,Greater London
2,male,9.130716817884327e-7,1.9419225827352293e-5,0,5.6069234888071126e-5,194823,strk,0,10,0,0,0,5,male_strk,Greater London
3,male,9.130716817884327e-7,1.9419225827352293e-5,0,5.6069234888071126e-5,194823,strk,0,10,0,0,0,5,male_strk,Greater London
4,male,9.130716817884327e-7,1.9419225827352293e-5,0,5.6069234888071126e-5,194823,strk,0,10,0,0,0,5,male_strk,Greater London
5,male,4.5572121176841305e-7,5.4939399964658334e-5,1.25787065761864e-4,5.1962868237894796e-5,183368,strk,0,10,5,0,0,5,male_strk,Greater London
6,male,4.5572121176841305e-7,5.4939399964658334e-5,1.25787065761864e-4,5.1962868237894796e-5,183368,strk,0,10,5,0,0,5,male_strk,Greater London
7,male,4.5572121176841305e-7,5.4939399964658334e-5,1.25787065761864e-4,5.1962868237894796e-5,183368,strk,0,10,5,0,0,5,male_strk,Greater London
8,male,4.5572121176841305e-7,5.4939399964658334e-5,1.25787065761864e-4,5.1962868237894796e-5,183368,strk,0,10,5,0,0,5,male_strk,Greater London
9,male,4.5572121176841305e-7,5.4939399964658334e-5,1.25787065761864e-4,5.1962868237894796e-5,183368,strk,0,10,5,0,0,5,male_strk,Greater London
10,male,5.170236110962189e-7,8.945533941703409e-5,3.342980454110912e-4,4.83279943030177e-5,157108,strk,0,50,10,0,0,5,male_strk,Greater London
11,male,5.170236110962189e-7,8.945533941703409e-5,3.342980454110912e-4,4.83279943030177e-5,157108,strk,0,50,10,0,0,5,male_strk,Greater London
12,male,5.170236110962189e-7,8.945533941703409e-5,3.342980454110912e-4,4.83279943030177e-5,157108,strk,0,50,10,0,0,5,male_strk,Greater London
13,male,5.170236110962189e-7,8.945533941703409e-5,3.342980454110912e-4,4.83279943030177e-5,157108,strk,0,50,10,0,0,5,male_strk,Greater London
14,male,5.170236110962189e-7,8.945533941703409e-5,3.342980454110912e-4,4.83279943030177e-5,157108,strk,0,50,10,0,0,5,male_strk,Greater London
15,male,1.9197461765387034e-6,1.221987900370547e-4,4.4585896542875787e-4,4.620074473542894e-5,147244,strk,0,50,15,0,0,5,male_strk,Greater London
16,male,1.9197461765387034e-6,1.221987900370547e-4,4.4585896542875787e-4,4.620074473542894e-5,147244,strk,0,50,15,0,0,5,male_strk,Greater London
17,male,1.9197461765387034e-6,1.221987900370547e-4,4.4585896542875787e-4,4.620074473542894e-5,147244,strk,0,50,15,0,0,5,male_strk,Greater London
18,male,1.9197461765387034e-6,1.221987900370547e-4,4.4585896542875787e-4,4.620074473542894e-5,147244,strk,0,50,15,0,0,5,male_strk,Greater London
19,male,1.9197461765387034e-6,1.221987900370547e-4,4.4585896542875787e-4,4.620074473542894e-5,147244,strk,0,50,15,0,0,5,male_strk,Greater London
20,male,3.434537907548638e-6,0.00015985201711924468,6.994815614393943e-4,5.7796384024779296e-5,181375,strk,0,50,20,0,1,5,male_strk,Greater London
21,male,3.434537907548638e-6,0.00015985201711924468,6.994815614393943e-4,5.7796384024779296e-5,181375,strk,0,50,20,0,1,5,male_strk,Greater London
22,male,3.434537907548638e-6,0.00015985201711924468,6.994815614393943e-4,5.7796384024779296e-5,181375,strk,0,50,20,0,1,5,male_strk,Greater London
23,male,3.434537907548638e-6,0.00015985201711924468,6.994815614393943e-4,5.7796384024779296e-5,181375,strk,0,50,20,0,1,5,male_strk,Greater London
24,male,3.434537907548638e-6,0.00015985201711924468,6.994815614393943e-4,5.7796384024779296e-5,181375,strk,0,50,20,0,1,5,male_strk,Greater London
25,male,4.753056745400695e-6,2.0485738971569225e-4,0.0011702492759371678,8.29080027293207e-5,247736,strk,0,50,25,0,1,5,male_strk,Greater London
26,male,4.753056745400695e-6,2.0485738971569225e-4,0.0011702492759371678,8.29080027293207e-5,247736,strk,0,50,25,0,1,5,male_strk,Greater London
27,male,4.753056745400695e-6,2.0485738971569225e-4,0.0011702492759371678,8.29080027293207e-5,247736,strk,0,50,25,0,1,5,male_strk,Greater London
28,male,4.753056745400695e-6,2.0485738971569225e-4,0.0011702492759371678,8.29080027293207e-5,247736,strk,0,50,25,0,1,5,male_strk,Greater London
29,male,4.753056745400695e-6,2.0485738971569225e-4,0.0011702492759371678,8.29080027293207e-5,247736,strk,0,50,25,0,1,5,male_strk,Greater London
