age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,20018,adaod,0,10,0,0,0,5,male_adaod,westmidlands
1,male,0,0,0,1e-8,20018,adaod,0,10,0,0,0,5,male_adaod,westmidlands
2,male,0,0,0,1e-8,20018,adaod,0,10,0,0,0,5,male_adaod,westmidlands
3,male,0,0,0,1e-8,20018,adaod,0,10,0,0,0,5,male_adaod,westmidlands
4,male,0,0,0,1e-8,20018,adaod,0,10,0,0,0,5,male_adaod,westmidlands
5,male,0,0,0,1e-8,21167,adaod,0,10,5,0,0,5,male_adaod,westmidlands
6,male,0,0,0,1e-8,21167,adaod,0,10,5,0,0,5,male_adaod,westmidlands
7,male,0,0,0,1e-8,21167,adaod,0,10,5,0,0,5,male_adaod,westmidlands
8,male,0,0,0,1e-8,21167,adaod,0,10,5,0,0,5,male_adaod,westmidlands
9,male,0,0,0,1e-8,21167,adaod,0,10,5,0,0,5,male_adaod,westmidlands
10,male,0,0,0,1e-8,19371,adaod,0,50,10,0,0,5,male_adaod,westmidlands
11,male,0,0,0,1e-8,19371,adaod,0,50,10,0,0,5,male_adaod,westmidlands
12,male,0,0,0,1e-8,19371,adaod,0,50,10,0,0,5,male_adaod,westmidlands
13,male,0,0,0,1e-8,19371,adaod,0,50,10,0,0,5,male_adaod,westmidlands
14,male,0,0,0,1e-8,19371,adaod,0,50,10,0,0,5,male_adaod,westmidlands
15,male,0,0,0,1e-8,18825,adaod,0,50,15,0,0,5,male_adaod,westmidlands
16,male,0,0,0,1e-8,18825,adaod,0,50,15,0,0,5,male_adaod,westmidlands
17,male,0,0,0,1e-8,18825,adaod,0,50,15,0,0,5,male_adaod,westmidlands
18,male,0,0,0,1e-8,18825,adaod,0,50,15,0,0,5,male_adaod,westmidlands
19,male,0,0,0,1e-8,18825,adaod,0,50,15,0,0,5,male_adaod,westmidlands
