age,sex,mort,ylds (years lived with disability)_rate_crdd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,7.903099487133354e-6,6.767591725565388e-5,3.01889593738798e-4,3.1121125033993995e-4,34903,crdd,0,10,0,0,0,5,female_crdd,East of England
1,female,7.903099487133354e-6,6.767591725565388e-5,3.01889593738798e-4,3.1121125033993995e-4,34903,crdd,0,10,0,0,0,5,female_crdd,East of England
2,female,7.903099487133354e-6,6.767591725565388e-5,3.01889593738798e-4,3.1121125033993995e-4,34903,crdd,0,10,0,0,0,5,female_crdd,East of England
3,female,7.903099487133354e-6,6.767591725565388e-5,3.01889593738798e-4,3.1121125033993995e-4,34903,crdd,0,10,0,0,0,5,female_crdd,East of England
4,female,7.903099487133354e-6,6.767591725565388e-5,3.01889593738798e-4,3.1121125033993995e-4,34903,crdd,0,10,0,0,0,5,female_crdd,East of England
5,female,1.6243800749432154e-6,1.239311671883354e-4,2.316599351893403e-4,2.630793197035262e-4,37337,crdd,0,10,5,0,0,5,female_crdd,East of England
6,female,1.6243800749432154e-6,1.239311671883354e-4,2.316599351893403e-4,2.630793197035262e-4,37337,crdd,0,10,5,0,0,5,female_crdd,East of England
7,female,1.6243800749432154e-6,1.239311671883354e-4,2.316599351893403e-4,2.630793197035262e-4,37337,crdd,0,10,5,0,0,5,female_crdd,East of England
8,female,1.6243800749432154e-6,1.239311671883354e-4,2.316599351893403e-4,2.630793197035262e-4,37337,crdd,0,10,5,0,0,5,female_crdd,East of England
9,female,1.6243800749432154e-6,1.239311671883354e-4,2.316599351893403e-4,2.630793197035262e-4,37337,crdd,0,10,5,0,0,5,female_crdd,East of England
10,female,1.943361028040272e-6,2.3263667173944249e-4,0.001582073002797892,2.3200666714625882e-4,34707,crdd,0,50,10,0,0,5,female_crdd,East of England
11,female,1.943361028040272e-6,2.3263667173944249e-4,0.001582073002797892,2.3200666714625882e-4,34707,crdd,0,50,10,0,0,5,female_crdd,East of England
12,female,1.943361028040272e-6,2.3263667173944249e-4,0.001582073002797892,2.3200666714625882e-4,34707,crdd,0,50,10,0,0,5,female_crdd,East of England
