age,sex,mort,ylds (years lived with disability)_rate_ishd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,26517,ishd,0,10,0,0,0,5,female_ishd,East Midlands
1,female,0,0,0,1e-8,26517,ishd,0,10,0,0,0,5,female_ishd,East Midlands
2,female,0,0,0,1e-8,26517,ishd,0,10,0,0,0,5,female_ishd,East Midlands
3,female,0,0,0,1e-8,26517,ishd,0,10,0,0,0,5,female_ishd,East Midlands
4,female,0,0,0,1e-8,26517,ishd,0,10,0,0,0,5,female_ishd,East Midlands
5,female,0,0,0,1e-8,28290,ishd,0,10,5,0,0,5,female_ishd,East Midlands
6,female,0,0,0,1e-8,28290,ishd,0,10,5,0,0,5,female_ishd,East Midlands
7,female,0,0,0,1e-8,28290,ishd,0,10,5,0,0,5,female_ishd,East Midlands
8,female,0,0,0,1e-8,28290,ishd,0,10,5,0,0,5,female_ishd,East Midlands
9,female,0,0,0,1e-8,28290,ishd,0,10,5,0,0,5,female_ishd,East Midlands
10,female,0,0,0,1e-8,26654,ishd,0,50,10,0,0,5,female_ishd,East Midlands
11,female,0,0,0,1e-8,26654,ishd,0,50,10,0,0,5,female_ishd,East Midlands
12,female,0,0,0,1e-8,26654,ishd,0,50,10,0,0,5,female_ishd,East Midlands
13,female,0,0,0,1e-8,26654,ishd,0,50,10,0,0,5,female_ishd,East Midlands
14,female,0,0,0,1e-8,26654,ishd,0,50,10,0,0,5,female_ishd,East Midlands
15,female,6.054795067351143e-7,4.4498612049873124e-6,1.1894649748048089e-4,1.6247872134228255e-5,26868,ishd,0,50,15,0,0,5,female_ishd,East Midlands
16,female,6.054795067351143e-7,4.4498612049873124e-6,1.1894649748048089e-4,1.6247872134228255e-5,26868,ishd,0,50,15,0,0,5,female_ishd,East Midlands
17,female,6.054795067351143e-7,4.4498612049873124e-6,1.1894649748048089e-4,1.6247872134228255e-5,26868,ishd,0,50,15,0,0,5,female_ishd,East Midlands
18,female,6.054795067351143e-7,4.4498612049873124e-6,1.1894649748048089e-4,1.6247872134228255e-5,26868,ishd,0,50,15,0,0,5,female_ishd,East Midlands
19,female,6.054795067351143e-7,4.4498612049873124e-6,1.1894649748048089e-4,1.6247872134228255e-5,26868,ishd,0,50,15,0,0,5,female_ishd,East Midlands
20,female,1.1695071636423168e-6,1.9251150428977284e-5,3.876715455358744e-4,3.762608290292056e-5,29925,ishd,0,50,20,0,0,5,female_ishd,East Midlands
21,female,1.1695071636423168e-6,1.9251150428977284e-5,3.876715455358744e-4,3.762608290292056e-5,29925,ishd,0,50,20,0,0,5,female_ishd,East Midlands
22,female,1.1695071636423168e-6,1.9251150428977284e-5,3.876715455358744e-4,3.762608290292056e-5,29925,ishd,0,50,20,0,0,5,female_ishd,East Midlands
23,female,1.1695071636423168e-6,1.9251150428977284e-5,3.876715455358744e-4,3.762608290292056e-5,29925,ishd,0,50,20,0,0,5,female_ishd,East Midlands
24,female,1.1695071636423168e-6,1.9251150428977284e-5,3.876715455358744e-4,3.762608290292056e-5,29925,ishd,0,50,20,0,0,5,female_ishd,East Midlands
25,female,2.644474690812993e-6,3.9798132345705156e-5,8.238112229623727e-4,4.775623754171981e-5,32416,ishd,0,50,25,0,0,5,female_ishd,East Midlands
26,female,2.644474690812993e-6,3.9798132345705156e-5,8.238112229623727e-4,4.775623754171981e-5,32416,ishd,0,50,25,0,0,5,female_ishd,East Midlands
