age,sex,mort,ylds (years lived with disability)_rate_iscs,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,5.287897213689684e-7,2.438363180368691e-5,1.7084061805367986e-4,6.262257916551658e-5,7499,iscs,0,10,0,0,0,5,female_iscs,liverpool
1,female,5.287897213689684e-7,2.438363180368691e-5,1.7084061805367986e-4,6.262257916551658e-5,7499,iscs,0,10,0,0,0,5,female_iscs,liverpool
2,female,5.287897213689684e-7,2.438363180368691e-5,1.7084061805367986e-4,6.262257916551658e-5,7499,iscs,0,10,0,0,0,5,female_iscs,liverpool
3,female,5.287897213689684e-7,2.438363180368691e-5,1.7084061805367986e-4,6.262257916551658e-5,7499,iscs,0,10,0,0,0,5,female_iscs,liverpool
4,female,5.287897213689684e-7,2.438363180368691e-5,1.7084061805367986e-4,6.262257916551658e-5,7499,iscs,0,10,0,0,0,5,female_iscs,liverpool
5,female,9.846179902012338e-8,6.406024642146556e-5,4.5493448065429695e-4,3.743286313712165e-5,7726,iscs,0,10,5,0,0,5,female_iscs,liverpool
6,female,9.846179902012338e-8,6.406024642146556e-5,4.5493448065429695e-4,3.743286313712165e-5,7726,iscs,0,10,5,0,0,5,female_iscs,liverpool
7,female,9.846179902012338e-8,6.406024642146556e-5,4.5493448065429695e-4,3.743286313712165e-5,7726,iscs,0,10,5,0,0,5,female_iscs,liverpool
8,female,9.846179902012338e-8,6.406024642146556e-5,4.5493448065429695e-4,3.743286313712165e-5,7726,iscs,0,10,5,0,0,5,female_iscs,liverpool
9,female,9.846179902012338e-8,6.406024642146556e-5,4.5493448065429695e-4,3.743286313712165e-5,7726,iscs,0,10,5,0,0,5,female_iscs,liverpool
10,female,9.11181645276044e-8,9.841933945727295e-5,6.978926693736204e-4,3.4099513931663157e-5,7268,iscs,0,50,10,0,0,5,female_iscs,liverpool
11,female,9.11181645276044e-8,9.841933945727295e-5,6.978926693736204e-4,3.4099513931663157e-5,7268,iscs,0,50,10,0,0,5,female_iscs,liverpool
12,female,9.11181645276044e-8,9.841933945727295e-5,6.978926693736204e-4,3.4099513931663157e-5,7268,iscs,0,50,10,0,0,5,female_iscs,liverpool
13,female,9.11181645276044e-8,9.841933945727295e-5,6.978926693736204e-4,3.4099513931663157e-5,7268,iscs,0,50,10,0,0,5,female_iscs,liverpool
14,female,9.11181645276044e-8,9.841933945727295e-5,6.978926693736204e-4,3.4099513931663157e-5,7268,iscs,0,50,10,0,0,5,female_iscs,liverpool
15,female,3.465574741574372e-7,1.287939494204576e-4,9.295686322814427e-4,3.0378183217658397e-5,7653,iscs,0,50,15,0,0,5,female_iscs,liverpool
16,female,3.465574741574372e-7,1.287939494204576e-4,9.295686322814427e-4,3.0378183217658397e-5,7653,iscs,0,50,15,0,0,5,female_iscs,liverpool
17,female,3.465574741574372e-7,1.287939494204576e-4,9.295686322814427e-4,3.0378183217658397e-5,7653,iscs,0,50,15,0,0,5,female_iscs,liverpool
18,female,3.465574741574372e-7,1.287939494204576e-4,9.295686322814427e-4,3.0378183217658397e-5,7653,iscs,0,50,15,0,0,5,female_iscs,liverpool
19,female,3.465574741574372e-7,1.287939494204576e-4,9.295686322814427e-4,3.0378183217658397e-5,7653,iscs,0,50,15,0,0,5,female_iscs,liverpool
20,female,4.960103066991848e-7,1.623590820361886e-4,0.001168333064682884,3.592569302834902e-5,8896,iscs,0,50,20,0,0,5,female_iscs,liverpool
21,female,4.960103066991848e-7,1.623590820361886e-4,0.001168333064682884,3.592569302834902e-5,8896,iscs,0,50,20,0,0,5,female_iscs,liverpool
22,female,4.960103066991848e-7,1.623590820361886e-4,0.001168333064682884,3.592569302834902e-5,8896,iscs,0,50,20,0,0,5,female_iscs,liverpool
23,female,4.960103066991848e-7,1.623590820361886e-4,0.001168333064682884,3.592569302834902e-5,8896,iscs,0,50,20,0,0,5,female_iscs,liverpool
