age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,29108,adaod,0,10,0,0,0,5,female_adaod,South West England
1,female,0,0,0,1e-8,29108,adaod,0,10,0,0,0,5,female_adaod,South West England
2,female,0,0,0,1e-8,29108,adaod,0,10,0,0,0,5,female_adaod,South West England
3,female,0,0,0,1e-8,29108,adaod,0,10,0,0,0,5,female_adaod,South West England
4,female,0,0,0,1e-8,29108,adaod,0,10,0,0,0,5,female_adaod,South West England
5,female,0,0,0,1e-8,30672,adaod,0,10,5,0,0,5,female_adaod,South West England
6,female,0,0,0,1e-8,30672,adaod,0,10,5,0,0,5,female_adaod,South West England
7,female,0,0,0,1e-8,30672,adaod,0,10,5,0,0,5,female_adaod,South West England
8,female,0,0,0,1e-8,30672,adaod,0,10,5,0,0,5,female_adaod,South West England
9,female,0,0,0,1e-8,30672,adaod,0,10,5,0,0,5,female_adaod,South West England
10,female,0,0,0,1e-8,29175,adaod,0,50,10,0,0,5,female_adaod,South West England
11,female,0,0,0,1e-8,29175,adaod,0,50,10,0,0,5,female_adaod,South West England
12,female,0,0,0,1e-8,29175,adaod,0,50,10,0,0,5,female_adaod,South West England
13,female,0,0,0,1e-8,29175,adaod,0,50,10,0,0,5,female_adaod,South West England
14,female,0,0,0,1e-8,29175,adaod,0,50,10,0,0,5,female_adaod,South West England
15,female,0,0,0,1e-8,29922,adaod,0,50,15,0,0,5,female_adaod,South West England
16,female,0,0,0,1e-8,29922,adaod,0,50,15,0,0,5,female_adaod,South West England
17,female,0,0,0,1e-8,29922,adaod,0,50,15,0,0,5,female_adaod,South West England
18,female,0,0,0,1e-8,29922,adaod,0,50,15,0,0,5,female_adaod,South West England
19,female,0,0,0,1e-8,29922,adaod,0,50,15,0,0,5,female_adaod,South West England
20,female,0,0,0,1e-8,32369,adaod,0,50,20,0,0,5,female_adaod,South West England
21,female,0,0,0,1e-8,32369,adaod,0,50,20,0,0,5,female_adaod,South West England
22,female,0,0,0,1e-8,32369,adaod,0,50,20,0,0,5,female_adaod,South West England
23,female,0,0,0,1e-8,32369,adaod,0,50,20,0,0,5,female_adaod,South West England
24,female,0,0,0,1e-8,32369,adaod,0,50,20,0,0,5,female_adaod,South West England
25,female,0,0,0,1e-8,35027,adaod,0,50,25,0,0,5,female_adaod,South West England
26,female,0,0,0,1e-8,35027,adaod,0,50,25,0,0,5,female_adaod,South West England
27,female,0,0,0,1e-8,35027,adaod,0,50,25,0,0,5,female_adaod,South West England
28,female,0,0,0,1e-8,35027,adaod,0,50,25,0,0,5,female_adaod,South West England
29,female,0,0,0,1e-8,35027,adaod,0,50,25,0,0,5,female_adaod,South West England
30,female,0,0,0,1e-8,33987,adaod,0,50,30,0,0,5,female_adaod,South West England
31,female,0,0,0,1e-8,33987,adaod,0,50,30,0,0,5,female_adaod,South West England
32,female,0,0,0,1e-8,33987,adaod,0,50,30,0,0,5,female_adaod,South West England
33,female,0,0,0,1e-8,33987,adaod,0,50,30,0,0,5,female_adaod,South West England
34,female,0,0,0,1e-8,33987,adaod,0,50,30,0,0,5,female_adaod,South West England
35,female,0,0,0,1e-8,32432,adaod,0,50,35,0,0,5,female_adaod,South West England
36,female,0,0,0,1e-8,32432,adaod,0,50,35,0,0,5,female_adaod,South West England
37,female,0,0,0,1e-8,32432,adaod,0,50,35,0,0,5,female_adaod,South West England
38,female,0,0,0,1e-8,32432,adaod,0,50,35,0,0,5,female_adaod,South West England
39,female,0,0,0,1e-8,32432,adaod,0,50,35,0,0,5,female_adaod,South West England
40,female,1.605779078484603e-6,9.730290049921637e-6,7.306071126013935e-5,4.3374645589371115e-5,32666,adaod,0,50,40,0,0,5,female_adaod,South West England
41,female,1.605779078484603e-6,9.730290049921637e-6,7.306071126013935e-5,4.3374645589371115e-5,32666,adaod,0,50,40,0,0,5,female_adaod,South West England
42,female,1.605779078484603e-6,9.730290049921637e-6,7.306071126013935e-5,4.3374645589371115e-5,32666,adaod,0,50,40,0,0,5,female_adaod,South West England
43,female,1.605779078484603e-6,9.730290049921637e-6,7.306071126013935e-5,4.3374645589371115e-5,32666,adaod,0,50,40,0,0,5,female_adaod,South West England
44,female,1.605779078484603e-6,9.730290049921637e-6,7.306071126013935e-5,4.3374645589371115e-5,32666,adaod,0,50,40,0,0,5,female_adaod,South West England
45,female,6.618240081075505e-6,6.46872576183711e-5,4.984831692708423e-4,1.3303729507020928e-4,38903,adaod,0,50,45,0,0,5,female_adaod,South West England
46,female,6.618240081075505e-6,6.46872576183711e-5,4.984831692708423e-4,1.3303729507020928e-4,38903,adaod,0,50,45,0,0,5,female_adaod,South West England
47,female,6.618240081075505e-6,6.46872576183711e-5,4.984831692708423e-4,1.3303729507020928e-4,38903,adaod,0,50,45,0,0,5,female_adaod,South West England
48,female,6.618240081075505e-6,6.46872576183711e-5,4.984831692708423e-4,1.3303729507020928e-4,38903,adaod,0,50,45,0,0,5,female_adaod,South West England
49,female,6.618240081075505e-6,6.46872576183711e-5,4.984831692708423e-4,1.3303729507020928e-4,38903,adaod,0,50,45,0,0,5,female_adaod,South West England
50,female,1.5250234627613067e-5,1.6558277905602445e-4,0.0013270090280772995,2.1132684863274629e-4,40699,adaod,0,50,50,0,1,5,female_adaod,South West England
51,female,1.5250234627613067e-5,1.6558277905602445e-4,0.0013270090280772995,2.1132684863274629e-4,40699,adaod,0,50,50,0,1,5,female_adaod,South West England
52,female,1.5250234627613067e-5,1.6558277905602445e-4,0.0013270090280772995,2.1132684863274629e-4,40699,adaod,0,50,50,0,1,5,female_adaod,South West England
53,female,1.5250234627613067e-5,1.6558277905602445e-4,0.0013270090280772995,2.1132684863274629e-4,40699,adaod,0,50,50,0,1,5,female_adaod,South West England
54,female,1.5250234627613067e-5,1.6558277905602445e-4,0.0013270090280772995,2.1132684863274629e-4,40699,adaod,0,50,50,0,1,5,female_adaod,South West England
55,female,3.986972638138504e-5,3.189854232745022e-4,0.002641099109872901,3.9288509492451805e-4,36902,adaod,0,50,55,0,1,5,female_adaod,South West England
56,female,3.986972638138504e-5,3.189854232745022e-4,0.002641099109872901,3.9288509492451805e-4,36902,adaod,0,50,55,0,1,5,female_adaod,South West England
57,female,3.986972638138504e-5,3.189854232745022e-4,0.002641099109872901,3.9288509492451805e-4,36902,adaod,0,50,55,0,1,5,female_adaod,South West England
58,female,3.986972638138504e-5,3.189854232745022e-4,0.002641099109872901,3.9288509492451805e-4,36902,adaod,0,50,55,0,1,5,female_adaod,South West England
59,female,3.986972638138504e-5,3.189854232745022e-4,0.002641099109872901,3.9288509492451805e-4,36902,adaod,0,50,55,0,1,5,female_adaod,South West England
60,female,1.040227753837059e-4,6.568934777780263e-4,0.005479996187287227,9.339037273869108e-4,33147,adaod,0,50,60,0,3,5,female_adaod,South West England
61,female,1.040227753837059e-4,6.568934777780263e-4,0.005479996187287227,9.339037273869108e-4,33147,adaod,0,50,60,0,3,5,female_adaod,South West England
62,female,1.040227753837059e-4,6.568934777780263e-4,0.005479996187287227,9.339037273869108e-4,33147,adaod,0,50,60,0,3,5,female_adaod,South West England
63,female,1.040227753837059e-4,6.568934777780263e-4,0.005479996187287227,9.339037273869108e-4,33147,adaod,0,50,60,0,3,5,female_adaod,South West England
64,female,1.040227753837059e-4,6.568934777780263e-4,0.005479996187287227,9.339037273869108e-4,33147,adaod,0,50,60,0,3,5,female_adaod,South West England
65,female,2.612881425550834e-4,0.001415102984468693,0.011983431540743788,0.002139543354310959,34954,adaod,0,50,65,1,9,5,female_adaod,South West England
66,female,2.612881425550834e-4,0.001415102984468693,0.011983431540743788,0.002139543354310959,34954,adaod,0,50,65,1,9,5,female_adaod,South West England
67,female,2.612881425550834e-4,0.001415102984468693,0.011983431540743788,0.002139543354310959,34954,adaod,0,50,65,1,9,5,female_adaod,South West England
68,female,2.612881425550834e-4,0.001415102984468693,0.011983431540743788,0.002139543354310959,34954,adaod,0,50,65,1,9,5,female_adaod,South West England
69,female,2.612881425550834e-4,0.001415102984468693,0.011983431540743788,0.002139543354310959,34954,adaod,0,50,65,1,9,5,female_adaod,South West England
70,female,7.229125945132686e-4,0.0036823420827067693,0.02672387239064339,0.0050789243801369855,31581,adaod,0,50,70,1,23,5,female_adaod,South West England
71,female,7.229125945132686e-4,0.0036823420827067693,0.02672387239064339,0.0050789243801369855,31581,adaod,0,50,70,1,23,5,female_adaod,South West England
72,female,7.229125945132686e-4,0.0036823420827067693,0.02672387239064339,0.0050789243801369855,31581,adaod,0,50,70,1,23,5,female_adaod,South West England
73,female,7.229125945132686e-4,0.0036823420827067693,0.02672387239064339,0.0050789243801369855,31581,adaod,0,50,70,1,23,5,female_adaod,South West England
74,female,7.229125945132686e-4,0.0036823420827067693,0.02672387239064339,0.0050789243801369855,31581,adaod,0,50,70,1,23,5,female_adaod,South West England
75,female,0.002507762589505093,0.008061745333635451,0.05947899645382349,0.011432026287617997,22857,adaod,0,50,75,3,57,5,female_adaod,South West England
76,female,0.002507762589505093,0.008061745333635451,0.05947899645382349,0.011432026287617997,22857,adaod,0,50,75,3,57,5,female_adaod,South West England
77,female,0.002507762589505093,0.008061745333635451,0.05947899645382349,0.011432026287617997,22857,adaod,0,50,75,3,57,5,female_adaod,South West England
78,female,0.002507762589505093,0.008061745333635451,0.05947899645382349,0.011432026287617997,22857,adaod,0,50,75,3,57,5,female_adaod,South West England
79,female,0.002507762589505093,0.008061745333635451,0.05947899645382349,0.011432026287617997,22857,adaod,0,50,75,3,57,5,female_adaod,South West England
80,female,0.007237864276726283,0.01969325957867878,0.12003659820458795,0.02077488249375143,17816,adaod,0,20,80,2,128,5,female_adaod,South West England
81,female,0.007237864276726283,0.01969325957867878,0.12003659820458795,0.02077488249375143,17816,adaod,0,20,80,2,128,5,female_adaod,South West England
82,female,0.007237864276726283,0.01969325957867878,0.12003659820458795,0.02077488249375143,17816,adaod,0,20,80,2,128,5,female_adaod,South West England
83,female,0.007237864276726283,0.01969325957867878,0.12003659820458795,0.02077488249375143,17816,adaod,0,20,80,2,128,5,female_adaod,South West England
84,female,0.007237864276726283,0.01969325957867878,0.12003659820458795,0.02077488249375143,17816,adaod,0,20,80,2,128,5,female_adaod,South West England
85,female,0.019318709355027722,0.032810438719026995,0.20569423885409294,0.03133440136289204,12271,adaod,0,20,85,4,235,5,female_adaod,South West England
86,female,0.019318709355027722,0.032810438719026995,0.20569423885409294,0.03133440136289204,12271,adaod,0,20,85,4,235,5,female_adaod,South West England
87,female,0.019318709355027722,0.032810438719026995,0.20569423885409294,0.03133440136289204,12271,adaod,0,20,85,4,235,5,female_adaod,South West England
88,female,0.019318709355027722,0.032810438719026995,0.20569423885409294,0.03133440136289204,12271,adaod,0,20,85,4,235,5,female_adaod,South West England
89,female,0.019318709355027722,0.032810438719026995,0.20569423885409294,0.03133440136289204,12271,adaod,0,20,85,4,235,5,female_adaod,South West England
90,female,0.04242912159048634,0.045951874611613,0.2944720823962279,0.041719113709343385,6445,adaod,0,10,90,3,268,5,female_adaod,South West England
91,female,0.04242912159048634,0.045951874611613,0.2944720823962279,0.041719113709343385,6445,adaod,0,10,90,3,268,5,female_adaod,South West England
92,female,0.04242912159048634,0.045951874611613,0.2944720823962279,0.041719113709343385,6445,adaod,0,10,90,3,268,5,female_adaod,South West England
93,female,0.04242912159048634,0.045951874611613,0.2944720823962279,0.041719113709343385,6445,adaod,0,10,90,3,268,5,female_adaod,South West England
94,female,0.04242912159048634,0.045951874611613,0.2944720823962279,0.041719113709343385,6445,adaod,0,10,90,3,268,5,female_adaod,South West England
95,female,0.07781181868248363,0.05522291914412917,0.3601016201483763,0.0498383845568342,1771,adaod,0,10,95,4,133,6,female_adaod,South West England
96,female,0.07781181868248363,0.05522291914412917,0.3601016201483763,0.0498383845568342,1771,adaod,0,10,95,4,133,6,female_adaod,South West England
97,female,0.07781181868248363,0.05522291914412917,0.3601016201483763,0.0498383845568342,1771,adaod,0,10,95,4,133,6,female_adaod,South West England
