age,sex,mort,ylds (years lived with disability)_rate_tbalc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,26517,tbalc,0,10,0,0,0,5,female_tbalc,East Midlands
1,female,0,0,0,1e-8,26517,tbalc,0,10,0,0,0,5,female_tbalc,East Midlands
2,female,0,0,0,1e-8,26517,tbalc,0,10,0,0,0,5,female_tbalc,East Midlands
3,female,0,0,0,1e-8,26517,tbalc,0,10,0,0,0,5,female_tbalc,East Midlands
4,female,0,0,0,1e-8,26517,tbalc,0,10,0,0,0,5,female_tbalc,East Midlands
5,female,0,0,0,1e-8,28290,tbalc,0,10,5,0,0,5,female_tbalc,East Midlands
6,female,0,0,0,1e-8,28290,tbalc,0,10,5,0,0,5,female_tbalc,East Midlands
7,female,0,0,0,1e-8,28290,tbalc,0,10,5,0,0,5,female_tbalc,East Midlands
8,female,0,0,0,1e-8,28290,tbalc,0,10,5,0,0,5,female_tbalc,East Midlands
9,female,0,0,0,1e-8,28290,tbalc,0,10,5,0,0,5,female_tbalc,East Midlands
10,female,0,0,0,1e-8,26654,tbalc,0,50,10,0,0,5,female_tbalc,East Midlands
11,female,0,0,0,1e-8,26654,tbalc,0,50,10,0,0,5,female_tbalc,East Midlands
12,female,0,0,0,1e-8,26654,tbalc,0,50,10,0,0,5,female_tbalc,East Midlands
13,female,0,0,0,1e-8,26654,tbalc,0,50,10,0,0,5,female_tbalc,East Midlands
14,female,0,0,0,1e-8,26654,tbalc,0,50,10,0,0,5,female_tbalc,East Midlands
15,female,3.138714057887739e-7,1.2008900140887886e-7,6.337158865929287e-7,4.408647420851205e-7,26868,tbalc,0,50,15,0,0,5,female_tbalc,East Midlands
16,female,3.138714057887739e-7,1.2008900140887886e-7,6.337158865929287e-7,4.408647420851205e-7,26868,tbalc,0,50,15,0,0,5,female_tbalc,East Midlands
17,female,3.138714057887739e-7,1.2008900140887886e-7,6.337158865929287e-7,4.408647420851205e-7,26868,tbalc,0,50,15,0,0,5,female_tbalc,East Midlands
18,female,3.138714057887739e-7,1.2008900140887886e-7,6.337158865929287e-7,4.408647420851205e-7,26868,tbalc,0,50,15,0,0,5,female_tbalc,East Midlands
19,female,3.138714057887739e-7,1.2008900140887886e-7,6.337158865929287e-7,4.408647420851205e-7,26868,tbalc,0,50,15,0,0,5,female_tbalc,East Midlands
20,female,4.7071346360379645e-7,2.23829243321095e-7,1.4099432059524112e-6,7.662267773693232e-7,29925,tbalc,0,50,20,0,0,5,female_tbalc,East Midlands
21,female,4.7071346360379645e-7,2.23829243321095e-7,1.4099432059524112e-6,7.662267773693232e-7,29925,tbalc,0,50,20,0,0,5,female_tbalc,East Midlands
22,female,4.7071346360379645e-7,2.23829243321095e-7,1.4099432059524112e-6,7.662267773693232e-7,29925,tbalc,0,50,20,0,0,5,female_tbalc,East Midlands
23,female,4.7071346360379645e-7,2.23829243321095e-7,1.4099432059524112e-6,7.662267773693232e-7,29925,tbalc,0,50,20,0,0,5,female_tbalc,East Midlands
