age,sex,mort,ylds (years lived with disability)_rate_carc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,14431,carc,0,10,0,0,0,5,female_carc,North East England
1,female,0,0,0,1e-8,14431,carc,0,10,0,0,0,5,female_carc,North East England
2,female,0,0,0,1e-8,14431,carc,0,10,0,0,0,5,female_carc,North East England
3,female,0,0,0,1e-8,14431,carc,0,10,0,0,0,5,female_carc,North East England
4,female,0,0,0,1e-8,14431,carc,0,10,0,0,0,5,female_carc,North East England
5,female,0,0,0,1e-8,15200,carc,0,10,5,0,0,5,female_carc,North East England
6,female,0,0,0,1e-8,15200,carc,0,10,5,0,0,5,female_carc,North East England
7,female,0,0,0,1e-8,15200,carc,0,10,5,0,0,5,female_carc,North East England
8,female,0,0,0,1e-8,15200,carc,0,10,5,0,0,5,female_carc,North East England
9,female,0,0,0,1e-8,15200,carc,0,10,5,0,0,5,female_carc,North East England
10,female,0,0,0,1e-8,14104,carc,0,50,10,0,0,5,female_carc,North East England
11,female,0,0,0,1e-8,14104,carc,0,50,10,0,0,5,female_carc,North East England
12,female,0,0,0,1e-8,14104,carc,0,50,10,0,0,5,female_carc,North East England
13,female,0,0,0,1e-8,14104,carc,0,50,10,0,0,5,female_carc,North East England
14,female,0,0,0,1e-8,14104,carc,0,50,10,0,0,5,female_carc,North East England
15,female,2.668775495913857e-7,9.488214912976456e-7,8.544008360232767e-6,1.2329711976835538e-6,14531,carc,0,50,15,0,0,5,female_carc,North East England
16,female,2.668775495913857e-7,9.488214912976456e-7,8.544008360232767e-6,1.2329711976835538e-6,14531,carc,0,50,15,0,0,5,female_carc,North East England
17,female,2.668775495913857e-7,9.488214912976456e-7,8.544008360232767e-6,1.2329711976835538e-6,14531,carc,0,50,15,0,0,5,female_carc,North East England
18,female,2.668775495913857e-7,9.488214912976456e-7,8.544008360232767e-6,1.2329711976835538e-6,14531,carc,0,50,15,0,0,5,female_carc,North East England
19,female,2.668775495913857e-7,9.488214912976456e-7,8.544008360232767e-6,1.2329711976835538e-6,14531,carc,0,50,15,0,0,5,female_carc,North East England
20,female,9.524977541563824e-7,3.856838887863207e-6,3.619442010092323e-5,5.108153694874336e-6,16711,carc,0,50,20,0,0,5,female_carc,North East England
21,female,9.524977541563824e-7,3.856838887863207e-6,3.619442010092323e-5,5.108153694874336e-6,16711,carc,0,50,20,0,0,5,female_carc,North East England
22,female,9.524977541563824e-7,3.856838887863207e-6,3.619442010092323e-5,5.108153694874336e-6,16711,carc,0,50,20,0,0,5,female_carc,North East England
23,female,9.524977541563824e-7,3.856838887863207e-6,3.619442010092323e-5,5.108153694874336e-6,16711,carc,0,50,20,0,0,5,female_carc,North East England
24,female,9.524977541563824e-7,3.856838887863207e-6,3.619442010092323e-5,5.108153694874336e-6,16711,carc,0,50,20,0,0,5,female_carc,North East England
25,female,4.200072794298732e-6,1.7133117405958426e-5,1.6921851821320524e-4,2.399666564148857e-5,18190,carc,0,50,25,0,0,5,female_carc,North East England
26,female,4.200072794298732e-6,1.7133117405958426e-5,1.6921851821320524e-4,2.399666564148857e-5,18190,carc,0,50,25,0,0,5,female_carc,North East England
27,female,4.200072794298732e-6,1.7133117405958426e-5,1.6921851821320524e-4,2.399666564148857e-5,18190,carc,0,50,25,0,0,5,female_carc,North East England
