age,sex,mort,ylds (years lived with disability)_rate_copd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,9.382715589736069e-7,2.9089988946239033e-5,3.942930880210914e-4,1.3310707500889223e-4,10402,copd,0,10,0,0,0,5,female_copd,northeast
1,female,9.382715589736069e-7,2.9089988946239033e-5,3.942930880210914e-4,1.3310707500889223e-4,10402,copd,0,10,0,0,0,5,female_copd,northeast
2,female,9.382715589736069e-7,2.9089988946239033e-5,3.942930880210914e-4,1.3310707500889223e-4,10402,copd,0,10,0,0,0,5,female_copd,northeast
3,female,9.382715589736069e-7,2.9089988946239033e-5,3.942930880210914e-4,1.3310707500889223e-4,10402,copd,0,10,0,0,0,5,female_copd,northeast
4,female,9.382715589736069e-7,2.9089988946239033e-5,3.942930880210914e-4,1.3310707500889223e-4,10402,copd,0,10,0,0,0,5,female_copd,northeast
5,female,3.2775326885671464e-7,8.953576686740499e-5,0.0012456515551240058,1.674964520869614e-4,10982,copd,0,10,5,0,0,5,female_copd,northeast
6,female,3.2775326885671464e-7,8.953576686740499e-5,0.0012456515551240058,1.674964520869614e-4,10982,copd,0,10,5,0,0,5,female_copd,northeast
7,female,3.2775326885671464e-7,8.953576686740499e-5,0.0012456515551240058,1.674964520869614e-4,10982,copd,0,10,5,0,0,5,female_copd,northeast
8,female,3.2775326885671464e-7,8.953576686740499e-5,0.0012456515551240058,1.674964520869614e-4,10982,copd,0,10,5,0,0,5,female_copd,northeast
9,female,3.2775326885671464e-7,8.953576686740499e-5,0.0012456515551240058,1.674964520869614e-4,10982,copd,0,10,5,0,0,5,female_copd,northeast
10,female,6.3835364067339e-7,1.7165222483100695e-4,0.002419349087007243,3.65314569582652e-4,10229,copd,0,50,10,0,0,5,female_copd,northeast
11,female,6.3835364067339e-7,1.7165222483100695e-4,0.002419349087007243,3.65314569582652e-4,10229,copd,0,50,10,0,0,5,female_copd,northeast
12,female,6.3835364067339e-7,1.7165222483100695e-4,0.002419349087007243,3.65314569582652e-4,10229,copd,0,50,10,0,0,5,female_copd,northeast
13,female,6.3835364067339e-7,1.7165222483100695e-4,0.002419349087007243,3.65314569582652e-4,10229,copd,0,50,10,0,0,5,female_copd,northeast
14,female,6.3835364067339e-7,1.7165222483100695e-4,0.002419349087007243,3.65314569582652e-4,10229,copd,0,50,10,0,0,5,female_copd,northeast
15,female,1.0003457065449473e-6,3.6073511943821387e-4,0.005228060578675134,7.583881292914299e-4,10697,copd,0,50,15,0,0,5,female_copd,northeast
16,female,1.0003457065449473e-6,3.6073511943821387e-4,0.005228060578675134,7.583881292914299e-4,10697,copd,0,50,15,0,0,5,female_copd,northeast
17,female,1.0003457065449473e-6,3.6073511943821387e-4,0.005228060578675134,7.583881292914299e-4,10697,copd,0,50,15,0,0,5,female_copd,northeast
18,female,1.0003457065449473e-6,3.6073511943821387e-4,0.005228060578675134,7.583881292914299e-4,10697,copd,0,50,15,0,0,5,female_copd,northeast
19,female,1.0003457065449473e-6,3.6073511943821387e-4,0.005228060578675134,7.583881292914299e-4,10697,copd,0,50,15,0,0,5,female_copd,northeast
20,female,9.689174453736072e-7,6.769353322316691e-4,0.00995061072441307,0.0011233343093645775,12578,copd,0,50,20,0,0,5,female_copd,northeast
21,female,9.689174453736072e-7,6.769353322316691e-4,0.00995061072441307,0.0011233343093645775,12578,copd,0,50,20,0,0,5,female_copd,northeast
22,female,9.689174453736072e-7,6.769353322316691e-4,0.00995061072441307,0.0011233343093645775,12578,copd,0,50,20,0,0,5,female_copd,northeast
23,female,9.689174453736072e-7,6.769353322316691e-4,0.00995061072441307,0.0011233343093645775,12578,copd,0,50,20,0,0,5,female_copd,northeast
24,female,9.689174453736072e-7,6.769353322316691e-4,0.00995061072441307,0.0011233343093645775,12578,copd,0,50,20,0,0,5,female_copd,northeast
25,female,1.7567052363092837e-6,0.001100887306162152,0.016394596567927223,0.0014577060330400883,13691,copd,0,50,25,1,0,5,female_copd,northeast
26,female,1.7567052363092837e-6,0.001100887306162152,0.016394596567927223,0.0014577060330400883,13691,copd,0,50,25,1,0,5,female_copd,northeast
27,female,1.7567052363092837e-6,0.001100887306162152,0.016394596567927223,0.0014577060330400883,13691,copd,0,50,25,1,0,5,female_copd,northeast
28,female,1.7567052363092837e-6,0.001100887306162152,0.016394596567927223,0.0014577060330400883,13691,copd,0,50,25,1,0,5,female_copd,northeast
29,female,1.7567052363092837e-6,0.001100887306162152,0.016394596567927223,0.0014577060330400883,13691,copd,0,50,25,1,0,5,female_copd,northeast
30,female,3.1808588488959852e-6,0.0016527084106092182,0.024856143577106492,0.0020132465370689065,12871,copd,0,50,30,1,0,5,female_copd,northeast
31,female,3.1808588488959852e-6,0.0016527084106092182,0.024856143577106492,0.0020132465370689065,12871,copd,0,50,30,1,0,5,female_copd,northeast
32,female,3.1808588488959852e-6,0.0016527084106092182,0.024856143577106492,0.0020132465370689065,12871,copd,0,50,30,1,0,5,female_copd,northeast
33,female,3.1808588488959852e-6,0.0016527084106092182,0.024856143577106492,0.0020132465370689065,12871,copd,0,50,30,1,0,5,female_copd,northeast
34,female,3.1808588488959852e-6,0.0016527084106092182,0.024856143577106492,0.0020132465370689065,12871,copd,0,50,30,1,0,5,female_copd,northeast
35,female,5.633125002447335e-6,0.0024591969199550937,0.0373832700809717,0.0031162613515723007,12119,copd,0,50,35,2,0,5,female_copd,northeast
36,female,5.633125002447335e-6,0.0024591969199550937,0.0373832700809717,0.0031162613515723007,12119,copd,0,50,35,2,0,5,female_copd,northeast
37,female,5.633125002447335e-6,0.0024591969199550937,0.0373832700809717,0.0031162613515723007,12119,copd,0,50,35,2,0,5,female_copd,northeast
38,female,5.633125002447335e-6,0.0024591969199550937,0.0373832700809717,0.0031162613515723007,12119,copd,0,50,35,2,0,5,female_copd,northeast
39,female,5.633125002447335e-6,0.0024591969199550937,0.0373832700809717,0.0031162613515723007,12119,copd,0,50,35,2,0,5,female_copd,northeast
40,female,1.5198446571153172e-5,0.0036228755985043986,0.05580868329404669,0.0041912651929525814,11629,copd,0,50,40,3,0,5,female_copd,northeast
41,female,1.5198446571153172e-5,0.0036228755985043986,0.05580868329404669,0.0041912651929525814,11629,copd,0,50,40,3,0,5,female_copd,northeast
42,female,1.5198446571153172e-5,0.0036228755985043986,0.05580868329404669,0.0041912651929525814,11629,copd,0,50,40,3,0,5,female_copd,northeast
43,female,1.5198446571153172e-5,0.0036228755985043986,0.05580868329404669,0.0041912651929525814,11629,copd,0,50,40,3,0,5,female_copd,northeast
44,female,1.5198446571153172e-5,0.0036228755985043986,0.05580868329404669,0.0041912651929525814,11629,copd,0,50,40,3,0,5,female_copd,northeast
45,female,4.1826464025943106e-5,0.005016325021638907,0.07842880087907958,0.004959332541547446,13839,copd,0,50,45,4,1,5,female_copd,northeast
46,female,4.1826464025943106e-5,0.005016325021638907,0.07842880087907958,0.004959332541547446,13839,copd,0,50,45,4,1,5,female_copd,northeast
47,female,4.1826464025943106e-5,0.005016325021638907,0.07842880087907958,0.004959332541547446,13839,copd,0,50,45,4,1,5,female_copd,northeast
48,female,4.1826464025943106e-5,0.005016325021638907,0.07842880087907958,0.004959332541547446,13839,copd,0,50,45,4,1,5,female_copd,northeast
49,female,4.1826464025943106e-5,0.005016325021638907,0.07842880087907958,0.004959332541547446,13839,copd,0,50,45,4,1,5,female_copd,northeast
50,female,9.535297944498813e-5,0.006694173060566299,0.10517526157597336,0.00593102707233879,14775,copd,0,50,50,5,1,5,female_copd,northeast
51,female,9.535297944498813e-5,0.006694173060566299,0.10517526157597336,0.00593102707233879,14775,copd,0,50,50,5,1,5,female_copd,northeast
52,female,9.535297944498813e-5,0.006694173060566299,0.10517526157597336,0.00593102707233879,14775,copd,0,50,50,5,1,5,female_copd,northeast
53,female,9.535297944498813e-5,0.006694173060566299,0.10517526157597336,0.00593102707233879,14775,copd,0,50,50,5,1,5,female_copd,northeast
54,female,9.535297944498813e-5,0.006694173060566299,0.10517526157597336,0.00593102707233879,14775,copd,0,50,50,5,1,5,female_copd,northeast
55,female,2.53354026444675e-4,0.008705182281940482,0.1370573062704667,0.007103827573638383,13970,copd,0,50,55,7,4,5,female_copd,northeast
56,female,2.53354026444675e-4,0.008705182281940482,0.1370573062704667,0.007103827573638383,13970,copd,0,50,55,7,4,5,female_copd,northeast
