age,sex,mort,ylds (years lived with disability)_rate_tbalc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,34903,tbalc,0,10,0,0,0,5,female_tbalc,East of England
1,female,0,0,0,1e-8,34903,tbalc,0,10,0,0,0,5,female_tbalc,East of England
2,female,0,0,0,1e-8,34903,tbalc,0,10,0,0,0,5,female_tbalc,East of England
3,female,0,0,0,1e-8,34903,tbalc,0,10,0,0,0,5,female_tbalc,East of England
4,female,0,0,0,1e-8,34903,tbalc,0,10,0,0,0,5,female_tbalc,East of England
5,female,0,0,0,1e-8,37337,tbalc,0,10,5,0,0,5,female_tbalc,East of England
6,female,0,0,0,1e-8,37337,tbalc,0,10,5,0,0,5,female_tbalc,East of England
7,female,0,0,0,1e-8,37337,tbalc,0,10,5,0,0,5,female_tbalc,East of England
8,female,0,0,0,1e-8,37337,tbalc,0,10,5,0,0,5,female_tbalc,East of England
9,female,0,0,0,1e-8,37337,tbalc,0,10,5,0,0,5,female_tbalc,East of England
10,female,0,0,0,1e-8,34707,tbalc,0,50,10,0,0,5,female_tbalc,East of England
11,female,0,0,0,1e-8,34707,tbalc,0,50,10,0,0,5,female_tbalc,East of England
12,female,0,0,0,1e-8,34707,tbalc,0,50,10,0,0,5,female_tbalc,East of England
13,female,0,0,0,1e-8,34707,tbalc,0,50,10,0,0,5,female_tbalc,East of England
14,female,0,0,0,1e-8,34707,tbalc,0,50,10,0,0,5,female_tbalc,East of England
15,female,3.3748188458527386e-7,1.4156583770506838e-7,8.305172886721724e-7,4.993286142445189e-7,33724,tbalc,0,50,15,0,0,5,female_tbalc,East of England
16,female,3.3748188458527386e-7,1.4156583770506838e-7,8.305172886721724e-7,4.993286142445189e-7,33724,tbalc,0,50,15,0,0,5,female_tbalc,East of England
17,female,3.3748188458527386e-7,1.4156583770506838e-7,8.305172886721724e-7,4.993286142445189e-7,33724,tbalc,0,50,15,0,0,5,female_tbalc,East of England
18,female,3.3748188458527386e-7,1.4156583770506838e-7,8.305172886721724e-7,4.993286142445189e-7,33724,tbalc,0,50,15,0,0,5,female_tbalc,East of England
19,female,3.3748188458527386e-7,1.4156583770506838e-7,8.305172886721724e-7,4.993286142445189e-7,33724,tbalc,0,50,15,0,0,5,female_tbalc,East of England
20,female,6.63355087071572e-7,3.361922343032308e-7,2.1386699068598933e-6,1.145751971607272e-6,35613,tbalc,0,50,20,0,0,5,female_tbalc,East of England
21,female,6.63355087071572e-7,3.361922343032308e-7,2.1386699068598933e-6,1.145751971607272e-6,35613,tbalc,0,50,20,0,0,5,female_tbalc,East of England
22,female,6.63355087071572e-7,3.361922343032308e-7,2.1386699068598933e-6,1.145751971607272e-6,35613,tbalc,0,50,20,0,0,5,female_tbalc,East of England
23,female,6.63355087071572e-7,3.361922343032308e-7,2.1386699068598933e-6,1.145751971607272e-6,35613,tbalc,0,50,20,0,0,5,female_tbalc,East of England
24,female,6.63355087071572e-7,3.361922343032308e-7,2.1386699068598933e-6,1.145751971607272e-6,35613,tbalc,0,50,20,0,0,5,female_tbalc,East of England
