age,sex,mort,ylds (years lived with disability)_rate_ishd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,7499,ishd,0,10,0,0,0,5,female_ishd,liverpool
1,female,0,0,0,1e-8,7499,ishd,0,10,0,0,0,5,female_ishd,liverpool
2,female,0,0,0,1e-8,7499,ishd,0,10,0,0,0,5,female_ishd,liverpool
3,female,0,0,0,1e-8,7499,ishd,0,10,0,0,0,5,female_ishd,liverpool
4,female,0,0,0,1e-8,7499,ishd,0,10,0,0,0,5,female_ishd,liverpool
5,female,0,0,0,1e-8,7726,ishd,0,10,5,0,0,5,female_ishd,liverpool
6,female,0,0,0,1e-8,7726,ishd,0,10,5,0,0,5,female_ishd,liverpool
7,female,0,0,0,1e-8,7726,ishd,0,10,5,0,0,5,female_ishd,liverpool
8,female,0,0,0,1e-8,7726,ishd,0,10,5,0,0,5,female_ishd,liverpool
9,female,0,0,0,1e-8,7726,ishd,0,10,5,0,0,5,female_ishd,liverpool
10,female,0,0,0,1e-8,7268,ishd,0,50,10,0,0,5,female_ishd,liverpool
11,female,0,0,0,1e-8,7268,ishd,0,50,10,0,0,5,female_ishd,liverpool
12,female,0,0,0,1e-8,7268,ishd,0,50,10,0,0,5,female_ishd,liverpool
13,female,0,0,0,1e-8,7268,ishd,0,50,10,0,0,5,female_ishd,liverpool
14,female,0,0,0,1e-8,7268,ishd,0,50,10,0,0,5,female_ishd,liverpool
15,female,9.723684241389666e-7,4.7046225365645985e-6,1.2892382848800351e-4,1.7036769927588472e-5,7653,ishd,0,50,15,0,0,5,female_ishd,liverpool
16,female,9.723684241389666e-7,4.7046225365645985e-6,1.2892382848800351e-4,1.7036769927588472e-5,7653,ishd,0,50,15,0,0,5,female_ishd,liverpool
17,female,9.723684241389666e-7,4.7046225365645985e-6,1.2892382848800351e-4,1.7036769927588472e-5,7653,ishd,0,50,15,0,0,5,female_ishd,liverpool
18,female,9.723684241389666e-7,4.7046225365645985e-6,1.2892382848800351e-4,1.7036769927588472e-5,7653,ishd,0,50,15,0,0,5,female_ishd,liverpool
19,female,9.723684241389666e-7,4.7046225365645985e-6,1.2892382848800351e-4,1.7036769927588472e-5,7653,ishd,0,50,15,0,0,5,female_ishd,liverpool
20,female,1.7943717331860137e-6,2.0362378090324036e-5,4.173685106448676e-4,3.952935759801126e-5,8896,ishd,0,50,20,0,0,5,female_ishd,liverpool
