age,sex,mort,ylds (years lived with disability)_rate_utrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,41816,utrc,0,10,0,0,0,5,female_utrc,North West England
1,female,0,0,0,1e-8,41816,utrc,0,10,0,0,0,5,female_utrc,North West England
2,female,0,0,0,1e-8,41816,utrc,0,10,0,0,0,5,female_utrc,North West England
3,female,0,0,0,1e-8,41816,utrc,0,10,0,0,0,5,female_utrc,North West England
4,female,0,0,0,1e-8,41816,utrc,0,10,0,0,0,5,female_utrc,North West England
5,female,0,0,0,1e-8,44055,utrc,0,10,5,0,0,5,female_utrc,North West England
6,female,0,0,0,1e-8,44055,utrc,0,10,5,0,0,5,female_utrc,North West England
7,female,0,0,0,1e-8,44055,utrc,0,10,5,0,0,5,female_utrc,North West England
8,female,0,0,0,1e-8,44055,utrc,0,10,5,0,0,5,female_utrc,North West England
9,female,0,0,0,1e-8,44055,utrc,0,10,5,0,0,5,female_utrc,North West England
10,female,0,0,0,1e-8,40864,utrc,0,50,10,0,0,5,female_utrc,North West England
11,female,0,0,0,1e-8,40864,utrc,0,50,10,0,0,5,female_utrc,North West England
12,female,0,0,0,1e-8,40864,utrc,0,50,10,0,0,5,female_utrc,North West England
13,female,0,0,0,1e-8,40864,utrc,0,50,10,0,0,5,female_utrc,North West England
14,female,0,0,0,1e-8,40864,utrc,0,50,10,0,0,5,female_utrc,North West England
15,female,1.1300730155934543e-7,1.0761667628232452e-6,1.6061587055072852e-5,1.8763827821369878e-6,40790,utrc,0,50,15,0,0,5,female_utrc,North West England
16,female,1.1300730155934543e-7,1.0761667628232452e-6,1.6061587055072852e-5,1.8763827821369878e-6,40790,utrc,0,50,15,0,0,5,female_utrc,North West England
17,female,1.1300730155934543e-7,1.0761667628232452e-6,1.6061587055072852e-5,1.8763827821369878e-6,40790,utrc,0,50,15,0,0,5,female_utrc,North West England
18,female,1.1300730155934543e-7,1.0761667628232452e-6,1.6061587055072852e-5,1.8763827821369878e-6,40790,utrc,0,50,15,0,0,5,female_utrc,North West England
19,female,1.1300730155934543e-7,1.0761667628232452e-6,1.6061587055072852e-5,1.8763827821369878e-6,40790,utrc,0,50,15,0,0,5,female_utrc,North West England
20,female,1.5436296358521235e-7,1.7278087289457207e-6,2.581449322347078e-5,3.006951898796605e-6,45346,utrc,0,50,20,0,0,5,female_utrc,North West England
21,female,1.5436296358521235e-7,1.7278087289457207e-6,2.581449322347078e-5,3.006951898796605e-6,45346,utrc,0,50,20,0,0,5,female_utrc,North West England
22,female,1.5436296358521235e-7,1.7278087289457207e-6,2.581449322347078e-5,3.006951898796605e-6,45346,utrc,0,50,20,0,0,5,female_utrc,North West England
23,female,1.5436296358521235e-7,1.7278087289457207e-6,2.581449322347078e-5,3.006951898796605e-6,45346,utrc,0,50,20,0,0,5,female_utrc,North West England
