age,sex,mort,ylds (years lived with disability)_rate_ishd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,30524,ishd,0,10,0,0,0,5,male_ishd,South West England
1,male,0,0,0,1e-8,30524,ishd,0,10,0,0,0,5,male_ishd,South West England
2,male,0,0,0,1e-8,30524,ishd,0,10,0,0,0,5,male_ishd,South West England
3,male,0,0,0,1e-8,30524,ishd,0,10,0,0,0,5,male_ishd,South West England
4,male,0,0,0,1e-8,30524,ishd,0,10,0,0,0,5,male_ishd,South West England
5,male,0,0,0,1e-8,32196,ishd,0,10,5,0,0,5,male_ishd,South West England
6,male,0,0,0,1e-8,32196,ishd,0,10,5,0,0,5,male_ishd,South West England
7,male,0,0,0,1e-8,32196,ishd,0,10,5,0,0,5,male_ishd,South West England
8,male,0,0,0,1e-8,32196,ishd,0,10,5,0,0,5,male_ishd,South West England
9,male,0,0,0,1e-8,32196,ishd,0,10,5,0,0,5,male_ishd,South West England
10,male,0,0,0,1e-8,30660,ishd,0,50,10,0,0,5,male_ishd,South West England
11,male,0,0,0,1e-8,30660,ishd,0,50,10,0,0,5,male_ishd,South West England
12,male,0,0,0,1e-8,30660,ishd,0,50,10,0,0,5,male_ishd,South West England
13,male,0,0,0,1e-8,30660,ishd,0,50,10,0,0,5,male_ishd,South West England
14,male,0,0,0,1e-8,30660,ishd,0,50,10,0,0,5,male_ishd,South West England
15,male,8.115630848227182e-7,4.980036192630511e-6,1.2228451991667298e-4,2.0267768776014864e-5,31440,ishd,0,50,15,0,0,5,male_ishd,South West England
16,male,8.115630848227182e-7,4.980036192630511e-6,1.2228451991667298e-4,2.0267768776014864e-5,31440,ishd,0,50,15,0,0,5,male_ishd,South West England
17,male,8.115630848227182e-7,4.980036192630511e-6,1.2228451991667298e-4,2.0267768776014864e-5,31440,ishd,0,50,15,0,0,5,male_ishd,South West England
18,male,8.115630848227182e-7,4.980036192630511e-6,1.2228451991667298e-4,2.0267768776014864e-5,31440,ishd,0,50,15,0,0,5,male_ishd,South West England
19,male,8.115630848227182e-7,4.980036192630511e-6,1.2228451991667298e-4,2.0267768776014864e-5,31440,ishd,0,50,15,0,0,5,male_ishd,South West England
20,male,3.537910033606571e-6,2.0351321652724535e-5,4.1411226637195884e-4,6.135594790294328e-5,33791,ishd,0,50,20,0,0,5,male_ishd,South West England
21,male,3.537910033606571e-6,2.0351321652724535e-5,4.1411226637195884e-4,6.135594790294328e-5,33791,ishd,0,50,20,0,0,5,male_ishd,South West England
22,male,3.537910033606571e-6,2.0351321652724535e-5,4.1411226637195884e-4,6.135594790294328e-5,33791,ishd,0,50,20,0,0,5,male_ishd,South West England
23,male,3.537910033606571e-6,2.0351321652724535e-5,4.1411226637195884e-4,6.135594790294328e-5,33791,ishd,0,50,20,0,0,5,male_ishd,South West England
24,male,3.537910033606571e-6,2.0351321652724535e-5,4.1411226637195884e-4,6.135594790294328e-5,33791,ishd,0,50,20,0,0,5,male_ishd,South West England
25,male,1.128148579609002e-5,4.1860569761884925e-5,9.503487933670809e-4,1.0281643552723706e-4,36053,ishd,0,50,25,0,0,5,male_ishd,South West England
26,male,1.128148579609002e-5,4.1860569761884925e-5,9.503487933670809e-4,1.0281643552723706e-4,36053,ishd,0,50,25,0,0,5,male_ishd,South West England
27,male,1.128148579609002e-5,4.1860569761884925e-5,9.503487933670809e-4,1.0281643552723706e-4,36053,ishd,0,50,25,0,0,5,male_ishd,South West England
28,male,1.128148579609002e-5,4.1860569761884925e-5,9.503487933670809e-4,1.0281643552723706e-4,36053,ishd,0,50,25,0,0,5,male_ishd,South West England
29,male,1.128148579609002e-5,4.1860569761884925e-5,9.503487933670809e-4,1.0281643552723706e-4,36053,ishd,0,50,25,0,0,5,male_ishd,South West England
30,male,2.8818944412517517e-5,8.084667761379876e-5,0.0020722701248699505,2.849537077530822e-4,34723,ishd,0,50,30,0,1,5,male_ishd,South West England
31,male,2.8818944412517517e-5,8.084667761379876e-5,0.0020722701248699505,2.849537077530822e-4,34723,ishd,0,50,30,0,1,5,male_ishd,South West England
32,male,2.8818944412517517e-5,8.084667761379876e-5,0.0020722701248699505,2.849537077530822e-4,34723,ishd,0,50,30,0,1,5,male_ishd,South West England
33,male,2.8818944412517517e-5,8.084667761379876e-5,0.0020722701248699505,2.849537077530822e-4,34723,ishd,0,50,30,0,1,5,male_ishd,South West England
34,male,2.8818944412517517e-5,8.084667761379876e-5,0.0020722701248699505,2.849537077530822e-4,34723,ishd,0,50,30,0,1,5,male_ishd,South West England
35,male,7.45028522902219e-5,1.5428963715500386e-4,0.004610007627949868,6.077704141300319e-4,33480,ishd,0,50,35,0,2,5,male_ishd,South West England
36,male,7.45028522902219e-5,1.5428963715500386e-4,0.004610007627949868,6.077704141300319e-4,33480,ishd,0,50,35,0,2,5,male_ishd,South West England
37,male,7.45028522902219e-5,1.5428963715500386e-4,0.004610007627949868,6.077704141300319e-4,33480,ishd,0,50,35,0,2,5,male_ishd,South West England
38,male,7.45028522902219e-5,1.5428963715500386e-4,0.004610007627949868,6.077704141300319e-4,33480,ishd,0,50,35,0,2,5,male_ishd,South West England
39,male,7.45028522902219e-5,1.5428963715500386e-4,0.004610007627949868,6.077704141300319e-4,33480,ishd,0,50,35,0,2,5,male_ishd,South West England
40,male,1.8581309768123827e-4,2.996962657808622e-4,0.009607232010093978,0.0012618468053799702,32756,ishd,0,50,40,0,6,5,male_ishd,South West England
41,male,1.8581309768123827e-4,2.996962657808622e-4,0.009607232010093978,0.0012618468053799702,32756,ishd,0,50,40,0,6,5,male_ishd,South West England
42,male,1.8581309768123827e-4,2.996962657808622e-4,0.009607232010093978,0.0012618468053799702,32756,ishd,0,50,40,0,6,5,male_ishd,South West England
43,male,1.8581309768123827e-4,2.996962657808622e-4,0.009607232010093978,0.0012618468053799702,32756,ishd,0,50,40,0,6,5,male_ishd,South West England
44,male,1.8581309768123827e-4,2.996962657808622e-4,0.009607232010093978,0.0012618468053799702,32756,ishd,0,50,40,0,6,5,male_ishd,South West England
45,male,3.573951112465074e-4,5.201126574855124e-4,0.018010059759754758,0.002248201596274288,37920,ishd,0,50,45,1,14,5,male_ishd,South West England
