age,sex,mort,ylds (years lived with disability)_rate_utrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,14830,utrc,0,10,0,0,0,5,female_utrc,leeds
1,female,0,0,0,1e-8,14830,utrc,0,10,0,0,0,5,female_utrc,leeds
2,female,0,0,0,1e-8,14830,utrc,0,10,0,0,0,5,female_utrc,leeds
3,female,0,0,0,1e-8,14830,utrc,0,10,0,0,0,5,female_utrc,leeds
4,female,0,0,0,1e-8,14830,utrc,0,10,0,0,0,5,female_utrc,leeds
5,female,0,0,0,1e-8,15480,utrc,0,10,5,0,0,5,female_utrc,leeds
6,female,0,0,0,1e-8,15480,utrc,0,10,5,0,0,5,female_utrc,leeds
7,female,0,0,0,1e-8,15480,utrc,0,10,5,0,0,5,female_utrc,leeds
8,female,0,0,0,1e-8,15480,utrc,0,10,5,0,0,5,female_utrc,leeds
9,female,0,0,0,1e-8,15480,utrc,0,10,5,0,0,5,female_utrc,leeds
10,female,0,0,0,1e-8,14032,utrc,0,50,10,0,0,5,female_utrc,leeds
11,female,0,0,0,1e-8,14032,utrc,0,50,10,0,0,5,female_utrc,leeds
12,female,0,0,0,1e-8,14032,utrc,0,50,10,0,0,5,female_utrc,leeds
13,female,0,0,0,1e-8,14032,utrc,0,50,10,0,0,5,female_utrc,leeds
14,female,0,0,0,1e-8,14032,utrc,0,50,10,0,0,5,female_utrc,leeds
15,female,8.763350178781812e-8,8.620599686838302e-7,1.2864833323290719e-5,1.5015300095321953e-6,13771,utrc,0,50,15,0,0,5,female_utrc,leeds
16,female,8.763350178781812e-8,8.620599686838302e-7,1.2864833323290719e-5,1.5015300095321953e-6,13771,utrc,0,50,15,0,0,5,female_utrc,leeds
17,female,8.763350178781812e-8,8.620599686838302e-7,1.2864833323290719e-5,1.5015300095321953e-6,13771,utrc,0,50,15,0,0,5,female_utrc,leeds
18,female,8.763350178781812e-8,8.620599686838302e-7,1.2864833323290719e-5,1.5015300095321953e-6,13771,utrc,0,50,15,0,0,5,female_utrc,leeds
19,female,8.763350178781812e-8,8.620599686838302e-7,1.2864833323290719e-5,1.5015300095321953e-6,13771,utrc,0,50,15,0,0,5,female_utrc,leeds
20,female,1.4840716667970546e-7,1.6807986961532907e-6,2.5105772987210825e-5,2.9235658610882587e-6,15636,utrc,0,50,20,0,0,5,female_utrc,leeds
21,female,1.4840716667970546e-7,1.6807986961532907e-6,2.5105772987210825e-5,2.9235658610882587e-6,15636,utrc,0,50,20,0,0,5,female_utrc,leeds
