age,sex,mort,ylds (years lived with disability)_rate_iscs,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,8.971704059263985e-7,2.2172469057064498e-5,1.8388149723125402e-4,7.543253287227741e-5,18823,iscs,0,10,0,0,0,5,male_iscs,greatermanchester
1,male,8.971704059263985e-7,2.2172469057064498e-5,1.8388149723125402e-4,7.543253287227741e-5,18823,iscs,0,10,0,0,0,5,male_iscs,greatermanchester
2,male,8.971704059263985e-7,2.2172469057064498e-5,1.8388149723125402e-4,7.543253287227741e-5,18823,iscs,0,10,0,0,0,5,male_iscs,greatermanchester
3,male,8.971704059263985e-7,2.2172469057064498e-5,1.8388149723125402e-4,7.543253287227741e-5,18823,iscs,0,10,0,0,0,5,male_iscs,greatermanchester
4,male,8.971704059263985e-7,2.2172469057064498e-5,1.8388149723125402e-4,7.543253287227741e-5,18823,iscs,0,10,0,0,0,5,male_iscs,greatermanchester
5,male,9.311072444285844e-8,5.292180687577338e-5,4.503625919290218e-4,3.1488511405695455e-5,19596,iscs,0,10,5,0,0,5,male_iscs,greatermanchester
6,male,9.311072444285844e-8,5.292180687577338e-5,4.503625919290218e-4,3.1488511405695455e-5,19596,iscs,0,10,5,0,0,5,male_iscs,greatermanchester
7,male,9.311072444285844e-8,5.292180687577338e-5,4.503625919290218e-4,3.1488511405695455e-5,19596,iscs,0,10,5,0,0,5,male_iscs,greatermanchester
8,male,9.311072444285844e-8,5.292180687577338e-5,4.503625919290218e-4,3.1488511405695455e-5,19596,iscs,0,10,5,0,0,5,male_iscs,greatermanchester
9,male,9.311072444285844e-8,5.292180687577338e-5,4.503625919290218e-4,3.1488511405695455e-5,19596,iscs,0,10,5,0,0,5,male_iscs,greatermanchester
10,male,1.490995568749581e-7,8.030288850959238e-5,6.711283134847231e-4,2.867084604017691e-5,17668,iscs,0,50,10,0,0,5,male_iscs,greatermanchester
11,male,1.490995568749581e-7,8.030288850959238e-5,6.711283134847231e-4,2.867084604017691e-5,17668,iscs,0,50,10,0,0,5,male_iscs,greatermanchester
12,male,1.490995568749581e-7,8.030288850959238e-5,6.711283134847231e-4,2.867084604017691e-5,17668,iscs,0,50,10,0,0,5,male_iscs,greatermanchester
13,male,1.490995568749581e-7,8.030288850959238e-5,6.711283134847231e-4,2.867084604017691e-5,17668,iscs,0,50,10,0,0,5,male_iscs,greatermanchester
14,male,1.490995568749581e-7,8.030288850959238e-5,6.711283134847231e-4,2.867084604017691e-5,17668,iscs,0,50,10,0,0,5,male_iscs,greatermanchester
15,male,3.399721878014447e-7,1.0423120467490503e-4,8.811497939935031e-4,2.5035423118170587e-5,17023,iscs,0,50,15,0,0,5,male_iscs,greatermanchester
16,male,3.399721878014447e-7,1.0423120467490503e-4,8.811497939935031e-4,2.5035423118170587e-5,17023,iscs,0,50,15,0,0,5,male_iscs,greatermanchester
17,male,3.399721878014447e-7,1.0423120467490503e-4,8.811497939935031e-4,2.5035423118170587e-5,17023,iscs,0,50,15,0,0,5,male_iscs,greatermanchester
18,male,3.399721878014447e-7,1.0423120467490503e-4,8.811497939935031e-4,2.5035423118170587e-5,17023,iscs,0,50,15,0,0,5,male_iscs,greatermanchester
