age,sex,mort,ylds (years lived with disability)_rate_utrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,34903,utrc,0,10,0,0,0,5,female_utrc,East of England
1,female,0,0,0,1e-8,34903,utrc,0,10,0,0,0,5,female_utrc,East of England
2,female,0,0,0,1e-8,34903,utrc,0,10,0,0,0,5,female_utrc,East of England
3,female,0,0,0,1e-8,34903,utrc,0,10,0,0,0,5,female_utrc,East of England
4,female,0,0,0,1e-8,34903,utrc,0,10,0,0,0,5,female_utrc,East of England
5,female,0,0,0,1e-8,37337,utrc,0,10,5,0,0,5,female_utrc,East of England
6,female,0,0,0,1e-8,37337,utrc,0,10,5,0,0,5,female_utrc,East of England
7,female,0,0,0,1e-8,37337,utrc,0,10,5,0,0,5,female_utrc,East of England
8,female,0,0,0,1e-8,37337,utrc,0,10,5,0,0,5,female_utrc,East of England
9,female,0,0,0,1e-8,37337,utrc,0,10,5,0,0,5,female_utrc,East of England
10,female,0,0,0,1e-8,34707,utrc,0,50,10,0,0,5,female_utrc,East of England
11,female,0,0,0,1e-8,34707,utrc,0,50,10,0,0,5,female_utrc,East of England
12,female,0,0,0,1e-8,34707,utrc,0,50,10,0,0,5,female_utrc,East of England
13,female,0,0,0,1e-8,34707,utrc,0,50,10,0,0,5,female_utrc,East of England
14,female,0,0,0,1e-8,34707,utrc,0,50,10,0,0,5,female_utrc,East of England
15,female,1.1373231405813927e-7,1.2809067693540608e-6,1.9165735316729777e-5,2.2291153397117154e-6,33724,utrc,0,50,15,0,0,5,female_utrc,East of England
16,female,1.1373231405813927e-7,1.2809067693540608e-6,1.9165735316729777e-5,2.2291153397117154e-6,33724,utrc,0,50,15,0,0,5,female_utrc,East of England
17,female,1.1373231405813927e-7,1.2809067693540608e-6,1.9165735316729777e-5,2.2291153397117154e-6,33724,utrc,0,50,15,0,0,5,female_utrc,East of England
18,female,1.1373231405813927e-7,1.2809067693540608e-6,1.9165735316729777e-5,2.2291153397117154e-6,33724,utrc,0,50,15,0,0,5,female_utrc,East of England
19,female,1.1373231405813927e-7,1.2809067693540608e-6,1.9165735316729777e-5,2.2291153397117154e-6,33724,utrc,0,50,15,0,0,5,female_utrc,East of England
20,female,1.7830883537771226e-7,2.2772250889756997e-6,3.406288280648722e-5,3.954464108116647e-6,35613,utrc,0,50,20,0,0,5,female_utrc,East of England
