age,sex,mort,ylds (years lived with disability)_rate_strk,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,2.1509487651750574e-6,3.079311876516735e-5,4.2508675018488236e-6,1.2507608691102713e-4,35979,strk,0,10,0,0,0,5,male_strk,West Midlands
1,male,2.1509487651750574e-6,3.079311876516735e-5,4.2508675018488236e-6,1.2507608691102713e-4,35979,strk,0,10,0,0,0,5,male_strk,West Midlands
2,male,2.1509487651750574e-6,3.079311876516735e-5,4.2508675018488236e-6,1.2507608691102713e-4,35979,strk,0,10,0,0,0,5,male_strk,West Midlands
3,male,2.1509487651750574e-6,3.079311876516735e-5,4.2508675018488236e-6,1.2507608691102713e-4,35979,strk,0,10,0,0,0,5,male_strk,West Midlands
4,male,2.1509487651750574e-6,3.079311876516735e-5,4.2508675018488236e-6,1.2507608691102713e-4,35979,strk,0,10,0,0,0,5,male_strk,West Midlands
5,male,7.736655601715909e-7,7.305884016974296e-5,3.138694850573208e-4,5.3023344732950875e-5,38768,strk,0,10,5,0,0,5,male_strk,West Midlands
6,male,7.736655601715909e-7,7.305884016974296e-5,3.138694850573208e-4,5.3023344732950875e-5,38768,strk,0,10,5,0,0,5,male_strk,West Midlands
7,male,7.736655601715909e-7,7.305884016974296e-5,3.138694850573208e-4,5.3023344732950875e-5,38768,strk,0,10,5,0,0,5,male_strk,West Midlands
8,male,7.736655601715909e-7,7.305884016974296e-5,3.138694850573208e-4,5.3023344732950875e-5,38768,strk,0,10,5,0,0,5,male_strk,West Midlands
9,male,7.736655601715909e-7,7.305884016974296e-5,3.138694850573208e-4,5.3023344732950875e-5,38768,strk,0,10,5,0,0,5,male_strk,West Midlands
10,male,1.4645309263499935e-6,1.1166431332407133e-4,4.457838063942212e-4,4.8736462728760286e-5,36298,strk,0,50,10,0,0,5,male_strk,West Midlands
11,male,1.4645309263499935e-6,1.1166431332407133e-4,4.457838063942212e-4,4.8736462728760286e-5,36298,strk,0,50,10,0,0,5,male_strk,West Midlands
12,male,1.4645309263499935e-6,1.1166431332407133e-4,4.457838063942212e-4,4.8736462728760286e-5,36298,strk,0,50,10,0,0,5,male_strk,West Midlands
