age,sex,mort,ylds (years lived with disability)_rate_strk,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,2.159495754362077e-6,3.631252665830484e-5,0,9.554193424045863e-5,8045,strk,0,10,0,0,0,5,female_strk,sheffield
1,female,2.159495754362077e-6,3.631252665830484e-5,0,9.554193424045863e-5,8045,strk,0,10,0,0,0,5,female_strk,sheffield
2,female,2.159495754362077e-6,3.631252665830484e-5,0,9.554193424045863e-5,8045,strk,0,10,0,0,0,5,female_strk,sheffield
3,female,2.159495754362077e-6,3.631252665830484e-5,0,9.554193424045863e-5,8045,strk,0,10,0,0,0,5,female_strk,sheffield
4,female,2.159495754362077e-6,3.631252665830484e-5,0,9.554193424045863e-5,8045,strk,0,10,0,0,0,5,female_strk,sheffield
5,female,8.583014976340415e-7,9.709996136430228e-5,2.984345567939319e-4,6.286685390629821e-5,8585,strk,0,10,5,0,0,5,female_strk,sheffield
6,female,8.583014976340415e-7,9.709996136430228e-5,2.984345567939319e-4,6.286685390629821e-5,8585,strk,0,10,5,0,0,5,female_strk,sheffield
7,female,8.583014976340415e-7,9.709996136430228e-5,2.984345567939319e-4,6.286685390629821e-5,8585,strk,0,10,5,0,0,5,female_strk,sheffield
8,female,8.583014976340415e-7,9.709996136430228e-5,2.984345567939319e-4,6.286685390629821e-5,8585,strk,0,10,5,0,0,5,female_strk,sheffield
9,female,8.583014976340415e-7,9.709996136430228e-5,2.984345567939319e-4,6.286685390629821e-5,8585,strk,0,10,5,0,0,5,female_strk,sheffield
10,female,2.2075870019063367e-6,1.5056532090623387e-4,6.364188758219564e-4,5.786905236837757e-5,7873,strk,0,50,10,0,0,5,female_strk,sheffield
11,female,2.2075870019063367e-6,1.5056532090623387e-4,6.364188758219564e-4,5.786905236837757e-5,7873,strk,0,50,10,0,0,5,female_strk,sheffield
12,female,2.2075870019063367e-6,1.5056532090623387e-4,6.364188758219564e-4,5.786905236837757e-5,7873,strk,0,50,10,0,0,5,female_strk,sheffield
13,female,2.2075870019063367e-6,1.5056532090623387e-4,6.364188758219564e-4,5.786905236837757e-5,7873,strk,0,50,10,0,0,5,female_strk,sheffield
14,female,2.2075870019063367e-6,1.5056532090623387e-4,6.364188758219564e-4,5.786905236837757e-5,7873,strk,0,50,10,0,0,5,female_strk,sheffield
15,female,2.0844257257751532e-6,2.002060597119615e-4,8.555668967762911e-4,5.4933306660445956e-5,8150,strk,0,50,15,0,0,5,female_strk,sheffield
16,female,2.0844257257751532e-6,2.002060597119615e-4,8.555668967762911e-4,5.4933306660445956e-5,8150,strk,0,50,15,0,0,5,female_strk,sheffield
17,female,2.0844257257751532e-6,2.002060597119615e-4,8.555668967762911e-4,5.4933306660445956e-5,8150,strk,0,50,15,0,0,5,female_strk,sheffield
18,female,2.0844257257751532e-6,2.002060597119615e-4,8.555668967762911e-4,5.4933306660445956e-5,8150,strk,0,50,15,0,0,5,female_strk,sheffield
19,female,2.0844257257751532e-6,2.002060597119615e-4,8.555668967762911e-4,5.4933306660445956e-5,8150,strk,0,50,15,0,0,5,female_strk,sheffield
20,female,6.108098161216471e-6,2.583214378199907e-4,0.0011968630037736867,7.053966140559613e-5,9912,strk,0,50,20,0,0,5,female_strk,sheffield
21,female,6.108098161216471e-6,2.583214378199907e-4,0.0011968630037736867,7.053966140559613e-5,9912,strk,0,50,20,0,0,5,female_strk,sheffield
22,female,6.108098161216471e-6,2.583214378199907e-4,0.0011968630037736867,7.053966140559613e-5,9912,strk,0,50,20,0,0,5,female_strk,sheffield
23,female,6.108098161216471e-6,2.583214378199907e-4,0.0011968630037736867,7.053966140559613e-5,9912,strk,0,50,20,0,0,5,female_strk,sheffield
24,female,6.108098161216471e-6,2.583214378199907e-4,0.0011968630037736867,7.053966140559613e-5,9912,strk,0,50,20,0,0,5,female_strk,sheffield
25,female,9.030048203300345e-6,3.201929781685197e-4,0.0018280997053908197,1.0466181606252953e-4,10687,strk,0,50,25,0,0,5,female_strk,sheffield
26,female,9.030048203300345e-6,3.201929781685197e-4,0.0018280997053908197,1.0466181606252953e-4,10687,strk,0,50,25,0,0,5,female_strk,sheffield
27,female,9.030048203300345e-6,3.201929781685197e-4,0.0018280997053908197,1.0466181606252953e-4,10687,strk,0,50,25,0,0,5,female_strk,sheffield
28,female,9.030048203300345e-6,3.201929781685197e-4,0.0018280997053908197,1.0466181606252953e-4,10687,strk,0,50,25,0,0,5,female_strk,sheffield
29,female,9.030048203300345e-6,3.201929781685197e-4,0.0018280997053908197,1.0466181606252953e-4,10687,strk,0,50,25,0,0,5,female_strk,sheffield
30,female,1.5901499894009527e-5,4.2095208242501087e-4,0.002575819980844402,1.953278512723817e-4,9523,strk,0,50,30,0,0,5,female_strk,sheffield
31,female,1.5901499894009527e-5,4.2095208242501087e-4,0.002575819980844402,1.953278512723817e-4,9523,strk,0,50,30,0,0,5,female_strk,sheffield
32,female,1.5901499894009527e-5,4.2095208242501087e-4,0.002575819980844402,1.953278512723817e-4,9523,strk,0,50,30,0,0,5,female_strk,sheffield
33,female,1.5901499894009527e-5,4.2095208242501087e-4,0.002575819980844402,1.953278512723817e-4,9523,strk,0,50,30,0,0,5,female_strk,sheffield
34,female,1.5901499894009527e-5,4.2095208242501087e-4,0.002575819980844402,1.953278512723817e-4,9523,strk,0,50,30,0,0,5,female_strk,sheffield
35,female,3.537709831702709e-5,5.911844553348801e-4,0.004181948367071552,3.4262762729097727e-4,8742,strk,0,50,35,0,0,5,female_strk,sheffield
36,female,3.537709831702709e-5,5.911844553348801e-4,0.004181948367071552,3.4262762729097727e-4,8742,strk,0,50,35,0,0,5,female_strk,sheffield
37,female,3.537709831702709e-5,5.911844553348801e-4,0.004181948367071552,3.4262762729097727e-4,8742,strk,0,50,35,0,0,5,female_strk,sheffield
38,female,3.537709831702709e-5,5.911844553348801e-4,0.004181948367071552,3.4262762729097727e-4,8742,strk,0,50,35,0,0,5,female_strk,sheffield
39,female,3.537709831702709e-5,5.911844553348801e-4,0.004181948367071552,3.4262762729097727e-4,8742,strk,0,50,35,0,0,5,female_strk,sheffield
40,female,5.316955527505767e-5,8.579855927080936e-4,0.006435582102978255,5.432941313379928e-4,8291,strk,0,50,40,0,0,5,female_strk,sheffield
41,female,5.316955527505767e-5,8.579855927080936e-4,0.006435582102978255,5.432941313379928e-4,8291,strk,0,50,40,0,0,5,female_strk,sheffield
42,female,5.316955527505767e-5,8.579855927080936e-4,0.006435582102978255,5.432941313379928e-4,8291,strk,0,50,40,0,0,5,female_strk,sheffield
43,female,5.316955527505767e-5,8.579855927080936e-4,0.006435582102978255,5.432941313379928e-4,8291,strk,0,50,40,0,0,5,female_strk,sheffield
44,female,5.316955527505767e-5,8.579855927080936e-4,0.006435582102978255,5.432941313379928e-4,8291,strk,0,50,40,0,0,5,female_strk,sheffield
45,female,8.08943765854179e-5,0.0012572891035106362,0.00969609072827679,7.968963481226068e-4,9789,strk,0,50,45,0,1,5,female_strk,sheffield
46,female,8.08943765854179e-5,0.0012572891035106362,0.00969609072827679,7.968963481226068e-4,9789,strk,0,50,45,0,1,5,female_strk,sheffield
47,female,8.08943765854179e-5,0.0012572891035106362,0.00969609072827679,7.968963481226068e-4,9789,strk,0,50,45,0,1,5,female_strk,sheffield
48,female,8.08943765854179e-5,0.0012572891035106362,0.00969609072827679,7.968963481226068e-4,9789,strk,0,50,45,0,1,5,female_strk,sheffield
49,female,8.08943765854179e-5,0.0012572891035106362,0.00969609072827679,7.968963481226068e-4,9789,strk,0,50,45,0,1,5,female_strk,sheffield
50,female,1.2700460752544201e-4,0.0018380236180290715,0.014225801198754022,0.001113469903490217,9718,strk,0,50,50,1,1,5,female_strk,sheffield
51,female,1.2700460752544201e-4,0.0018380236180290715,0.014225801198754022,0.001113469903490217,9718,strk,0,50,50,1,1,5,female_strk,sheffield
