age,sex,mort,ylds (years lived with disability)_rate_strk,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,2.2822412497049436e-6,2.7291361564327005e-5,3.0792711297191683e-6,9.121042568807396e-5,43992,strk,0,10,0,0,0,5,male_strk,North West England
1,male,2.2822412497049436e-6,2.7291361564327005e-5,3.0792711297191683e-6,9.121042568807396e-5,43992,strk,0,10,0,0,0,5,male_strk,North West England
2,male,2.2822412497049436e-6,2.7291361564327005e-5,3.0792711297191683e-6,9.121042568807396e-5,43992,strk,0,10,0,0,0,5,male_strk,North West England
3,male,2.2822412497049436e-6,2.7291361564327005e-5,3.0792711297191683e-6,9.121042568807396e-5,43992,strk,0,10,0,0,0,5,male_strk,North West England
4,male,2.2822412497049436e-6,2.7291361564327005e-5,3.0792711297191683e-6,9.121042568807396e-5,43992,strk,0,10,0,0,0,5,male_strk,North West England
5,male,6.809803216157036e-7,6.922377960354909e-5,2.9018975838215004e-4,5.411945680057202e-5,46321,strk,0,10,5,0,0,5,male_strk,North West England
6,male,6.809803216157036e-7,6.922377960354909e-5,2.9018975838215004e-4,5.411945680057202e-5,46321,strk,0,10,5,0,0,5,male_strk,North West England
7,male,6.809803216157036e-7,6.922377960354909e-5,2.9018975838215004e-4,5.411945680057202e-5,46321,strk,0,10,5,0,0,5,male_strk,North West England
8,male,6.809803216157036e-7,6.922377960354909e-5,2.9018975838215004e-4,5.411945680057202e-5,46321,strk,0,10,5,0,0,5,male_strk,North West England
9,male,6.809803216157036e-7,6.922377960354909e-5,2.9018975838215004e-4,5.411945680057202e-5,46321,strk,0,10,5,0,0,5,male_strk,North West England
10,male,1.86281920187511e-6,1.0823518913004514e-4,4.2753900495678395e-4,5.051208380433085e-5,42952,strk,0,50,10,0,0,5,male_strk,North West England
11,male,1.86281920187511e-6,1.0823518913004514e-4,4.2753900495678395e-4,5.051208380433085e-5,42952,strk,0,50,10,0,0,5,male_strk,North West England
12,male,1.86281920187511e-6,1.0823518913004514e-4,4.2753900495678395e-4,5.051208380433085e-5,42952,strk,0,50,10,0,0,5,male_strk,North West England
13,male,1.86281920187511e-6,1.0823518913004514e-4,4.2753900495678395e-4,5.051208380433085e-5,42952,strk,0,50,10,0,0,5,male_strk,North West England
14,male,1.86281920187511e-6,1.0823518913004514e-4,4.2753900495678395e-4,5.051208380433085e-5,42952,strk,0,50,10,0,0,5,male_strk,North West England
15,male,4.067214650045304e-6,1.4430078225097294e-4,6.691384324322585e-4,4.8460414439822304e-5,42564,strk,0,50,15,0,0,5,male_strk,North West England
16,male,4.067214650045304e-6,1.4430078225097294e-4,6.691384324322585e-4,4.8460414439822304e-5,42564,strk,0,50,15,0,0,5,male_strk,North West England
17,male,4.067214650045304e-6,1.4430078225097294e-4,6.691384324322585e-4,4.8460414439822304e-5,42564,strk,0,50,15,0,0,5,male_strk,North West England
18,male,4.067214650045304e-6,1.4430078225097294e-4,6.691384324322585e-4,4.8460414439822304e-5,42564,strk,0,50,15,0,0,5,male_strk,North West England
19,male,4.067214650045304e-6,1.4430078225097294e-4,6.691384324322585e-4,4.8460414439822304e-5,42564,strk,0,50,15,0,0,5,male_strk,North West England
20,male,6.243814605925511e-6,1.8691288510986972e-4,9.317342540633475e-4,6.031049055242365e-5,46436,strk,0,50,20,0,0,5,male_strk,North West England
21,male,6.243814605925511e-6,1.8691288510986972e-4,9.317342540633475e-4,6.031049055242365e-5,46436,strk,0,50,20,0,0,5,male_strk,North West England
22,male,6.243814605925511e-6,1.8691288510986972e-4,9.317342540633475e-4,6.031049055242365e-5,46436,strk,0,50,20,0,0,5,male_strk,North West England
23,male,6.243814605925511e-6,1.8691288510986972e-4,9.317342540633475e-4,6.031049055242365e-5,46436,strk,0,50,20,0,0,5,male_strk,North West England
24,male,6.243814605925511e-6,1.8691288510986972e-4,9.317342540633475e-4,6.031049055242365e-5,46436,strk,0,50,20,0,0,5,male_strk,North West England
25,male,1.0882094122912159e-5,2.3822002758592357e-4,0.0014024737935377104,8.598966144496636e-5,51928,strk,0,50,25,0,1,5,male_strk,North West England
26,male,1.0882094122912159e-5,2.3822002758592357e-4,0.0014024737935377104,8.598966144496636e-5,51928,strk,0,50,25,0,1,5,male_strk,North West England
