age,sex,mort,ylds (years lived with disability)_rate_copd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,4.415254200106021e-7,2.2555151535022784e-5,3.465648239932889e-4,1.1586286563027304e-4,6747,copd,0,10,0,0,0,5,male_copd,nottingham
1,male,4.415254200106021e-7,2.2555151535022784e-5,3.465648239932889e-4,1.1586286563027304e-4,6747,copd,0,10,0,0,0,5,male_copd,nottingham
2,male,4.415254200106021e-7,2.2555151535022784e-5,3.465648239932889e-4,1.1586286563027304e-4,6747,copd,0,10,0,0,0,5,male_copd,nottingham
3,male,4.415254200106021e-7,2.2555151535022784e-5,3.465648239932889e-4,1.1586286563027304e-4,6747,copd,0,10,0,0,0,5,male_copd,nottingham
4,male,4.415254200106021e-7,2.2555151535022784e-5,3.465648239932889e-4,1.1586286563027304e-4,6747,copd,0,10,0,0,0,5,male_copd,nottingham
5,male,1.181705112098036e-7,6.993799730353895e-5,0.0010888157934489551,1.4737539824682646e-4,7132,copd,0,10,5,0,0,5,male_copd,nottingham
6,male,1.181705112098036e-7,6.993799730353895e-5,0.0010888157934489551,1.4737539824682646e-4,7132,copd,0,10,5,0,0,5,male_copd,nottingham
7,male,1.181705112098036e-7,6.993799730353895e-5,0.0010888157934489551,1.4737539824682646e-4,7132,copd,0,10,5,0,0,5,male_copd,nottingham
8,male,1.181705112098036e-7,6.993799730353895e-5,0.0010888157934489551,1.4737539824682646e-4,7132,copd,0,10,5,0,0,5,male_copd,nottingham
9,male,1.181705112098036e-7,6.993799730353895e-5,0.0010888157934489551,1.4737539824682646e-4,7132,copd,0,10,5,0,0,5,male_copd,nottingham
10,male,1.566495626130045e-7,1.2893455462477813e-4,0.002055806342718801,2.815931406489126e-4,6589,copd,0,50,10,0,0,5,male_copd,nottingham
11,male,1.566495626130045e-7,1.2893455462477813e-4,0.002055806342718801,2.815931406489126e-4,6589,copd,0,50,10,0,0,5,male_copd,nottingham
12,male,1.566495626130045e-7,1.2893455462477813e-4,0.002055806342718801,2.815931406489126e-4,6589,copd,0,50,10,0,0,5,male_copd,nottingham
13,male,1.566495626130045e-7,1.2893455462477813e-4,0.002055806342718801,2.815931406489126e-4,6589,copd,0,50,10,0,0,5,male_copd,nottingham
14,male,1.566495626130045e-7,1.2893455462477813e-4,0.002055806342718801,2.815931406489126e-4,6589,copd,0,50,10,0,0,5,male_copd,nottingham
15,male,5.726799614919435e-7,2.5328735174528095e-4,0.004126729450763058,5.465395799193944e-4,6783,copd,0,50,15,0,0,5,male_copd,nottingham
16,male,5.726799614919435e-7,2.5328735174528095e-4,0.004126729450763058,5.465395799193944e-4,6783,copd,0,50,15,0,0,5,male_copd,nottingham
17,male,5.726799614919435e-7,2.5328735174528095e-4,0.004126729450763058,5.465395799193944e-4,6783,copd,0,50,15,0,0,5,male_copd,nottingham
18,male,5.726799614919435e-7,2.5328735174528095e-4,0.004126729450763058,5.465395799193944e-4,6783,copd,0,50,15,0,0,5,male_copd,nottingham
19,male,5.726799614919435e-7,2.5328735174528095e-4,0.004126729450763058,5.465395799193944e-4,6783,copd,0,50,15,0,0,5,male_copd,nottingham
