age,sex,mort,ylds (years lived with disability)_rate_carc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,194823,carc,0,10,0,0,0,5,male_carc,Greater London
1,male,0,0,0,1e-8,194823,carc,0,10,0,0,0,5,male_carc,Greater London
2,male,0,0,0,1e-8,194823,carc,0,10,0,0,0,5,male_carc,Greater London
3,male,0,0,0,1e-8,194823,carc,0,10,0,0,0,5,male_carc,Greater London
4,male,0,0,0,1e-8,194823,carc,0,10,0,0,0,5,male_carc,Greater London
5,male,0,0,0,1e-8,183368,carc,0,10,5,0,0,5,male_carc,Greater London
6,male,0,0,0,1e-8,183368,carc,0,10,5,0,0,5,male_carc,Greater London
7,male,0,0,0,1e-8,183368,carc,0,10,5,0,0,5,male_carc,Greater London
8,male,0,0,0,1e-8,183368,carc,0,10,5,0,0,5,male_carc,Greater London
9,male,0,0,0,1e-8,183368,carc,0,10,5,0,0,5,male_carc,Greater London
10,male,0,0,0,1e-8,157108,carc,0,50,10,0,0,5,male_carc,Greater London
11,male,0,0,0,1e-8,157108,carc,0,50,10,0,0,5,male_carc,Greater London
12,male,0,0,0,1e-8,157108,carc,0,50,10,0,0,5,male_carc,Greater London
13,male,0,0,0,1e-8,157108,carc,0,50,10,0,0,5,male_carc,Greater London
14,male,0,0,0,1e-8,157108,carc,0,50,10,0,0,5,male_carc,Greater London
15,male,3.456869453137064e-7,1.4377300603492942e-6,1.2933126956726266e-5,1.8278944064579792e-6,147244,carc,0,50,15,0,0,5,male_carc,Greater London
16,male,3.456869453137064e-7,1.4377300603492942e-6,1.2933126956726266e-5,1.8278944064579792e-6,147244,carc,0,50,15,0,0,5,male_carc,Greater London
17,male,3.456869453137064e-7,1.4377300603492942e-6,1.2933126956726266e-5,1.8278944064579792e-6,147244,carc,0,50,15,0,0,5,male_carc,Greater London
18,male,3.456869453137064e-7,1.4377300603492942e-6,1.2933126956726266e-5,1.8278944064579792e-6,147244,carc,0,50,15,0,0,5,male_carc,Greater London
19,male,3.456869453137064e-7,1.4377300603492942e-6,1.2933126956726266e-5,1.8278944064579792e-6,147244,carc,0,50,15,0,0,5,male_carc,Greater London
20,male,1.1064936747580534e-006,5.262086552112415e-6,4.9211683020928065e-5,6.809809929364009e-6,181375,carc,0,50,20,0,0,5,male_carc,Greater London
21,male,1.1064936747580534e-006,5.262086552112415e-6,4.9211683020928065e-5,6.809809929364009e-6,181375,carc,0,50,20,0,0,5,male_carc,Greater London
22,male,1.1064936747580534e-006,5.262086552112415e-6,4.9211683020928065e-5,6.809809929364009e-6,181375,carc,0,50,20,0,0,5,male_carc,Greater London
23,male,1.1064936747580534e-006,5.262086552112415e-6,4.9211683020928065e-5,6.809809929364009e-6,181375,carc,0,50,20,0,0,5,male_carc,Greater London
24,male,1.1064936747580534e-006,5.262086552112415e-6,4.9211683020928065e-5,6.809809929364009e-6,181375,carc,0,50,20,0,0,5,male_carc,Greater London
25,male,2.483789750506225e-6,1.0750780714264652e-5,1.0501994347489794e-4,1.4535536028988217e-5,247736,carc,0,50,25,0,1,5,male_carc,Greater London
26,male,2.483789750506225e-6,1.0750780714264652e-5,1.0501994347489794e-4,1.4535536028988217e-5,247736,carc,0,50,25,0,1,5,male_carc,Greater London
27,male,2.483789750506225e-6,1.0750780714264652e-5,1.0501994347489794e-4,1.4535536028988217e-5,247736,carc,0,50,25,0,1,5,male_carc,Greater London
28,male,2.483789750506225e-6,1.0750780714264652e-5,1.0501994347489794e-4,1.4535536028988217e-5,247736,carc,0,50,25,0,1,5,male_carc,Greater London
29,male,2.483789750506225e-6,1.0750780714264652e-5,1.0501994347489794e-4,1.4535536028988217e-5,247736,carc,0,50,25,0,1,5,male_carc,Greater London
30,male,6.1603792717524475e-6,2.5267311626313205e-5,2.657067160258552e-4,3.7021908833047174e-5,267369,carc,0,50,30,0,2,5,male_carc,Greater London
31,male,6.1603792717524475e-6,2.5267311626313205e-5,2.657067160258552e-4,3.7021908833047174e-5,267369,carc,0,50,30,0,2,5,male_carc,Greater London
32,male,6.1603792717524475e-6,2.5267311626313205e-5,2.657067160258552e-4,3.7021908833047174e-5,267369,carc,0,50,30,0,2,5,male_carc,Greater London
33,male,6.1603792717524475e-6,2.5267311626313205e-5,2.657067160258552e-4,3.7021908833047174e-5,267369,carc,0,50,30,0,2,5,male_carc,Greater London
34,male,6.1603792717524475e-6,2.5267311626313205e-5,2.657067160258552e-4,3.7021908833047174e-5,267369,carc,0,50,30,0,2,5,male_carc,Greater London
35,male,1.2515148180009558e-5,4.5603817289741496e-5,4.999019207423985e-4,6.922240593148708e-5,237298,carc,0,50,35,0,3,5,male_carc,Greater London
36,male,1.2515148180009558e-5,4.5603817289741496e-5,4.999019207423985e-4,6.922240593148708e-5,237298,carc,0,50,35,0,3,5,male_carc,Greater London
37,male,1.2515148180009558e-5,4.5603817289741496e-5,4.999019207423985e-4,6.922240593148708e-5,237298,carc,0,50,35,0,3,5,male_carc,Greater London
38,male,1.2515148180009558e-5,4.5603817289741496e-5,4.999019207423985e-4,6.922240593148708e-5,237298,carc,0,50,35,0,3,5,male_carc,Greater London
39,male,1.2515148180009558e-5,4.5603817289741496e-5,4.999019207423985e-4,6.922240593148708e-5,237298,carc,0,50,35,0,3,5,male_carc,Greater London
40,male,2.69824814223606e-5,9.085630180943123e-5,0.0010291384287553608,1.4282406777450094e-4,190309,carc,0,50,40,0,5,5,male_carc,Greater London
41,male,2.69824814223606e-5,9.085630180943123e-5,0.0010291384287553608,1.4282406777450094e-4,190309,carc,0,50,40,0,5,5,male_carc,Greater London
42,male,2.69824814223606e-5,9.085630180943123e-5,0.0010291384287553608,1.4282406777450094e-4,190309,carc,0,50,40,0,5,5,male_carc,Greater London
43,male,2.69824814223606e-5,9.085630180943123e-5,0.0010291384287553608,1.4282406777450094e-4,190309,carc,0,50,40,0,5,5,male_carc,Greater London
44,male,2.69824814223606e-5,9.085630180943123e-5,0.0010291384287553608,1.4282406777450094e-4,190309,carc,0,50,40,0,5,5,male_carc,Greater London
45,male,5.9868478065451345e-5,1.520947971363917e-4,0.0017434991005712205,2.49892217480719e-4,177151,carc,0,50,45,0,11,5,male_carc,Greater London
46,male,5.9868478065451345e-5,1.520947971363917e-4,0.0017434991005712205,2.49892217480719e-4,177151,carc,0,50,45,0,11,5,male_carc,Greater London
47,male,5.9868478065451345e-5,1.520947971363917e-4,0.0017434991005712205,2.49892217480719e-4,177151,carc,0,50,45,0,11,5,male_carc,Greater London
48,male,5.9868478065451345e-5,1.520947971363917e-4,0.0017434991005712205,2.49892217480719e-4,177151,carc,0,50,45,0,11,5,male_carc,Greater London
49,male,5.9868478065451345e-5,1.520947971363917e-4,0.0017434991005712205,2.49892217480719e-4,177151,carc,0,50,45,0,11,5,male_carc,Greater London
50,male,1.2751074690617062e-4,3.012541018996724e-4,0.0035870159121276215,5.186207322321118e-4,161459,carc,0,50,50,0,21,5,male_carc,Greater London
51,male,1.2751074690617062e-4,3.012541018996724e-4,0.0035870159121276215,5.186207322321118e-4,161459,carc,0,50,50,0,21,5,male_carc,Greater London
52,male,1.2751074690617062e-4,3.012541018996724e-4,0.0035870159121276215,5.186207322321118e-4,161459,carc,0,50,50,0,21,5,male_carc,Greater London
53,male,1.2751074690617062e-4,3.012541018996724e-4,0.0035870159121276215,5.186207322321118e-4,161459,carc,0,50,50,0,21,5,male_carc,Greater London
54,male,1.2751074690617062e-4,3.012541018996724e-4,0.0035870159121276215,5.186207322321118e-4,161459,carc,0,50,50,0,21,5,male_carc,Greater London
55,male,2.2739886579078539e-4,4.968302368472125e-4,0.0059064306051170076,8.681238049304066e-4,134508,carc,0,50,55,0,31,5,male_carc,Greater London
56,male,2.2739886579078539e-4,4.968302368472125e-4,0.0059064306051170076,8.681238049304066e-4,134508,carc,0,50,55,0,31,5,male_carc,Greater London
57,male,2.2739886579078539e-4,4.968302368472125e-4,0.0059064306051170076,8.681238049304066e-4,134508,carc,0,50,55,0,31,5,male_carc,Greater London
58,male,2.2739886579078539e-4,4.968302368472125e-4,0.0059064306051170076,8.681238049304066e-4,134508,carc,0,50,55,0,31,5,male_carc,Greater London
59,male,2.2739886579078539e-4,4.968302368472125e-4,0.0059064306051170076,8.681238049304066e-4,134508,carc,0,50,55,0,31,5,male_carc,Greater London
60,male,3.897616152050287e-4,7.812345240961195e-4,0.009212697147443823,0.0013858118532205281,104695,carc,0,50,60,0,41,5,male_carc,Greater London
61,male,3.897616152050287e-4,7.812345240961195e-4,0.009212697147443823,0.0013858118532205281,104695,carc,0,50,60,0,41,5,male_carc,Greater London
62,male,3.897616152050287e-4,7.812345240961195e-4,0.009212697147443823,0.0013858118532205281,104695,carc,0,50,60,0,41,5,male_carc,Greater London
63,male,3.897616152050287e-4,7.812345240961195e-4,0.009212697147443823,0.0013858118532205281,104695,carc,0,50,60,0,41,5,male_carc,Greater London
64,male,3.897616152050287e-4,7.812345240961195e-4,0.009212697147443823,0.0013858118532205281,104695,carc,0,50,60,0,41,5,male_carc,Greater London
65,male,6.339150921583402e-4,0.0011910741930207598,0.013937040349831143,0.0021439528021132137,86076,carc,0,50,65,1,55,5,male_carc,Greater London
66,male,6.339150921583402e-4,0.0011910741930207598,0.013937040349831143,0.0021439528021132137,86076,carc,0,50,65,1,55,5,male_carc,Greater London
67,male,6.339150921583402e-4,0.0011910741930207598,0.013937040349831143,0.0021439528021132137,86076,carc,0,50,65,1,55,5,male_carc,Greater London
68,male,6.339150921583402e-4,0.0011910741930207598,0.013937040349831143,0.0021439528021132137,86076,carc,0,50,65,1,55,5,male_carc,Greater London
69,male,6.339150921583402e-4,0.0011910741930207598,0.013937040349831143,0.0021439528021132137,86076,carc,0,50,65,1,55,5,male_carc,Greater London
70,male,8.842279960624221e-4,0.001457478358932529,0.01677201276186038,0.0026951450597073453,68574,carc,0,50,70,1,61,5,male_carc,Greater London
71,male,8.842279960624221e-4,0.001457478358932529,0.01677201276186038,0.0026951450597073453,68574,carc,0,50,70,1,61,5,male_carc,Greater London
72,male,8.842279960624221e-4,0.001457478358932529,0.01677201276186038,0.0026951450597073453,68574,carc,0,50,70,1,61,5,male_carc,Greater London
