age,sex,mort,ylds (years lived with disability)_rate_dmt2,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,18823,dmt2,0,10,0,0,0,5,male_dmt2,greatermanchester
1,male,0,0,0,1e-8,18823,dmt2,0,10,0,0,0,5,male_dmt2,greatermanchester
2,male,0,0,0,1e-8,18823,dmt2,0,10,0,0,0,5,male_dmt2,greatermanchester
3,male,0,0,0,1e-8,18823,dmt2,0,10,0,0,0,5,male_dmt2,greatermanchester
4,male,0,0,0,1e-8,18823,dmt2,0,10,0,0,0,5,male_dmt2,greatermanchester
5,male,0,0,0,1e-8,19596,dmt2,0,10,5,0,0,5,male_dmt2,greatermanchester
6,male,0,0,0,1e-8,19596,dmt2,0,10,5,0,0,5,male_dmt2,greatermanchester
7,male,0,0,0,1e-8,19596,dmt2,0,10,5,0,0,5,male_dmt2,greatermanchester
8,male,0,0,0,1e-8,19596,dmt2,0,10,5,0,0,5,male_dmt2,greatermanchester
9,male,0,0,0,1e-8,19596,dmt2,0,10,5,0,0,5,male_dmt2,greatermanchester
10,male,0,3.052808043810157e-5,6.111668360959908e-4,6.867967137720753e-4,17668,dmt2,0,50,10,0,0,5,male_dmt2,greatermanchester
11,male,0,3.052808043810157e-5,6.111668360959908e-4,6.867967137720753e-4,17668,dmt2,0,50,10,0,0,5,male_dmt2,greatermanchester
12,male,0,3.052808043810157e-5,6.111668360959908e-4,6.867967137720753e-4,17668,dmt2,0,50,10,0,0,5,male_dmt2,greatermanchester
13,male,0,3.052808043810157e-5,6.111668360959908e-4,6.867967137720753e-4,17668,dmt2,0,50,10,0,0,5,male_dmt2,greatermanchester
14,male,0,3.052808043810157e-5,6.111668360959908e-4,6.867967137720753e-4,17668,dmt2,0,50,10,0,0,5,male_dmt2,greatermanchester
15,male,1.0388962321684464e-7,5.115141936840215e-4,0.009728640491280083,0.003237731486985191,17023,dmt2,0,50,15,0,0,5,male_dmt2,greatermanchester
16,male,1.0388962321684464e-7,5.115141936840215e-4,0.009728640491280083,0.003237731486985191,17023,dmt2,0,50,15,0,0,5,male_dmt2,greatermanchester
17,male,1.0388962321684464e-7,5.115141936840215e-4,0.009728640491280083,0.003237731486985191,17023,dmt2,0,50,15,0,0,5,male_dmt2,greatermanchester
18,male,1.0388962321684464e-7,5.115141936840215e-4,0.009728640491280083,0.003237731486985191,17023,dmt2,0,50,15,0,0,5,male_dmt2,greatermanchester
19,male,1.0388962321684464e-7,5.115141936840215e-4,0.009728640491280083,0.003237731486985191,17023,dmt2,0,50,15,0,0,5,male_dmt2,greatermanchester
20,male,1.452286609501331e-7,0.0015974882891570624,0.028592921837325522,0.003361805795089343,19229,dmt2,0,50,20,1,0,5,male_dmt2,greatermanchester
21,male,1.452286609501331e-7,0.0015974882891570624,0.028592921837325522,0.003361805795089343,19229,dmt2,0,50,20,1,0,5,male_dmt2,greatermanchester
22,male,1.452286609501331e-7,0.0015974882891570624,0.028592921837325522,0.003361805795089343,19229,dmt2,0,50,20,1,0,5,male_dmt2,greatermanchester
23,male,1.452286609501331e-7,0.0015974882891570624,0.028592921837325522,0.003361805795089343,19229,dmt2,0,50,20,1,0,5,male_dmt2,greatermanchester
24,male,1.452286609501331e-7,0.0015974882891570624,0.028592921837325522,0.003361805795089343,19229,dmt2,0,50,20,1,0,5,male_dmt2,greatermanchester
