age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,64941,adaod,0,10,0,0,0,5,male_adaod,london
1,male,0,0,0,1e-8,64941,adaod,0,10,0,0,0,5,male_adaod,london
2,male,0,0,0,1e-8,64941,adaod,0,10,0,0,0,5,male_adaod,london
3,male,0,0,0,1e-8,64941,adaod,0,10,0,0,0,5,male_adaod,london
4,male,0,0,0,1e-8,64941,adaod,0,10,0,0,0,5,male_adaod,london
5,male,0,0,0,1e-8,61123,adaod,0,10,5,0,0,5,male_adaod,london
6,male,0,0,0,1e-8,61123,adaod,0,10,5,0,0,5,male_adaod,london
7,male,0,0,0,1e-8,61123,adaod,0,10,5,0,0,5,male_adaod,london
8,male,0,0,0,1e-8,61123,adaod,0,10,5,0,0,5,male_adaod,london
9,male,0,0,0,1e-8,61123,adaod,0,10,5,0,0,5,male_adaod,london
10,male,0,0,0,1e-8,52369,adaod,0,50,10,0,0,5,male_adaod,london
11,male,0,0,0,1e-8,52369,adaod,0,50,10,0,0,5,male_adaod,london
12,male,0,0,0,1e-8,52369,adaod,0,50,10,0,0,5,male_adaod,london
13,male,0,0,0,1e-8,52369,adaod,0,50,10,0,0,5,male_adaod,london
14,male,0,0,0,1e-8,52369,adaod,0,50,10,0,0,5,male_adaod,london
15,male,0,0,0,1e-8,49081,adaod,0,50,15,0,0,5,male_adaod,london
16,male,0,0,0,1e-8,49081,adaod,0,50,15,0,0,5,male_adaod,london
17,male,0,0,0,1e-8,49081,adaod,0,50,15,0,0,5,male_adaod,london
18,male,0,0,0,1e-8,49081,adaod,0,50,15,0,0,5,male_adaod,london
19,male,0,0,0,1e-8,49081,adaod,0,50,15,0,0,5,male_adaod,london
20,male,0,0,0,1e-8,60458,adaod,0,50,20,0,0,5,male_adaod,london
21,male,0,0,0,1e-8,60458,adaod,0,50,20,0,0,5,male_adaod,london
22,male,0,0,0,1e-8,60458,adaod,0,50,20,0,0,5,male_adaod,london
23,male,0,0,0,1e-8,60458,adaod,0,50,20,0,0,5,male_adaod,london
24,male,0,0,0,1e-8,60458,adaod,0,50,20,0,0,5,male_adaod,london
25,male,0,0,0,1e-8,82579,adaod,0,50,25,0,0,5,male_adaod,london
26,male,0,0,0,1e-8,82579,adaod,0,50,25,0,0,5,male_adaod,london
27,male,0,0,0,1e-8,82579,adaod,0,50,25,0,0,5,male_adaod,london
28,male,0,0,0,1e-8,82579,adaod,0,50,25,0,0,5,male_adaod,london
29,male,0,0,0,1e-8,82579,adaod,0,50,25,0,0,5,male_adaod,london
30,male,0,0,0,1e-8,89123,adaod,0,50,30,0,0,5,male_adaod,london
31,male,0,0,0,1e-8,89123,adaod,0,50,30,0,0,5,male_adaod,london
32,male,0,0,0,1e-8,89123,adaod,0,50,30,0,0,5,male_adaod,london
33,male,0,0,0,1e-8,89123,adaod,0,50,30,0,0,5,male_adaod,london
34,male,0,0,0,1e-8,89123,adaod,0,50,30,0,0,5,male_adaod,london
35,male,0,0,0,1e-8,79099,adaod,0,50,35,0,0,5,male_adaod,london
36,male,0,0,0,1e-8,79099,adaod,0,50,35,0,0,5,male_adaod,london
37,male,0,0,0,1e-8,79099,adaod,0,50,35,0,0,5,male_adaod,london
38,male,0,0,0,1e-8,79099,adaod,0,50,35,0,0,5,male_adaod,london
39,male,0,0,0,1e-8,79099,adaod,0,50,35,0,0,5,male_adaod,london
40,male,1.426451334335786e-6,7.872717113168076e-6,5.912811409709719e-5,3.519076832442866e-5,63436,adaod,0,50,40,0,0,5,male_adaod,london
41,male,1.426451334335786e-6,7.872717113168076e-6,5.912811409709719e-5,3.519076832442866e-5,63436,adaod,0,50,40,0,0,5,male_adaod,london
42,male,1.426451334335786e-6,7.872717113168076e-6,5.912811409709719e-5,3.519076832442866e-5,63436,adaod,0,50,40,0,0,5,male_adaod,london
43,male,1.426451334335786e-6,7.872717113168076e-6,5.912811409709719e-5,3.519076832442866e-5,63436,adaod,0,50,40,0,0,5,male_adaod,london
44,male,1.426451334335786e-6,7.872717113168076e-6,5.912811409709719e-5,3.519076832442866e-5,63436,adaod,0,50,40,0,0,5,male_adaod,london
45,male,5.276969699771281e-6,5.452968162485863e-5,4.1849531247892567e-4,1.1729075270763907e-4,59050,adaod,0,50,45,0,0,5,male_adaod,london
46,male,5.276969699771281e-6,5.452968162485863e-5,4.1849531247892567e-4,1.1729075270763907e-4,59050,adaod,0,50,45,0,0,5,male_adaod,london
47,male,5.276969699771281e-6,5.452968162485863e-5,4.1849531247892567e-4,1.1729075270763907e-4,59050,adaod,0,50,45,0,0,5,male_adaod,london
48,male,5.276969699771281e-6,5.452968162485863e-5,4.1849531247892567e-4,1.1729075270763907e-4,59050,adaod,0,50,45,0,0,5,male_adaod,london
49,male,5.276969699771281e-6,5.452968162485863e-5,4.1849531247892567e-4,1.1729075270763907e-4,59050,adaod,0,50,45,0,0,5,male_adaod,london
50,male,1.4500419381065821e-5,1.4869678563937517e-4,0.001188012848408498,2.0188244718886294e-4,53820,adaod,0,50,50,0,1,5,male_adaod,london
51,male,1.4500419381065821e-5,1.4869678563937517e-4,0.001188012848408498,2.0188244718886294e-4,53820,adaod,0,50,50,0,1,5,male_adaod,london
