age,sex,mort,ylds (years lived with disability)_rate_utrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,male,0,0,0,1e-8,36715,utrc,0,10,0,0,0,5,male_utrc,East of England
1,male,0,0,0,1e-8,36715,utrc,0,10,0,0,0,5,male_utrc,East of England
2,male,0,0,0,1e-8,36715,utrc,0,10,0,0,0,5,male_utrc,East of England
3,male,0,0,0,1e-8,36715,utrc,0,10,0,0,0,5,male_utrc,East of England
4,male,0,0,0,1e-8,36715,utrc,0,10,0,0,0,5,male_utrc,East of England
5,male,0,0,0,1e-8,39351,utrc,0,10,5,0,0,5,male_utrc,East of England
6,male,0,0,0,1e-8,39351,utrc,0,10,5,0,0,5,male_utrc,East of England
7,male,0,0,0,1e-8,39351,utrc,0,10,5,0,0,5,male_utrc,East of England
8,male,0,0,0,1e-8,39351,utrc,0,10,5,0,0,5,male_utrc,East of England
9,male,0,0,0,1e-8,39351,utrc,0,10,5,0,0,5,male_utrc,East of England
10,male,0,0,0,1e-8,36736,utrc,0,50,10,0,0,5,male_utrc,East of England
11,male,0,0,0,1e-8,36736,utrc,0,50,10,0,0,5,male_utrc,East of England
12,male,0,0,0,1e-8,36736,utrc,0,50,10,0,0,5,male_utrc,East of England
13,male,0,0,0,1e-8,36736,utrc,0,50,10,0,0,5,male_utrc,East of England
14,male,0,0,0,1e-8,36736,utrc,0,50,10,0,0,5,male_utrc,East of England
15,male,0,0,0,1e-8,35788,utrc,0,50,15,0,0,5,male_utrc,East of England
16,male,0,0,0,1e-8,35788,utrc,0,50,15,0,0,5,male_utrc,East of England
17,male,0,0,0,1e-8,35788,utrc,0,50,15,0,0,5,male_utrc,East of England
18,male,0,0,0,1e-8,35788,utrc,0,50,15,0,0,5,male_utrc,East of England
19,male,0,0,0,1e-8,35788,utrc,0,50,15,0,0,5,male_utrc,East of England
20,male,0,0,0,1e-8,37293,utrc,0,50,20,0,0,5,male_utrc,East of England
21,male,0,0,0,1e-8,37293,utrc,0,50,20,0,0,5,male_utrc,East of England
22,male,0,0,0,1e-8,37293,utrc,0,50,20,0,0,5,male_utrc,East of England
23,male,0,0,0,1e-8,37293,utrc,0,50,20,0,0,5,male_utrc,East of England
24,male,0,0,0,1e-8,37293,utrc,0,50,20,0,0,5,male_utrc,East of England
25,male,0,0,0,1e-8,40004,utrc,0,50,25,0,0,5,male_utrc,East of England
26,male,0,0,0,1e-8,40004,utrc,0,50,25,0,0,5,male_utrc,East of England
27,male,0,0,0,1e-8,40004,utrc,0,50,25,0,0,5,male_utrc,East of England
28,male,0,0,0,1e-8,40004,utrc,0,50,25,0,0,5,male_utrc,East of England
29,male,0,0,0,1e-8,40004,utrc,0,50,25,0,0,5,male_utrc,East of England
30,male,0,0,0,1e-8,40671,utrc,0,50,30,0,0,5,male_utrc,East of England
31,male,0,0,0,1e-8,40671,utrc,0,50,30,0,0,5,male_utrc,East of England
32,male,0,0,0,1e-8,40671,utrc,0,50,30,0,0,5,male_utrc,East of England
33,male,0,0,0,1e-8,40671,utrc,0,50,30,0,0,5,male_utrc,East of England
34,male,0,0,0,1e-8,40671,utrc,0,50,30,0,0,5,male_utrc,East of England
35,male,0,0,0,1e-8,40147,utrc,0,50,35,0,0,5,male_utrc,East of England
36,male,0,0,0,1e-8,40147,utrc,0,50,35,0,0,5,male_utrc,East of England
37,male,0,0,0,1e-8,40147,utrc,0,50,35,0,0,5,male_utrc,East of England
38,male,0,0,0,1e-8,40147,utrc,0,50,35,0,0,5,male_utrc,East of England
39,male,0,0,0,1e-8,40147,utrc,0,50,35,0,0,5,male_utrc,East of England
40,male,0,0,0,1e-8,39118,utrc,0,50,40,0,0,5,male_utrc,East of England
41,male,0,0,0,1e-8,39118,utrc,0,50,40,0,0,5,male_utrc,East of England
42,male,0,0,0,1e-8,39118,utrc,0,50,40,0,0,5,male_utrc,East of England
43,male,0,0,0,1e-8,39118,utrc,0,50,40,0,0,5,male_utrc,East of England
44,male,0,0,0,1e-8,39118,utrc,0,50,40,0,0,5,male_utrc,East of England
45,male,0,0,0,1e-8,43636,utrc,0,50,45,0,0,5,male_utrc,East of England
46,male,0,0,0,1e-8,43636,utrc,0,50,45,0,0,5,male_utrc,East of England
47,male,0,0,0,1e-8,43636,utrc,0,50,45,0,0,5,male_utrc,East of England
48,male,0,0,0,1e-8,43636,utrc,0,50,45,0,0,5,male_utrc,East of England
49,male,0,0,0,1e-8,43636,utrc,0,50,45,0,0,5,male_utrc,East of England
50,male,0,0,0,1e-8,43729,utrc,0,50,50,0,0,5,male_utrc,East of England
51,male,0,0,0,1e-8,43729,utrc,0,50,50,0,0,5,male_utrc,East of England
52,male,0,0,0,1e-8,43729,utrc,0,50,50,0,0,5,male_utrc,East of England
53,male,0,0,0,1e-8,43729,utrc,0,50,50,0,0,5,male_utrc,East of England
54,male,0,0,0,1e-8,43729,utrc,0,50,50,0,0,5,male_utrc,East of England
55,male,0,0,0,1e-8,38691,utrc,0,50,55,0,0,5,male_utrc,East of England
