age,sex,mort,ylds (years lived with disability)_rate_adaod,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,7499,adaod,0,10,0,0,0,5,female_adaod,liverpool
1,female,0,0,0,1e-8,7499,adaod,0,10,0,0,0,5,female_adaod,liverpool
2,female,0,0,0,1e-8,7499,adaod,0,10,0,0,0,5,female_adaod,liverpool
3,female,0,0,0,1e-8,7499,adaod,0,10,0,0,0,5,female_adaod,liverpool
4,female,0,0,0,1e-8,7499,adaod,0,10,0,0,0,5,female_adaod,liverpool
5,female,0,0,0,1e-8,7726,adaod,0,10,5,0,0,5,female_adaod,liverpool
6,female,0,0,0,1e-8,7726,adaod,0,10,5,0,0,5,female_adaod,liverpool
7,female,0,0,0,1e-8,7726,adaod,0,10,5,0,0,5,female_adaod,liverpool
8,female,0,0,0,1e-8,7726,adaod,0,10,5,0,0,5,female_adaod,liverpool
9,female,0,0,0,1e-8,7726,adaod,0,10,5,0,0,5,female_adaod,liverpool
10,female,0,0,0,1e-8,7268,adaod,0,50,10,0,0,5,female_adaod,liverpool
11,female,0,0,0,1e-8,7268,adaod,0,50,10,0,0,5,female_adaod,liverpool
12,female,0,0,0,1e-8,7268,adaod,0,50,10,0,0,5,female_adaod,liverpool
13,female,0,0,0,1e-8,7268,adaod,0,50,10,0,0,5,female_adaod,liverpool
14,female,0,0,0,1e-8,7268,adaod,0,50,10,0,0,5,female_adaod,liverpool
15,female,0,0,0,1e-8,7653,adaod,0,50,15,0,0,5,female_adaod,liverpool
16,female,0,0,0,1e-8,7653,adaod,0,50,15,0,0,5,female_adaod,liverpool
17,female,0,0,0,1e-8,7653,adaod,0,50,15,0,0,5,female_adaod,liverpool
18,female,0,0,0,1e-8,7653,adaod,0,50,15,0,0,5,female_adaod,liverpool
19,female,0,0,0,1e-8,7653,adaod,0,50,15,0,0,5,female_adaod,liverpool
20,female,0,0,0,1e-8,8896,adaod,0,50,20,0,0,5,female_adaod,liverpool
21,female,0,0,0,1e-8,8896,adaod,0,50,20,0,0,5,female_adaod,liverpool
22,female,0,0,0,1e-8,8896,adaod,0,50,20,0,0,5,female_adaod,liverpool
