age,sex,mort,ylds (years lived with disability)_rate_utrc,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,26517,utrc,0,10,0,0,0,5,female_utrc,East Midlands
1,female,0,0,0,1e-8,26517,utrc,0,10,0,0,0,5,female_utrc,East Midlands
2,female,0,0,0,1e-8,26517,utrc,0,10,0,0,0,5,female_utrc,East Midlands
3,female,0,0,0,1e-8,26517,utrc,0,10,0,0,0,5,female_utrc,East Midlands
4,female,0,0,0,1e-8,26517,utrc,0,10,0,0,0,5,female_utrc,East Midlands
5,female,0,0,0,1e-8,28290,utrc,0,10,5,0,0,5,female_utrc,East Midlands
6,female,0,0,0,1e-8,28290,utrc,0,10,5,0,0,5,female_utrc,East Midlands
7,female,0,0,0,1e-8,28290,utrc,0,10,5,0,0,5,female_utrc,East Midlands
8,female,0,0,0,1e-8,28290,utrc,0,10,5,0,0,5,female_utrc,East Midlands
9,female,0,0,0,1e-8,28290,utrc,0,10,5,0,0,5,female_utrc,East Midlands
10,female,0,0,0,1e-8,26654,utrc,0,50,10,0,0,5,female_utrc,East Midlands
11,female,0,0,0,1e-8,26654,utrc,0,50,10,0,0,5,female_utrc,East Midlands
12,female,0,0,0,1e-8,26654,utrc,0,50,10,0,0,5,female_utrc,East Midlands
13,female,0,0,0,1e-8,26654,utrc,0,50,10,0,0,5,female_utrc,East Midlands
14,female,0,0,0,1e-8,26654,utrc,0,50,10,0,0,5,female_utrc,East Midlands
15,female,1.1164332702555914e-7,1.1395430047170005e-6,1.703381958503873e-5,1.98624190757883e-6,26868,utrc,0,50,15,0,0,5,female_utrc,East Midlands
16,female,1.1164332702555914e-7,1.1395430047170005e-6,1.703381958503873e-5,1.98624190757883e-6,26868,utrc,0,50,15,0,0,5,female_utrc,East Midlands
17,female,1.1164332702555914e-7,1.1395430047170005e-6,1.703381958503873e-5,1.98624190757883e-6,26868,utrc,0,50,15,0,0,5,female_utrc,East Midlands
18,female,1.1164332702555914e-7,1.1395430047170005e-6,1.703381958503873e-5,1.98624190757883e-6,26868,utrc,0,50,15,0,0,5,female_utrc,East Midlands
19,female,1.1164332702555914e-7,1.1395430047170005e-6,1.703381958503873e-5,1.98624190757883e-6,26868,utrc,0,50,15,0,0,5,female_utrc,East Midlands
20,female,1.2687344779763106e-7,1.4805039708103025e-6,2.214583252210559e-5,2.5763463899525854e-6,29925,utrc,0,50,20,0,0,5,female_utrc,East Midlands
21,female,1.2687344779763106e-7,1.4805039708103025e-6,2.214583252210559e-5,2.5763463899525854e-6,29925,utrc,0,50,20,0,0,5,female_utrc,East Midlands
22,female,1.2687344779763106e-7,1.4805039708103025e-6,2.214583252210559e-5,2.5763463899525854e-6,29925,utrc,0,50,20,0,0,5,female_utrc,East Midlands
23,female,1.2687344779763106e-7,1.4805039708103025e-6,2.214583252210559e-5,2.5763463899525854e-6,29925,utrc,0,50,20,0,0,5,female_utrc,East Midlands
24,female,1.2687344779763106e-7,1.4805039708103025e-6,2.214583252210559e-5,2.5763463899525854e-6,29925,utrc,0,50,20,0,0,5,female_utrc,East Midlands
25,female,4.034739898718478e-7,5.519103384621743e-6,8.270159590817557e-5,9.612453311321206e-6,32416,utrc,0,50,25,0,0,5,female_utrc,East Midlands
26,female,4.034739898718478e-7,5.519103384621743e-6,8.270159590817557e-5,9.612453311321206e-6,32416,utrc,0,50,25,0,0,5,female_utrc,East Midlands
27,female,4.034739898718478e-7,5.519103384621743e-6,8.270159590817557e-5,9.612453311321206e-6,32416,utrc,0,50,25,0,0,5,female_utrc,East Midlands
28,female,4.034739898718478e-7,5.519103384621743e-6,8.270159590817557e-5,9.612453311321206e-6,32416,utrc,0,50,25,0,0,5,female_utrc,East Midlands
29,female,4.034739898718478e-7,5.519103384621743e-6,8.270159590817557e-5,9.612453311321206e-6,32416,utrc,0,50,25,0,0,5,female_utrc,East Midlands
30,female,8.974926920896089e-7,1.0797616123813786e-5,1.6596095111893908e-4,1.9332333363105398e-5,30632,utrc,0,50,30,0,0,5,female_utrc,East Midlands
31,female,8.974926920896089e-7,1.0797616123813786e-5,1.6596095111893908e-4,1.9332333363105398e-5,30632,utrc,0,50,30,0,0,5,female_utrc,East Midlands
32,female,8.974926920896089e-7,1.0797616123813786e-5,1.6596095111893908e-4,1.9332333363105398e-5,30632,utrc,0,50,30,0,0,5,female_utrc,East Midlands
33,female,8.974926920896089e-7,1.0797616123813786e-5,1.6596095111893908e-4,1.9332333363105398e-5,30632,utrc,0,50,30,0,0,5,female_utrc,East Midlands
34,female,8.974926920896089e-7,1.0797616123813786e-5,1.6596095111893908e-4,1.9332333363105398e-5,30632,utrc,0,50,30,0,0,5,female_utrc,East Midlands
35,female,1.8765670686986463e-6,2.2345829749028597e-5,3.4441039625561395e-4,4.0054532742945454e-5,29373,utrc,0,50,35,0,0,5,female_utrc,East Midlands
36,female,1.8765670686986463e-6,2.2345829749028597e-5,3.4441039625561395e-4,4.0054532742945454e-5,29373,utrc,0,50,35,0,0,5,female_utrc,East Midlands
37,female,1.8765670686986463e-6,2.2345829749028597e-5,3.4441039625561395e-4,4.0054532742945454e-5,29373,utrc,0,50,35,0,0,5,female_utrc,East Midlands
38,female,1.8765670686986463e-6,2.2345829749028597e-5,3.4441039625561395e-4,4.0054532742945454e-5,29373,utrc,0,50,35,0,0,5,female_utrc,East Midlands
39,female,1.8765670686986463e-6,2.2345829749028597e-5,3.4441039625561395e-4,4.0054532742945454e-5,29373,utrc,0,50,35,0,0,5,female_utrc,East Midlands
40,female,4.748490570956201e-6,4.9288499672667486e-5,7.641024299548668e-4,8.90465031186371e-5,29200,utrc,0,50,40,0,0,5,female_utrc,East Midlands
41,female,4.748490570956201e-6,4.9288499672667486e-5,7.641024299548668e-4,8.90465031186371e-5,29200,utrc,0,50,40,0,0,5,female_utrc,East Midlands
42,female,4.748490570956201e-6,4.9288499672667486e-5,7.641024299548668e-4,8.90465031186371e-5,29200,utrc,0,50,40,0,0,5,female_utrc,East Midlands
43,female,4.748490570956201e-6,4.9288499672667486e-5,7.641024299548668e-4,8.90465031186371e-5,29200,utrc,0,50,40,0,0,5,female_utrc,East Midlands
44,female,4.748490570956201e-6,4.9288499672667486e-5,7.641024299548668e-4,8.90465031186371e-5,29200,utrc,0,50,40,0,0,5,female_utrc,East Midlands
45,female,1.0130051669854018e-5,9.503753907494755e-5,0.001466320374793764,1.7153052573412543e-4,34655,utrc,0,50,45,0,0,5,female_utrc,East Midlands
46,female,1.0130051669854018e-5,9.503753907494755e-5,0.001466320374793764,1.7153052573412543e-4,34655,utrc,0,50,45,0,0,5,female_utrc,East Midlands
47,female,1.0130051669854018e-5,9.503753907494755e-5,0.001466320374793764,1.7153052573412543e-4,34655,utrc,0,50,45,0,0,5,female_utrc,East Midlands
48,female,1.0130051669854018e-5,9.503753907494755e-5,0.001466320374793764,1.7153052573412543e-4,34655,utrc,0,50,45,0,0,5,female_utrc,East Midlands
49,female,1.0130051669854018e-5,9.503753907494755e-5,0.001466320374793764,1.7153052573412543e-4,34655,utrc,0,50,45,0,0,5,female_utrc,East Midlands
50,female,2.3203624323772633e-5,2.0912300315450384e-4,0.003268770753810147,3.834749167493011e-4,35223,utrc,0,50,50,0,1,5,female_utrc,East Midlands
51,female,2.3203624323772633e-5,2.0912300315450384e-4,0.003268770753810147,3.834749167493011e-4,35223,utrc,0,50,50,0,1,5,female_utrc,East Midlands
52,female,2.3203624323772633e-5,2.0912300315450384e-4,0.003268770753810147,3.834749167493011e-4,35223,utrc,0,50,50,0,1,5,female_utrc,East Midlands
53,female,2.3203624323772633e-5,2.0912300315450384e-4,0.003268770753810147,3.834749167493011e-4,35223,utrc,0,50,50,0,1,5,female_utrc,East Midlands
54,female,2.3203624323772633e-5,2.0912300315450384e-4,0.003268770753810147,3.834749167493011e-4,35223,utrc,0,50,50,0,1,5,female_utrc,East Midlands
55,female,5.329397497339719e-5,4.093662899145535e-4,0.006491872441245919,0.00076860109119705625,31061,utrc,0,50,55,0,2,5,female_utrc,East Midlands
56,female,5.329397497339719e-5,4.093662899145535e-4,0.006491872441245919,0.00076860109119705625,31061,utrc,0,50,55,0,2,5,female_utrc,East Midlands
57,female,5.329397497339719e-5,4.093662899145535e-4,0.006491872441245919,0.00076860109119705625,31061,utrc,0,50,55,0,2,5,female_utrc,East Midlands
58,female,5.329397497339719e-5,4.093662899145535e-4,0.006491872441245919,0.00076860109119705625,31061,utrc,0,50,55,0,2,5,female_utrc,East Midlands
59,female,5.329397497339719e-5,4.093662899145535e-4,0.006491872441245919,0.00076860109119705625,31061,utrc,0,50,55,0,2,5,female_utrc,East Midlands
60,female,9.353266841709224e-5,4.6787016092322657e-4,0.007333846898504706,8.890556460844939e-4,27136,utrc,0,50,60,0,3,5,female_utrc,East Midlands
