age,sex,mort,ylds (years lived with disability)_rate_ishd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,185455,ishd,0,10,0,0,0,5,female_ishd,Greater London
1,female,0,0,0,1e-8,185455,ishd,0,10,0,0,0,5,female_ishd,Greater London
2,female,0,0,0,1e-8,185455,ishd,0,10,0,0,0,5,female_ishd,Greater London
3,female,0,0,0,1e-8,185455,ishd,0,10,0,0,0,5,female_ishd,Greater London
4,female,0,0,0,1e-8,185455,ishd,0,10,0,0,0,5,female_ishd,Greater London
5,female,0,0,0,1e-8,175468,ishd,0,10,5,0,0,5,female_ishd,Greater London
6,female,0,0,0,1e-8,175468,ishd,0,10,5,0,0,5,female_ishd,Greater London
7,female,0,0,0,1e-8,175468,ishd,0,10,5,0,0,5,female_ishd,Greater London
8,female,0,0,0,1e-8,175468,ishd,0,10,5,0,0,5,female_ishd,Greater London
9,female,0,0,0,1e-8,175468,ishd,0,10,5,0,0,5,female_ishd,Greater London
10,female,0,0,0,1e-8,150695,ishd,0,50,10,0,0,5,female_ishd,Greater London
11,female,0,0,0,1e-8,150695,ishd,0,50,10,0,0,5,female_ishd,Greater London
12,female,0,0,0,1e-8,150695,ishd,0,50,10,0,0,5,female_ishd,Greater London
13,female,0,0,0,1e-8,150695,ishd,0,50,10,0,0,5,female_ishd,Greater London
14,female,0,0,0,1e-8,150695,ishd,0,50,10,0,0,5,female_ishd,Greater London
15,female,3.1031544248427264e-7,4.391372136932604e-6,1.1619868819643361e-4,1.587159941799646e-5,141648,ishd,0,50,15,0,0,5,female_ishd,Greater London
16,female,3.1031544248427264e-7,4.391372136932604e-6,1.1619868819643361e-4,1.587159941799646e-5,141648,ishd,0,50,15,0,0,5,female_ishd,Greater London
17,female,3.1031544248427264e-7,4.391372136932604e-6,1.1619868819643361e-4,1.587159941799646e-5,141648,ishd,0,50,15,0,0,5,female_ishd,Greater London
18,female,3.1031544248427264e-7,4.391372136932604e-6,1.1619868819643361e-4,1.587159941799646e-5,141648,ishd,0,50,15,0,0,5,female_ishd,Greater London
19,female,3.1031544248427264e-7,4.391372136932604e-6,1.1619868819643361e-4,1.587159941799646e-5,141648,ishd,0,50,15,0,0,5,female_ishd,Greater London
20,female,9.080921396957568e-7,1.9013398529764588e-5,3.849320868036812e-4,3.649792683828427e-5,182368,ishd,0,50,20,0,0,5,female_ishd,Greater London
21,female,9.080921396957568e-7,1.9013398529764588e-5,3.849320868036812e-4,3.649792683828427e-5,182368,ishd,0,50,20,0,0,5,female_ishd,Greater London
22,female,9.080921396957568e-7,1.9013398529764588e-5,3.849320868036812e-4,3.649792683828427e-5,182368,ishd,0,50,20,0,0,5,female_ishd,Greater London
23,female,9.080921396957568e-7,1.9013398529764588e-5,3.849320868036812e-4,3.649792683828427e-5,182368,ishd,0,50,20,0,0,5,female_ishd,Greater London
24,female,9.080921396957568e-7,1.9013398529764588e-5,3.849320868036812e-4,3.649792683828427e-5,182368,ishd,0,50,20,0,0,5,female_ishd,Greater London
