age,sex,mort,ylds (years lived with disability)_rate_crdd,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,1.0350800004079938e-5,6.963115667205827e-5,2.953601630685068e-4,3.2218296725599943e-4,1303568,crdd,0,10,0,0,13,5,female_crdd,England
1,female,1.0350800004079938e-5,6.963115667205827e-5,2.953601630685068e-4,3.2218296725599943e-4,1303568,crdd,0,10,0,0,13,5,female_crdd,England
2,female,1.0350800004079938e-5,6.963115667205827e-5,2.953601630685068e-4,3.2218296725599943e-4,1303568,crdd,0,10,0,0,13,5,female_crdd,England
3,female,1.0350800004079938e-5,6.963115667205827e-5,2.953601630685068e-4,3.2218296725599943e-4,1303568,crdd,0,10,0,0,13,5,female_crdd,England
4,female,1.0350800004079938e-5,6.963115667205827e-5,2.953601630685068e-4,3.2218296725599943e-4,1303568,crdd,0,10,0,0,13,5,female_crdd,England
5,female,2.1483785752262793e-6,1.280052923678583e-4,2.645388647800784e-4,2.652006460548032e-4,1360455,crdd,0,10,5,0,3,5,female_crdd,England
6,female,2.1483785752262793e-6,1.280052923678583e-4,2.645388647800784e-4,2.652006460548032e-4,1360455,crdd,0,10,5,0,3,5,female_crdd,England
7,female,2.1483785752262793e-6,1.280052923678583e-4,2.645388647800784e-4,2.652006460548032e-4,1360455,crdd,0,10,5,0,3,5,female_crdd,England
8,female,2.1483785752262793e-6,1.280052923678583e-4,2.645388647800784e-4,2.652006460548032e-4,1360455,crdd,0,10,5,0,3,5,female_crdd,England
9,female,2.1483785752262793e-6,1.280052923678583e-4,2.645388647800784e-4,2.652006460548032e-4,1360455,crdd,0,10,5,0,3,5,female_crdd,England
10,female,3.0181308993802076e-6,2.3800807395403452e-4,0.0016290237796359572,2.3363504333652146e-4,1253968,crdd,0,50,10,0,4,5,female_crdd,England
11,female,3.0181308993802076e-6,2.3800807395403452e-4,0.0016290237796359572,2.3363504333652146e-4,1253968,crdd,0,50,10,0,4,5,female_crdd,England
12,female,3.0181308993802076e-6,2.3800807395403452e-4,0.0016290237796359572,2.3363504333652146e-4,1253968,crdd,0,50,10,0,4,5,female_crdd,England
13,female,3.0181308993802076e-6,2.3800807395403452e-4,0.0016290237796359572,2.3363504333652146e-4,1253968,crdd,0,50,10,0,4,5,female_crdd,England
14,female,3.0181308993802076e-6,2.3800807395403452e-4,0.0016290237796359572,2.3363504333652146e-4,1253968,crdd,0,50,10,0,4,5,female_crdd,England
15,female,8.186348437976449e-6,6.134770133703984e-4,0.007791083776386518,3.1165433646032224e-4,1237874,crdd,0,50,15,0,10,5,female_crdd,England
16,female,8.186348437976449e-6,6.134770133703984e-4,0.007791083776386518,3.1165433646032224e-4,1237874,crdd,0,50,15,0,10,5,female_crdd,England
17,female,8.186348437976449e-6,6.134770133703984e-4,0.007791083776386518,3.1165433646032224e-4,1237874,crdd,0,50,15,0,10,5,female_crdd,England
18,female,8.186348437976449e-6,6.134770133703984e-4,0.007791083776386518,3.1165433646032224e-4,1237874,crdd,0,50,15,0,10,5,female_crdd,England
19,female,8.186348437976449e-6,6.134770133703984e-4,0.007791083776386518,3.1165433646032224e-4,1237874,crdd,0,50,15,0,10,5,female_crdd,England
20,female,1.539728209531002e-5,7.408976541931941e-4,0.009294008242467662,5.716542941994451e-4,1387453,crdd,0,50,20,0,21,5,female_crdd,England
21,female,1.539728209531002e-5,7.408976541931941e-4,0.009294008242467662,5.716542941994451e-4,1387453,crdd,0,50,20,0,21,5,female_crdd,England
22,female,1.539728209531002e-5,7.408976541931941e-4,0.009294008242467662,5.716542941994451e-4,1387453,crdd,0,50,20,0,21,5,female_crdd,England
23,female,1.539728209531002e-5,7.408976541931941e-4,0.009294008242467662,5.716542941994451e-4,1387453,crdd,0,50,20,0,21,5,female_crdd,England
24,female,1.539728209531002e-5,7.408976541931941e-4,0.009294008242467662,5.716542941994451e-4,1387453,crdd,0,50,20,0,21,5,female_crdd,England
25,female,2.1840383137742765e-5,0.0011619893464145804,0.016637675392265405,0.001030346896943767,1583607,crdd,0,50,25,1,35,5,female_crdd,England
26,female,2.1840383137742765e-5,0.0011619893464145804,0.016637675392265405,0.001030346896943767,1583607,crdd,0,50,25,1,35,5,female_crdd,England
27,female,2.1840383137742765e-5,0.0011619893464145804,0.016637675392265405,0.001030346896943767,1583607,crdd,0,50,25,1,35,5,female_crdd,England
28,female,2.1840383137742765e-5,0.0011619893464145804,0.016637675392265405,0.001030346896943767,1583607,crdd,0,50,25,1,35,5,female_crdd,England
29,female,2.1840383137742765e-5,0.0011619893464145804,0.016637675392265405,0.001030346896943767,1583607,crdd,0,50,25,1,35,5,female_crdd,England
30,female,4.3195849123385593e-005,0.0014141546943513238,0.02082103675721508,0.0018360893247526234,1578359,crdd,0,50,30,1,68,5,female_crdd,England
31,female,4.3195849123385593e-005,0.0014141546943513238,0.02082103675721508,0.0018360893247526234,1578359,crdd,0,50,30,1,68,5,female_crdd,England
32,female,4.3195849123385593e-005,0.0014141546943513238,0.02082103675721508,0.0018360893247526234,1578359,crdd,0,50,30,1,68,5,female_crdd,England
33,female,4.3195849123385593e-005,0.0014141546943513238,0.02082103675721508,0.0018360893247526234,1578359,crdd,0,50,30,1,68,5,female_crdd,England
34,female,4.3195849123385593e-005,0.0014141546943513238,0.02082103675721508,0.0018360893247526234,1578359,crdd,0,50,30,1,68,5,female_crdd,England
35,female,7.311157797878038e-5,0.001495860351976719,0.022233351586279853,0.0029738904571683035,1498204,crdd,0,50,35,1,110,5,female_crdd,England
36,female,7.311157797878038e-5,0.001495860351976719,0.022233351586279853,0.0029738904571683035,1498204,crdd,0,50,35,1,110,5,female_crdd,England
37,female,7.311157797878038e-5,0.001495860351976719,0.022233351586279853,0.0029738904571683035,1498204,crdd,0,50,35,1,110,5,female_crdd,England
38,female,7.311157797878038e-5,0.001495860351976719,0.022233351586279853,0.0029738904571683035,1498204,crdd,0,50,35,1,110,5,female_crdd,England
39,female,7.311157797878038e-5,0.001495860351976719,0.022233351586279853,0.0029738904571683035,1498204,crdd,0,50,35,1,110,5,female_crdd,England
40,female,1.3608450436240118e-4,0.0024442322182288857,0.049627090257073875,0.006128206977885042,1408651,crdd,0,50,40,2,192,5,female_crdd,England
41,female,1.3608450436240118e-4,0.0024442322182288857,0.049627090257073875,0.006128206977885042,1408651,crdd,0,50,40,2,192,5,female_crdd,England
42,female,1.3608450436240118e-4,0.0024442322182288857,0.049627090257073875,0.006128206977885042,1408651,crdd,0,50,40,2,192,5,female_crdd,England
43,female,1.3608450436240118e-4,0.0024442322182288857,0.049627090257073875,0.006128206977885042,1408651,crdd,0,50,40,2,192,5,female_crdd,England
44,female,1.3608450436240118e-4,0.0024442322182288857,0.049627090257073875,0.006128206977885042,1408651,crdd,0,50,40,2,192,5,female_crdd,England
45,female,2.286751093767913e-4,0.0032048092227179342,0.06499107536439391,0.007564837493084009,1575993,crdd,0,50,45,3,360,5,female_crdd,England
46,female,2.286751093767913e-4,0.0032048092227179342,0.06499107536439391,0.007564837493084009,1575993,crdd,0,50,45,3,360,5,female_crdd,England
47,female,2.286751093767913e-4,0.0032048092227179342,0.06499107536439391,0.007564837493084009,1575993,crdd,0,50,45,3,360,5,female_crdd,England
