age,sex,mort,ylds (years lived with disability)_rate_dmt2,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,34903,dmt2,0,10,0,0,0,5,female_dmt2,East of England
1,female,0,0,0,1e-8,34903,dmt2,0,10,0,0,0,5,female_dmt2,East of England
2,female,0,0,0,1e-8,34903,dmt2,0,10,0,0,0,5,female_dmt2,East of England
3,female,0,0,0,1e-8,34903,dmt2,0,10,0,0,0,5,female_dmt2,East of England
4,female,0,0,0,1e-8,34903,dmt2,0,10,0,0,0,5,female_dmt2,East of England
5,female,0,0,0,1e-8,37337,dmt2,0,10,5,0,0,5,female_dmt2,East of England
6,female,0,0,0,1e-8,37337,dmt2,0,10,5,0,0,5,female_dmt2,East of England
7,female,0,0,0,1e-8,37337,dmt2,0,10,5,0,0,5,female_dmt2,East of England
8,female,0,0,0,1e-8,37337,dmt2,0,10,5,0,0,5,female_dmt2,East of England
9,female,0,0,0,1e-8,37337,dmt2,0,10,5,0,0,5,female_dmt2,East of England
10,female,0,2.0665628942459344e-4,0.004148363522725498,0.002037845196156144,34707,dmt2,0,50,10,0,0,5,female_dmt2,East of England
11,female,0,2.0665628942459344e-4,0.004148363522725498,0.002037845196156144,34707,dmt2,0,50,10,0,0,5,female_dmt2,East of England
12,female,0,2.0665628942459344e-4,0.004148363522725498,0.002037845196156144,34707,dmt2,0,50,10,0,0,5,female_dmt2,East of England
13,female,0,2.0665628942459344e-4,0.004148363522725498,0.002037845196156144,34707,dmt2,0,50,10,0,0,5,female_dmt2,East of England
14,female,0,2.0665628942459344e-4,0.004148363522725498,0.002037845196156144,34707,dmt2,0,50,10,0,0,5,female_dmt2,East of England
15,female,1.4014952276635548e-7,0.0010804411086977588,0.02069778774010228,0.0036303233505052697,33724,dmt2,0,50,15,1,0,5,female_dmt2,East of England
16,female,1.4014952276635548e-7,0.0010804411086977588,0.02069778774010228,0.0036303233505052697,33724,dmt2,0,50,15,1,0,5,female_dmt2,East of England
17,female,1.4014952276635548e-7,0.0010804411086977588,0.02069778774010228,0.0036303233505052697,33724,dmt2,0,50,15,1,0,5,female_dmt2,East of England
18,female,1.4014952276635548e-7,0.0010804411086977588,0.02069778774010228,0.0036303233505052697,33724,dmt2,0,50,15,1,0,5,female_dmt2,East of England
19,female,1.4014952276635548e-7,0.0010804411086977588,0.02069778774010228,0.0036303233505052697,33724,dmt2,0,50,15,1,0,5,female_dmt2,East of England
20,female,1.871887006403313e-7,0.0019625946615737548,0.03546056097858188,0.002410966454778043,35613,dmt2,0,50,20,2,0,5,female_dmt2,East of England
21,female,1.871887006403313e-7,0.0019625946615737548,0.03546056097858188,0.002410966454778043,35613,dmt2,0,50,20,2,0,5,female_dmt2,East of England
22,female,1.871887006403313e-7,0.0019625946615737548,0.03546056097858188,0.002410966454778043,35613,dmt2,0,50,20,2,0,5,female_dmt2,East of England
23,female,1.871887006403313e-7,0.0019625946615737548,0.03546056097858188,0.002410966454778043,35613,dmt2,0,50,20,2,0,5,female_dmt2,East of England
24,female,1.871887006403313e-7,0.0019625946615737548,0.03546056097858188,0.002410966454778043,35613,dmt2,0,50,20,2,0,5,female_dmt2,East of England
25,female,3.0905190367740803e-7,0.0024747629273235198,0.04245397695935978,9.497948969173862e-4,39100,dmt2,0,50,25,2,0,5,female_dmt2,East of England
26,female,3.0905190367740803e-7,0.0024747629273235198,0.04245397695935978,9.497948969173862e-4,39100,dmt2,0,50,25,2,0,5,female_dmt2,East of England
27,female,3.0905190367740803e-7,0.0024747629273235198,0.04245397695935978,9.497948969173862e-4,39100,dmt2,0,50,25,2,0,5,female_dmt2,East of England
28,female,3.0905190367740803e-7,0.0024747629273235198,0.04245397695935978,9.497948969173862e-4,39100,dmt2,0,50,25,2,0,5,female_dmt2,East of England
29,female,3.0905190367740803e-7,0.0024747629273235198,0.04245397695935978,9.497948969173862e-4,39100,dmt2,0,50,25,2,0,5,female_dmt2,East of England
30,female,9.300498489020603e-7,0.0027406997738547234,0.04497415739952381,8.259445189354809e-4,40356,dmt2,0,50,30,2,0,5,female_dmt2,East of England
31,female,9.300498489020603e-7,0.0027406997738547234,0.04497415739952381,8.259445189354809e-4,40356,dmt2,0,50,30,2,0,5,female_dmt2,East of England
32,female,9.300498489020603e-7,0.0027406997738547234,0.04497415739952381,8.259445189354809e-4,40356,dmt2,0,50,30,2,0,5,female_dmt2,East of England
33,female,9.300498489020603e-7,0.0027406997738547234,0.04497415739952381,8.259445189354809e-4,40356,dmt2,0,50,30,2,0,5,female_dmt2,East of England
34,female,9.300498489020603e-7,0.0027406997738547234,0.04497415739952381,8.259445189354809e-4,40356,dmt2,0,50,30,2,0,5,female_dmt2,East of England
35,female,1.230863407919732e-6,0.0030264710223109116,0.04796196369383233,0.0011372115709088967,39952,dmt2,0,50,35,2,0,5,female_dmt2,East of England
36,female,1.230863407919732e-6,0.0030264710223109116,0.04796196369383233,0.0011372115709088967,39952,dmt2,0,50,35,2,0,5,female_dmt2,East of England
37,female,1.230863407919732e-6,0.0030264710223109116,0.04796196369383233,0.0011372115709088967,39952,dmt2,0,50,35,2,0,5,female_dmt2,East of England
38,female,1.230863407919732e-6,0.0030264710223109116,0.04796196369383233,0.0011372115709088967,39952,dmt2,0,50,35,2,0,5,female_dmt2,East of England
39,female,1.230863407919732e-6,0.0030264710223109116,0.04796196369383233,0.0011372115709088967,39952,dmt2,0,50,35,2,0,5,female_dmt2,East of England
40,female,2.0453304286298194e-6,0.00351887374517549,0.05389916118495475,0.002321235397448815,39421,dmt2,0,50,40,3,0,5,female_dmt2,East of England
41,female,2.0453304286298194e-6,0.00351887374517549,0.05389916118495475,0.002321235397448815,39421,dmt2,0,50,40,3,0,5,female_dmt2,East of England
