age,sex,mort,ylds (years lived with disability)_rate_dmt2,prev,inc,pop,disease,rem,prevdenom,agegrp,prevn,ndieddis,ningrp,sex_disease,city_region
0,female,0,0,0,1e-8,51136,dmt2,0,10,0,0,0,5,female_dmt2,South East England
1,female,0,0,0,1e-8,51136,dmt2,0,10,0,0,0,5,female_dmt2,South East England
2,female,0,0,0,1e-8,51136,dmt2,0,10,0,0,0,5,female_dmt2,South East England
3,female,0,0,0,1e-8,51136,dmt2,0,10,0,0,0,5,female_dmt2,South East England
4,female,0,0,0,1e-8,51136,dmt2,0,10,0,0,0,5,female_dmt2,South East England
5,female,0,0,0,1e-8,55096,dmt2,0,10,5,0,0,5,female_dmt2,South East England
6,female,0,0,0,1e-8,55096,dmt2,0,10,5,0,0,5,female_dmt2,South East England
7,female,0,0,0,1e-8,55096,dmt2,0,10,5,0,0,5,female_dmt2,South East England
8,female,0,0,0,1e-8,55096,dmt2,0,10,5,0,0,5,female_dmt2,South East England
9,female,0,0,0,1e-8,55096,dmt2,0,10,5,0,0,5,female_dmt2,South East England
10,female,0,1.9580749570792064e-4,0.003929022085217001,0.0019452285149770584,51918,dmt2,0,50,10,0,0,5,female_dmt2,South East England
11,female,0,1.9580749570792064e-4,0.003929022085217001,0.0019452285149770584,51918,dmt2,0,50,10,0,0,5,female_dmt2,South East England
12,female,0,1.9580749570792064e-4,0.003929022085217001,0.0019452285149770584,51918,dmt2,0,50,10,0,0,5,female_dmt2,South East England
13,female,0,1.9580749570792064e-4,0.003929022085217001,0.0019452285149770584,51918,dmt2,0,50,10,0,0,5,female_dmt2,South East England
14,female,0,1.9580749570792064e-4,0.003929022085217001,0.0019452285149770584,51918,dmt2,0,50,10,0,0,5,female_dmt2,South East England
15,female,9.795441793452978e-8,0.0010257288243553395,0.019640328272988096,0.0034488642352109525,51053,dmt2,0,50,15,1,0,5,female_dmt2,South East England
16,female,9.795441793452978e-8,0.0010257288243553395,0.019640328272988096,0.0034488642352109525,51053,dmt2,0,50,15,1,0,5,female_dmt2,South East England
